Network_no	Model_no	func_type	model
52	0	scNCF	[35, 127, 223, 55, 93, 31, 127, 87, 179, 7, 21, 81, 31, 79, 115, 179]
53	0	scNCF	[242, 236, 59, 138, 234, 7, 206, 242, 2, 128, 49, 254, 42, 168, 138, 14]
54	0	scNCF	[251, 7, 7, 1, 4, 239, 239, 31, 241, 186, 31, 59, 19, 81, 179, 19]
55	0	scNCF	[13, 223, 179, 47, 127, 127, 55, 31, 87, 21, 4, 241, 241, 55, 21, 87]
56	0	scNCF	[69, 59, 11, 50, 224, 42, 138, 205, 200, 115, 115, 223, 59, 254, 248, 171]
57	0	scNCF	[1, 127, 55, 31, 7, 87, 31, 55, 21, 7, 31, 19, 1, 47, 1, 55]
58	0	scNCF	[241, 236, 234, 191, 200, 168, 248, 236, 254, 236, 208, 55, 179, 200, 236, 236]
59	0	scNCF	[21, 87, 35, 21, 179, 19, 179, 7, 69, 220, 42, 87, 93, 213, 93, 87]
60	0	scNCF	[223, 224, 1, 213, 47, 14, 234, 93, 138, 81, 196, 7, 21, 69, 21, 253]
61	0	scNCF	[87, 213, 244, 239, 251, 49, 55, 81, 244, 247, 224, 191, 84, 87, 168, 224]
62	0	scNCF	[11, 174, 168, 242, 248, 254, 244, 234, 234, 84, 50, 234, 162, 224, 200, 234]
63	0	scNCF	[55, 31, 7, 7, 21, 7, 31, 21, 87, 55, 127, 31, 127, 31, 19, 127]
64	0	scNCF	[162, 206, 234, 8, 47, 162, 84, 32, 200, 14, 32, 200, 176, 248, 162, 143]
65	0	scNCF	[49, 2, 127, 31, 127, 55, 171, 162, 87, 31, 1, 19, 19, 127, 7, 1]
66	0	scNCF	[206, 87, 7, 241, 127, 55, 16, 81, 76, 19, 11, 59, 7, 21, 11, 19]
67	0	scNCF	[55, 1, 21, 1, 21, 21, 31, 87, 87, 19, 55, 127, 19, 21, 55, 1]
68	0	scNCF	[14, 236, 200, 242, 168, 84, 128, 248, 239, 234, 179, 248, 254, 213, 200, 11]
69	0	scNCF	[21, 76, 7, 127, 1, 7, 127, 19, 16, 31, 31, 205, 55, 21, 21, 55]
70	0	scNCF	[191, 127, 81, 138, 93, 87, 196, 171, 186, 7, 206, 127, 7, 1, 21, 84]
71	0	scNCF	[32, 242, 254, 162, 76, 162, 84, 196, 32, 8, 247, 143, 220, 162, 239, 128]
72	0	scNCF	[13, 42, 55, 31, 55, 35, 206, 253, 2, 35, 55, 87, 21, 31, 1, 206]
73	0	scNCF	[223, 7, 47, 115, 76, 1, 49, 21, 1, 21, 81, 7, 7, 87, 127, 31]
74	0	scNCF	[176, 143, 19, 112, 117, 55, 76, 143, 242, 239, 191, 206, 32, 174, 87, 128]
75	0	scNCF	[224, 248, 224, 168, 236, 168, 224, 174, 196, 168, 224, 32, 236, 224, 244, 168]
76	0	scNCF	[234, 117, 21, 55, 19, 13, 162, 49, 8, 47, 205, 162, 55, 236, 115, 138]
77	0	scNCF	[138, 213, 253, 224, 200, 224, 200, 208, 49, 186, 213, 244, 254, 191, 4, 254]
78	0	scNCF	[236, 93, 224, 200, 128, 196, 254, 200, 248, 128, 128, 162, 176, 234, 236, 248]
79	0	scNCF	[19, 1, 7, 19, 19, 127, 93, 7, 31, 19, 55, 21, 31, 55, 31, 19]
80	0	scNCF	[127, 7, 127, 127, 31, 21, 87, 31, 87, 19, 1, 191, 7, 21, 55, 47]
81	0	scNCF	[138, 13, 206, 42, 19, 127, 205, 81, 191, 196, 11, 206, 205, 50, 4, 16]
82	0	scNCF	[7, 196, 239, 244, 35, 236, 138, 8, 47, 234, 174, 206, 239, 2, 213, 127]
83	0	scNCF	[241, 251, 253, 206, 196, 191, 239, 248, 171, 16, 14, 87, 32, 64, 35, 220]
84	0	scNCF	[7, 87, 19, 19, 87, 19, 112, 31, 7, 2, 19, 7, 16, 127, 2, 31]
85	0	scNCF	[50, 42, 138, 59, 140, 236, 50, 13, 206, 220, 8, 251, 31, 171, 69, 244]
86	0	scNCF	[236, 224, 8, 206, 248, 248, 128, 236, 248, 206, 251, 254, 168, 224, 176, 236]
87	0	scNCF	[168, 248, 128, 248, 248, 234, 128, 224, 248, 248, 236, 236, 254, 224, 248, 168]
88	0	scNCF	[179, 200, 35, 8, 168, 220, 117, 171, 236, 50, 140, 248, 168, 143, 234, 64]
89	0	scNCF	[224, 168, 200, 84, 168, 224, 168, 236, 248, 254, 234, 168, 234, 224, 234, 236]
90	0	scNCF	[236, 254, 168, 128, 179, 213, 4, 224, 84, 236, 168, 4, 59, 223, 242, 128]
91	0	scNCF	[19, 224, 220, 179, 213, 239, 87, 50, 42, 14, 143, 16, 168, 35, 35, 127]
92	0	scNCF	[93, 55, 115, 1, 31, 19, 138, 81, 49, 112, 127, 244, 7, 21, 55, 205]
93	0	scNCF	[87, 87, 127, 1, 55, 21, 205, 191, 31, 112, 35, 1, 242, 55, 112, 35]
94	0	scNCF	[13, 87, 205, 7, 191, 205, 81, 115, 35, 21, 69, 1, 79, 234, 55, 42]
95	0	scNCF	[254, 253, 248, 69, 251, 174, 179, 251, 138, 4, 208, 186, 76, 140, 224, 47]
96	0	scNCF	[7, 55, 31, 19, 21, 127, 7, 7, 19, 115, 19, 7, 87, 1, 31, 7]
97	0	scNCF	[196, 128, 244, 224, 200, 234, 253, 128, 251, 168, 254, 128, 253, 248, 251, 14]
98	0	scNCF	[4, 186, 21, 4, 241, 55, 55, 21, 47, 4, 31, 7, 7, 143, 247, 79]
99	0	scNCF	[1, 1, 253, 206, 21, 253, 49, 241, 117, 127, 16, 179, 241, 220, 138, 49]
100	0	scNCF	[115, 223, 140, 224, 143, 140, 168, 35, 2, 174, 21, 138, 254, 4, 253, 186]
101	0	scNCF	[1, 42, 247, 31, 7, 55, 31, 49, 1, 19, 31, 31, 127, 93, 1, 87]
102	0	scNCF	[14, 196, 168, 236, 176, 236, 234, 254, 208, 168, 224, 242, 168, 248, 248, 186]
103	0	scNCF	[1, 1, 87, 76, 127, 55, 127, 127, 21, 87, 87, 31, 21, 1, 1, 1]
104	0	scNCF	[76, 76, 220, 196, 21, 35, 31, 64, 251, 19, 213, 93, 2, 31, 115, 179]
105	0	scNCF	[253, 1, 69, 244, 223, 31, 236, 200, 31, 179, 84, 47, 31, 69, 42, 87]
106	0	scNCF	[1, 16, 87, 7, 115, 42, 49, 16, 1, 79, 253, 205, 1, 55, 143, 21]
107	0	scNCF	[31, 162, 239, 35, 200, 21, 64, 162, 168, 174, 168, 224, 117, 248, 234, 128]
108	0	scNCF	[21, 19, 55, 31, 19, 21, 19, 55, 47, 7, 31, 31, 31, 7, 55, 31]
109	0	scNCF	[162, 223, 87, 19, 247, 42, 115, 127, 247, 254, 208, 21, 2, 76, 19, 11]
110	0	scNCF	[7, 247, 69, 32, 191, 79, 253, 47, 241, 241, 31, 19, 251, 1, 13, 179]
111	0	scNCF	[79, 254, 236, 224, 213, 234, 234, 168, 200, 81, 112, 140, 11, 224, 236, 236]
112	0	scNCF	[31, 19, 241, 69, 115, 127, 55, 127, 127, 143, 31, 55, 127, 127, 21, 16]
113	0	scNCF	[168, 248, 236, 128, 234, 248, 234, 224, 128, 234, 224, 128, 200, 168, 168, 236]
114	0	scNCF	[234, 224, 64, 128, 224, 242, 200, 128, 200, 236, 162, 128, 234, 168, 224, 200]
115	0	scNCF	[168, 234, 213, 14, 254, 208, 168, 247, 224, 200, 186, 49, 234, 8, 254, 234]
116	0	scNCF	[236, 76, 59, 31, 196, 174, 47, 168, 79, 179, 81, 200, 220, 81, 236, 11]
117	0	scNCF	[127, 4, 55, 2, 7, 11, 1, 127, 241, 127, 87, 87, 55, 7, 21, 191]
118	0	scNCF	[1, 127, 19, 7, 1, 31, 21, 31, 76, 13, 87, 21, 112, 19, 31, 7]
119	0	scNCF	[224, 254, 168, 168, 254, 224, 234, 162, 50, 200, 200, 236, 168, 224, 140, 168]
120	0	scNCF	[47, 191, 42, 208, 239, 208, 254, 251, 239, 248, 224, 236, 168, 206, 253, 220]
121	0	scNCF	[254, 236, 239, 234, 236, 200, 200, 236, 128, 236, 128, 248, 234, 236, 224, 254]
122	0	scNCF	[128, 1, 117, 11, 79, 223, 223, 171, 8, 11, 127, 244, 55, 239, 55, 241]
123	0	scNCF	[127, 140, 87, 1, 191, 55, 140, 42, 79, 127, 4, 7, 127, 19, 19, 196]
124	0	scNCF	[254, 35, 117, 112, 87, 59, 76, 244, 196, 143, 253, 224, 47, 128, 127, 93]
125	0	scNCF	[191, 87, 205, 2, 55, 31, 179, 76, 69, 213, 8, 206, 143, 93, 224, 220]
126	0	scNCF	[239, 84, 174, 224, 42, 168, 236, 251, 224, 244, 254, 128, 248, 242, 236, 176]
127	0	scNCF	[7, 31, 87, 59, 117, 162, 1, 7, 2, 19, 1, 31, 42, 115, 19, 31]
128	0	scNCF	[79, 200, 208, 236, 248, 224, 236, 248, 200, 234, 128, 2, 79, 14, 171, 200]
129	0	scNCF	[200, 205, 244, 128, 84, 200, 223, 200, 64, 186, 208, 236, 254, 140, 168, 112]
130	0	scNCF	[247, 200, 162, 168, 224, 236, 224, 213, 32, 236, 254, 8, 253, 248, 168, 140]
131	0	scNCF	[241, 196, 242, 241, 213, 171, 224, 168, 49, 11, 244, 191, 168, 168, 55, 223]
132	0	scNCF	[223, 247, 127, 234, 174, 7, 1, 14, 179, 248, 21, 55, 2, 127, 1, 171]
133	0	scNCF	[19, 213, 224, 84, 174, 112, 47, 59, 112, 81, 87, 31, 117, 223, 127, 223]
134	0	scNCF	[55, 31, 19, 7, 1, 1, 7, 1, 7, 7, 21, 19, 87, 31, 191, 241]
135	0	scNCF	[191, 138, 7, 196, 205, 241, 16, 242, 176, 143, 200, 251, 174, 59, 253, 191]
136	0	scNCF	[87, 21, 8, 14, 247, 59, 55, 8, 117, 247, 4, 191, 241, 79, 224, 49]
137	0	scNCF	[241, 87, 223, 244, 127, 171, 13, 31, 127, 127, 1, 127, 47, 117, 21, 1]
138	0	scNCF	[21, 1, 55, 55, 1, 19, 87, 21, 31, 127, 87, 87, 21, 31, 19, 55]
139	0	scNCF	[14, 31, 127, 19, 76, 8, 115, 81, 87, 87, 93, 8, 55, 174, 76, 31]
140	0	scNCF	[251, 32, 8, 241, 205, 179, 253, 138, 84, 84, 32, 244, 35, 168, 223, 174]
141	0	scNCF	[236, 224, 224, 236, 128, 236, 168, 213, 128, 248, 224, 50, 254, 128, 254, 224]
142	0	scNCF	[168, 8, 14, 254, 206, 128, 200, 168, 236, 239, 168, 254, 143, 84, 162, 168]
143	0	scNCF	[1, 55, 1, 55, 7, 7, 31, 31, 55, 16, 35, 7, 127, 127, 19, 127]
144	0	scNCF	[87, 19, 191, 87, 35, 112, 1, 1, 93, 191, 205, 49, 87, 19, 87, 35]
145	0	scNCF	[93, 1, 236, 55, 11, 223, 4, 87, 7, 205, 112, 115, 11, 69, 35, 87]
146	0	scNCF	[55, 174, 168, 253, 248, 176, 247, 224, 254, 248, 168, 196, 200, 248, 14, 162]
147	0	scNCF	[112, 251, 49, 1, 55, 112, 171, 16, 84, 19, 49, 7, 205, 64, 241, 31]
148	0	scNCF	[138, 200, 248, 49, 254, 179, 168, 236, 84, 200, 224, 224, 168, 253, 174, 138]
149	0	scNCF	[7, 42, 35, 205, 196, 13, 47, 55, 128, 19, 127, 47, 247, 140, 19, 14]
150	0	scNCF	[168, 200, 128, 236, 50, 128, 254, 128, 253, 168, 174, 128, 200, 128, 200, 254]
151	0	scNCF	[87, 2, 196, 1, 234, 93, 14, 93, 1, 196, 127, 31, 21, 14, 7, 247]
152	0	scNCF	[186, 50, 128, 140, 138, 254, 239, 248, 254, 220, 174, 254, 244, 143, 168, 200]
153	0	scNCF	[224, 239, 176, 143, 224, 253, 168, 138, 236, 224, 200, 254, 200, 64, 128, 236]
154	0	scNCF	[176, 42, 14, 13, 220, 76, 13, 196, 21, 224, 205, 138, 224, 168, 239, 186]
155	0	scNCF	[242, 191, 32, 50, 191, 186, 234, 59, 50, 117, 196, 251, 242, 162, 84, 7]
156	0	scNCF	[248, 168, 234, 32, 254, 254, 200, 236, 200, 248, 168, 248, 248, 254, 234, 234]
157	0	scNCF	[244, 19, 168, 16, 239, 50, 55, 49, 14, 49, 242, 213, 4, 81, 200, 49]
158	0	scNCF	[55, 55, 87, 7, 21, 19, 31, 19, 31, 7, 127, 31, 55, 19, 87, 127]
159	0	scNCF	[200, 236, 186, 200, 128, 174, 11, 128, 208, 224, 196, 248, 143, 254, 128, 84]
160	0	scNCF	[244, 206, 79, 115, 21, 168, 8, 186, 254, 200, 128, 76, 191, 128, 206, 81]
161	0	scNCF	[76, 171, 55, 127, 127, 42, 50, 87, 223, 55, 4, 115, 21, 21, 176, 205]
162	0	scNCF	[254, 224, 200, 236, 236, 234, 200, 168, 234, 254, 200, 128, 224, 128, 224, 234]
163	0	scNCF	[32, 138, 200, 50, 254, 168, 234, 224, 244, 115, 168, 162, 2, 162, 248, 200]
164	0	scNCF	[64, 11, 1, 220, 191, 1, 21, 174, 171, 21, 84, 21, 19, 8, 162, 35]
165	0	scNCF	[76, 138, 69, 128, 253, 59, 174, 140, 191, 112, 35, 50, 242, 14, 47, 254]
166	0	scNCF	[69, 223, 79, 115, 241, 7, 49, 112, 31, 49, 87, 7, 42, 13, 223, 112]
167	0	scNCF	[93, 191, 140, 239, 205, 162, 241, 191, 127, 254, 31, 21, 55, 206, 171, 168]
168	0	scNCF	[239, 200, 128, 220, 224, 143, 196, 244, 138, 213, 16, 174, 50, 248, 208, 14]
169	0	scNCF	[128, 224, 162, 242, 128, 138, 206, 208, 200, 196, 140, 168, 128, 244, 50, 234]
170	0	scNCF	[168, 50, 174, 179, 234, 242, 138, 2, 186, 19, 236, 241, 248, 47, 168, 93]
171	0	scNCF	[2, 179, 247, 55, 196, 244, 234, 31, 196, 220, 236, 4, 208, 236, 241, 138]
172	0	scNCF	[47, 200, 208, 11, 115, 21, 4, 81, 138, 59, 55, 223, 236, 168, 79, 50]
173	0	scNCF	[236, 251, 239, 196, 213, 236, 140, 42, 200, 234, 174, 69, 248, 254, 42, 239]
174	0	scNCF	[50, 138, 236, 247, 239, 128, 196, 200, 254, 248, 128, 236, 200, 244, 168, 50]
175	0	scNCF	[31, 31, 162, 79, 21, 19, 112, 213, 93, 127, 127, 7, 247, 176, 206, 2]
176	0	scNCF	[253, 254, 168, 234, 234, 200, 174, 234, 128, 8, 168, 64, 168, 248, 239, 224]
177	0	scNCF	[127, 1, 7, 87, 79, 1, 7, 21, 55, 19, 76, 69, 171, 87, 127, 55]
178	0	scNCF	[14, 35, 162, 174, 254, 162, 236, 168, 242, 32, 220, 220, 14, 2, 140, 254]
179	0	scNCF	[254, 200, 200, 236, 200, 234, 200, 84, 234, 128, 200, 143, 251, 248, 236, 236]
180	0	scNCF	[236, 171, 171, 248, 7, 59, 251, 50, 242, 224, 128, 234, 14, 241, 171, 236]
181	0	scNCF	[8, 213, 4, 21, 49, 50, 19, 79, 14, 35, 7, 81, 236, 171, 208, 50]
182	0	scNCF	[236, 64, 8, 32, 220, 93, 50, 168, 32, 84, 224, 247, 223, 234, 174, 239]
183	0	scNCF	[224, 140, 168, 168, 174, 241, 253, 168, 168, 253, 234, 236, 200, 224, 32, 234]
184	0	scNCF	[179, 223, 84, 19, 13, 186, 241, 241, 200, 87, 115, 117, 35, 69, 11, 79]
185	0	scNCF	[140, 213, 236, 244, 42, 239, 224, 242, 186, 196, 138, 87, 196, 242, 208, 50]
186	0	scNCF	[213, 162, 200, 140, 128, 55, 220, 84, 162, 49, 32, 143, 239, 213, 87, 13]
187	0	scNCF	[220, 239, 168, 200, 84, 236, 81, 168, 234, 239, 224, 253, 2, 224, 168, 224]
188	0	scNCF	[127, 81, 21, 87, 35, 31, 93, 19, 31, 87, 127, 31, 76, 55, 7, 35]
189	0	scNCF	[251, 174, 206, 254, 254, 234, 248, 236, 196, 234, 128, 200, 224, 168, 244, 186]
190	0	scNCF	[168, 242, 186, 254, 236, 14, 168, 236, 236, 168, 200, 224, 248, 254, 248, 8]
191	0	scNCF	[179, 32, 224, 236, 244, 8, 254, 224, 140, 186, 168, 248, 200, 236, 200, 254]
192	0	scNCF	[191, 242, 84, 49, 128, 117, 140, 64, 253, 179, 128, 253, 87, 140, 200, 244]
193	0	scNCF	[168, 162, 200, 224, 168, 234, 224, 248, 208, 234, 8, 234, 200, 49, 224, 234]
194	0	scNCF	[213, 206, 35, 19, 35, 16, 191, 162, 179, 127, 21, 241, 59, 55, 186, 19]
195	0	scNCF	[84, 253, 223, 208, 236, 248, 4, 208, 200, 200, 176, 50, 200, 196, 236, 11]
196	0	scNCF	[42, 143, 213, 87, 21, 112, 16, 112, 253, 93, 196, 128, 64, 140, 64, 127]
197	0	scNCF	[79, 8, 69, 254, 138, 42, 8, 220, 253, 186, 84, 76, 35, 241, 236, 253]
198	0	scNCF	[254, 224, 168, 242, 200, 224, 200, 138, 206, 248, 50, 162, 179, 128, 168, 14]
199	0	scNCF	[42, 223, 247, 127, 42, 244, 251, 8, 127, 7, 241, 31, 4, 179, 244, 2]
200	0	scNCF	[2, 76, 117, 176, 13, 196, 55, 19, 174, 168, 127, 191, 1, 59, 35, 117]
201	0	scNCF	[1, 138, 55, 93, 42, 76, 1, 87, 247, 93, 55, 55, 138, 69, 1, 87]
202	0	scNCF	[35, 176, 31, 81, 14, 2, 143, 64, 47, 81, 236, 16, 186, 93, 84, 206]
203	0	scNCF	[16, 186, 242, 171, 206, 224, 8, 206, 224, 59, 205, 64, 254, 13, 224, 115]
204	0	scNCF	[236, 224, 254, 239, 254, 254, 224, 179, 248, 248, 208, 11, 224, 236, 138, 254]
205	0	scNCF	[251, 69, 127, 234, 205, 7, 47, 64, 31, 127, 76, 206, 2, 11, 171, 1]
206	0	scNCF	[21, 47, 205, 55, 87, 31, 93, 55, 19, 47, 1, 117, 87, 112, 49, 19]
207	0	scNCF	[168, 224, 200, 224, 254, 196, 200, 248, 248, 200, 168, 168, 248, 200, 128, 248]
208	0	scNCF	[87, 59, 127, 55, 208, 1, 2, 59, 7, 35, 55, 35, 31, 7, 35, 220]
209	0	scNCF	[140, 200, 220, 186, 234, 87, 220, 206, 186, 196, 128, 64, 244, 138, 200, 236]
210	0	scNCF	[47, 208, 239, 93, 205, 162, 115, 50, 242, 8, 49, 117, 19, 19, 117, 115]
211	0	scNCF	[248, 253, 251, 186, 236, 50, 117, 176, 174, 81, 244, 196, 42, 168, 19, 191]
212	0	scNCF	[31, 49, 205, 171, 171, 11, 7, 140, 208, 162, 162, 1, 223, 55, 32, 55]
213	0	scNCF	[224, 128, 248, 248, 254, 248, 236, 128, 200, 253, 234, 254, 14, 254, 234, 196]
214	0	scNCF	[87, 31, 224, 223, 186, 162, 35, 55, 11, 35, 93, 191, 223, 247, 7, 162]
215	0	scNCF	[42, 64, 220, 176, 254, 50, 206, 112, 206, 239, 140, 236, 16, 200, 49, 4]
216	0	scNCF	[1, 1, 55, 19, 87, 1, 21, 49, 117, 1, 55, 31, 140, 19, 127, 31]
217	0	scNCF	[223, 79, 21, 42, 79, 220, 81, 241, 127, 162, 42, 11, 59, 2, 13, 21]
218	0	scNCF	[138, 162, 171, 79, 47, 1, 143, 59, 208, 16, 79, 50, 168, 7, 127, 127]
219	0	scNCF	[186, 224, 248, 168, 236, 248, 200, 242, 254, 128, 234, 79, 14, 168, 8, 14]
220	0	scNCF	[168, 8, 174, 171, 234, 236, 179, 186, 224, 138, 93, 236, 47, 206, 128, 253]
221	0	scNCF	[69, 117, 21, 42, 31, 35, 79, 31, 59, 241, 16, 93, 13, 87, 127, 7]
222	0	scNCF	[224, 127, 176, 64, 140, 254, 168, 236, 112, 234, 14, 236, 128, 59, 254, 236]
223	0	scNCF	[112, 171, 64, 248, 1, 208, 55, 47, 7, 4, 220, 179, 35, 140, 205, 179]
224	0	scNCF	[208, 84, 174, 253, 1, 171, 2, 179, 242, 236, 4, 50, 31, 224, 14, 224]
225	0	scNCF	[64, 186, 128, 14, 236, 64, 162, 254, 115, 234, 200, 69, 138, 128, 93, 251]
226	0	scNCF	[171, 2, 13, 69, 112, 179, 14, 128, 47, 248, 254, 117, 79, 174, 223, 4]
227	0	scNCF	[191, 127, 127, 16, 19, 13, 31, 55, 1, 208, 47, 13, 1, 234, 81, 179]
228	0	scNCF	[8, 248, 55, 140, 55, 47, 47, 76, 87, 127, 59, 79, 206, 1, 16, 191]
229	0	scNCF	[127, 87, 19, 55, 49, 31, 31, 1, 7, 1, 87, 31, 21, 127, 21, 31]
230	0	scNCF	[1, 55, 31, 87, 7, 1, 55, 21, 176, 19, 55, 55, 87, 59, 21, 55]
231	0	scNCF	[1, 11, 1, 1, 49, 1, 7, 127, 19, 21, 31, 76, 127, 87, 143, 55]
232	0	scNCF	[196, 14, 234, 168, 200, 168, 236, 236, 254, 244, 14, 128, 79, 248, 168, 253]
233	0	scNCF	[69, 31, 1, 140, 13, 223, 239, 174, 254, 55, 47, 179, 224, 69, 21, 247]
234	0	scNCF	[138, 128, 19, 162, 79, 112, 35, 115, 115, 112, 224, 176, 140, 76, 244, 127]
235	0	scNCF	[1, 1, 31, 19, 21, 81, 1, 117, 19, 35, 224, 55, 7, 87, 19, 7]
236	0	scNCF	[128, 254, 168, 234, 254, 234, 168, 224, 200, 224, 224, 128, 176, 236, 200, 168]
237	0	scNCF	[76, 4, 127, 49, 179, 171, 244, 69, 19, 42, 115, 171, 127, 55, 117, 31]
238	0	scNCF	[224, 128, 248, 168, 224, 234, 168, 224, 236, 234, 251, 84, 14, 200, 224, 254]
239	0	scNCF	[200, 35, 251, 47, 128, 174, 254, 64, 168, 87, 168, 168, 239, 236, 206, 84]
