Network_no	Model_no	func_type	model
25	0	scNCF	[179, 1, 241, 179, 127, 55, 1, 220, 1, 223, 87, 205]
26	0	scNCF	[1, 59, 93, 19, 4, 1, 31, 7, 127, 31, 49, 127]
27	0	scNCF	[59, 87, 13, 31, 127, 244, 87, 19, 31, 7, 13, 1]
28	0	scNCF	[206, 254, 168, 112, 8, 236, 253, 179, 248, 248, 162, 200]
29	0	scNCF	[168, 176, 174, 242, 168, 128, 200, 208, 224, 236, 196, 244]
30	0	scNCF	[55, 196, 55, 140, 1, 224, 171, 205, 191, 171, 32, 87]
31	0	scNCF	[248, 213, 223, 143, 191, 128, 76, 205, 242, 115, 42, 234]
32	0	scNCF	[50, 171, 13, 13, 93, 14, 69, 21, 4, 200, 244, 13]
33	0	scNCF	[49, 87, 7, 2, 21, 21, 19, 7, 87, 21, 127, 19]
34	0	scNCF	[76, 19, 31, 87, 162, 1, 127, 42, 87, 117, 7, 31]
35	0	scNCF	[4, 1, 1, 127, 4, 127, 87, 21, 7, 69, 87, 55]
36	0	scNCF	[69, 31, 84, 47, 2, 16, 35, 127, 117, 81, 81, 7]
37	0	scNCF	[81, 59, 16, 205, 140, 247, 42, 42, 87, 241, 19, 19]
38	0	scNCF	[242, 248, 179, 254, 254, 128, 242, 50, 69, 224, 224, 223]
39	0	scNCF	[200, 234, 220, 174, 251, 236, 138, 128, 254, 200, 242, 14]
40	0	scNCF	[79, 236, 76, 47, 1, 19, 59, 35, 31, 55, 241, 248]
41	0	scNCF	[251, 242, 254, 64, 179, 115, 251, 117, 196, 55, 186, 13]
42	0	scNCF	[224, 200, 254, 254, 64, 168, 208, 234, 168, 200, 13, 168]
43	0	scNCF	[19, 117, 248, 11, 213, 76, 112, 248, 128, 14, 4, 254]
44	0	scNCF	[224, 128, 224, 200, 254, 234, 248, 234, 168, 234, 168, 254]
45	0	scNCF	[76, 55, 55, 87, 127, 55, 127, 19, 117, 79, 76, 55]
46	0	scNCF	[47, 1, 21, 7, 55, 7, 7, 127, 127, 87, 21, 79]
47	0	scNCF	[31, 81, 42, 7, 19, 11, 205, 55, 7, 59, 21, 127]
48	0	scNCF	[171, 21, 117, 81, 127, 59, 55, 42, 21, 112, 42, 87]
49	0	scNCF	[128, 234, 32, 186, 162, 251, 14, 200, 168, 213, 213, 128]
50	0	scNCF	[127, 31, 19, 1, 1, 19, 1, 7, 21, 21, 19, 87]
51	0	scNCF	[117, 4, 21, 87, 19, 79, 7, 87, 87, 1, 247, 7]
52	0	scNCF	[8, 242, 234, 176, 49, 236, 200, 143, 162, 247, 234, 59]
53	0	scNCF	[205, 191, 31, 31, 19, 59, 42, 21, 21, 47, 93, 93]
54	0	scNCF	[223, 76, 242, 8, 59, 35, 49, 248, 223, 13, 87, 236]
55	0	scNCF	[224, 128, 236, 196, 248, 234, 248, 200, 239, 254, 254, 8]
56	0	scNCF	[55, 21, 21, 31, 31, 87, 76, 127, 87, 31, 1, 19]
57	0	scNCF	[171, 247, 31, 127, 191, 1, 76, 112, 35, 11, 47, 171]
58	0	scNCF	[138, 179, 176, 196, 206, 7, 21, 205, 59, 205, 236, 200]
59	0	scNCF	[248, 14, 254, 224, 200, 248, 76, 143, 200, 112, 179, 254]
60	0	scNCF	[47, 206, 19, 19, 220, 191, 87, 223, 140, 55, 87, 59]
61	0	scNCF	[19, 49, 55, 7, 55, 1, 241, 117, 31, 21, 93, 115]
62	0	scNCF	[13, 200, 31, 21, 186, 223, 59, 117, 168, 81, 234, 128]
63	0	scNCF	[186, 14, 224, 140, 254, 224, 64, 50, 239, 196, 236, 11]
64	0	scNCF	[168, 162, 117, 168, 236, 224, 162, 138, 241, 171, 84, 13]
65	0	scNCF	[206, 31, 254, 234, 168, 224, 191, 254, 208, 244, 196, 242]
66	0	scNCF	[47, 138, 242, 247, 174, 32, 35, 208, 16, 168, 248, 7]
67	0	scNCF	[32, 117, 13, 1, 206, 162, 76, 21, 115, 42, 2, 42]
68	0	scNCF	[176, 59, 200, 254, 87, 21, 179, 168, 4, 239, 7, 84]
69	0	scNCF	[162, 242, 234, 191, 254, 16, 186, 236, 32, 206, 138, 254]
70	0	scNCF	[168, 248, 234, 200, 162, 234, 168, 236, 248, 236, 254, 234]
71	0	scNCF	[79, 196, 79, 19, 140, 234, 138, 213, 127, 186, 69, 115]
72	0	scNCF	[200, 84, 16, 13, 168, 84, 168, 168, 32, 168, 84, 196]
73	0	scNCF	[21, 47, 7, 205, 31, 93, 1, 16, 87, 127, 31, 1]
74	0	scNCF	[205, 200, 11, 234, 128, 168, 128, 176, 234, 254, 64, 168]
75	0	scNCF	[112, 76, 186, 115, 1, 7, 19, 55, 205, 21, 21, 7]
76	0	scNCF	[11, 168, 200, 236, 59, 128, 254, 234, 200, 236, 200, 254]
77	0	scNCF	[112, 234, 208, 168, 236, 168, 200, 168, 236, 236, 168, 234]
78	0	scNCF	[138, 254, 128, 168, 168, 200, 234, 168, 220, 50, 206, 128]
79	0	scNCF	[179, 84, 115, 112, 128, 191, 248, 11, 50, 205, 205, 179]
80	0	scNCF	[239, 84, 200, 174, 47, 11, 50, 143, 81, 138, 248, 81]
81	0	scNCF	[234, 239, 224, 248, 168, 234, 200, 234, 128, 234, 234, 168]
82	0	scNCF	[7, 196, 47, 49, 196, 7, 223, 140, 42, 7, 55, 112]
83	0	scNCF	[128, 248, 248, 234, 200, 236, 200, 220, 248, 254, 84, 84]
84	0	scNCF	[244, 186, 253, 242, 248, 143, 117, 248, 200, 254, 234, 213]
85	0	scNCF	[55, 55, 21, 42, 7, 7, 87, 21, 1, 7, 55, 191]
86	0	scNCF	[59, 19, 19, 21, 69, 21, 21, 19, 1, 31, 127, 171]
87	0	scNCF	[244, 253, 224, 8, 254, 213, 224, 168, 254, 117, 213, 49]
88	0	scNCF	[206, 244, 200, 196, 128, 128, 234, 179, 174, 206, 213, 242]
89	0	scNCF	[248, 191, 84, 47, 21, 196, 79, 200, 87, 21, 241, 224]
90	0	scNCF	[224, 236, 14, 254, 208, 248, 248, 208, 200, 224, 32, 224]
91	0	scNCF	[42, 224, 248, 138, 115, 236, 248, 253, 200, 234, 174, 251]
92	0	scNCF	[87, 69, 117, 69, 84, 168, 234, 76, 248, 76, 117, 2]
93	0	scNCF	[208, 254, 200, 76, 224, 14, 200, 93, 84, 4, 128, 117]
94	0	scNCF	[8, 21, 247, 127, 42, 31, 186, 87, 84, 234, 179, 76]
95	0	scNCF	[21, 241, 241, 35, 253, 35, 176, 115, 21, 87, 242, 64]
96	0	scNCF	[50, 47, 224, 42, 2, 205, 21, 21, 19, 223, 32, 76]
97	0	scNCF	[254, 200, 248, 179, 244, 11, 162, 206, 244, 171, 254, 8]
98	0	scNCF	[21, 1, 69, 31, 2, 19, 87, 55, 1, 21, 93, 87]
99	0	scNCF	[93, 14, 176, 19, 13, 234, 1, 21, 19, 11, 55, 241]
100	0	scNCF	[21, 205, 47, 49, 2, 21, 16, 223, 174, 1, 59, 7]
101	0	scNCF	[55, 171, 7, 244, 31, 112, 69, 13, 42, 174, 8, 87]
102	0	scNCF	[21, 223, 112, 236, 200, 76, 1, 242, 128, 55, 115, 50]
103	0	scNCF	[81, 254, 64, 242, 21, 21, 32, 223, 247, 205, 13, 239]
104	0	scNCF	[251, 244, 241, 31, 236, 174, 179, 242, 174, 248, 247, 8]
105	0	scNCF	[191, 140, 143, 115, 191, 8, 93, 253, 4, 115, 47, 19]
106	0	scNCF	[176, 224, 200, 224, 236, 179, 138, 205, 239, 143, 242, 254]
107	0	scNCF	[117, 117, 254, 55, 19, 55, 1, 93, 205, 138, 247, 55]
108	0	scNCF	[19, 55, 42, 21, 31, 127, 7, 1, 171, 19, 31, 127]
109	0	scNCF	[234, 224, 168, 168, 224, 254, 236, 254, 234, 248, 254, 224]
110	0	scNCF	[64, 84, 200, 244, 254, 248, 128, 42, 253, 244, 254, 208]
111	0	scNCF	[69, 14, 213, 117, 19, 128, 64, 31, 186, 176, 223, 93]
112	0	scNCF	[128, 171, 11, 14, 16, 179, 14, 236, 196, 11, 236, 11]
113	0	scNCF	[168, 248, 140, 128, 248, 162, 168, 236, 234, 84, 84, 112]
114	0	scNCF	[2, 11, 224, 208, 224, 168, 254, 248, 248, 254, 254, 248]
115	0	scNCF	[248, 140, 140, 224, 14, 84, 200, 200, 236, 236, 128, 162]
116	0	scNCF	[236, 200, 234, 200, 224, 234, 200, 224, 168, 8, 196, 128]
117	0	scNCF	[31, 2, 21, 191, 49, 171, 19, 7, 13, 13, 49, 117]
118	0	scNCF	[21, 127, 31, 19, 1, 21, 21, 31, 19, 19, 19, 87]
119	0	scNCF	[84, 191, 138, 81, 168, 168, 251, 8, 176, 32, 50, 208]
120	0	scNCF	[140, 4, 244, 76, 128, 79, 64, 224, 171, 174, 140, 241]
121	0	scNCF	[19, 59, 7, 19, 1, 7, 1, 7, 127, 87, 21, 19]
122	0	scNCF	[127, 127, 87, 21, 55, 55, 55, 1, 127, 55, 1, 87]
123	0	scNCF	[117, 143, 176, 79, 11, 254, 32, 117, 11, 236, 112, 247]
124	0	scNCF	[50, 31, 35, 186, 186, 79, 112, 117, 93, 138, 87, 239]
125	0	scNCF	[31, 87, 21, 7, 7, 55, 1, 55, 127, 7, 21, 21]
126	0	scNCF	[49, 220, 236, 179, 19, 8, 11, 213, 8, 140, 200, 143]
127	0	scNCF	[1, 31, 81, 35, 234, 244, 179, 55, 223, 186, 47, 76]
128	0	scNCF	[205, 21, 21, 93, 76, 223, 76, 174, 1, 117, 127, 223]
129	0	scNCF	[248, 128, 248, 248, 254, 128, 254, 236, 128, 236, 128, 200]
130	0	scNCF	[31, 11, 55, 76, 55, 31, 127, 4, 87, 93, 241, 127]
131	0	scNCF	[31, 84, 143, 42, 127, 4, 112, 21, 19, 59, 241, 223]
132	0	scNCF	[253, 254, 179, 234, 248, 200, 234, 224, 200, 234, 128, 234]
133	0	scNCF	[76, 251, 11, 248, 2, 224, 241, 236, 14, 242, 2, 128]
134	0	scNCF	[128, 128, 242, 253, 171, 248, 244, 223, 186, 247, 205, 64]
135	0	scNCF	[206, 140, 236, 236, 220, 200, 254, 224, 200, 234, 200, 248]
136	0	scNCF	[14, 127, 7, 31, 127, 127, 1, 31, 16, 21, 49, 55]
137	0	scNCF	[32, 176, 127, 174, 49, 87, 138, 76, 35, 14, 168, 213]
138	0	scNCF	[11, 112, 16, 81, 14, 117, 93, 14, 206, 4, 11, 239]
139	0	scNCF	[79, 81, 21, 2, 251, 69, 13, 247, 174, 4, 234, 186]
140	0	scNCF	[239, 254, 200, 254, 248, 128, 186, 50, 162, 200, 234, 174]
141	0	scNCF	[236, 138, 220, 234, 251, 239, 208, 128, 224, 234, 224, 196]
142	0	scNCF	[200, 69, 69, 138, 19, 206, 213, 162, 247, 127, 247, 247]
143	0	scNCF	[93, 84, 247, 128, 76, 14, 174, 14, 168, 32, 35, 13]
144	0	scNCF	[93, 31, 21, 59, 55, 21, 42, 87, 59, 1, 55, 55]
145	0	scNCF	[234, 49, 196, 206, 168, 236, 234, 236, 128, 64, 200, 200]
146	0	scNCF	[223, 21, 174, 13, 87, 191, 19, 200, 143, 2, 186, 16]
147	0	scNCF	[21, 242, 191, 87, 247, 87, 241, 31, 7, 19, 176, 21]
148	0	scNCF	[244, 31, 205, 2, 47, 7, 76, 87, 7, 59, 1, 1]
149	0	scNCF	[247, 49, 35, 21, 112, 251, 127, 35, 1, 112, 21, 7]
150	0	scNCF	[128, 2, 213, 186, 19, 247, 251, 127, 176, 128, 242, 69]
151	0	scNCF	[254, 236, 248, 254, 168, 168, 168, 248, 234, 224, 84, 254]
152	0	scNCF	[19, 1, 87, 31, 127, 19, 1, 1, 55, 127, 55, 1]
153	0	scNCF	[14, 138, 140, 76, 254, 176, 19, 171, 171, 140, 8, 223]
154	0	scNCF	[208, 174, 244, 14, 176, 241, 208, 19, 32, 248, 223, 50]
155	0	scNCF	[7, 55, 2, 13, 206, 87, 138, 21, 247, 21, 1, 1]
156	0	scNCF	[254, 208, 143, 248, 196, 4, 176, 140, 234, 128, 84, 223]
157	0	scNCF	[115, 93, 7, 179, 19, 251, 50, 1, 7, 2, 11, 31]
158	0	scNCF	[115, 1, 55, 19, 31, 11, 112, 127, 223, 21, 127, 205]
159	0	scNCF	[69, 196, 241, 55, 138, 248, 223, 69, 143, 191, 49, 55]
160	0	scNCF	[47, 244, 248, 191, 224, 196, 224, 244, 220, 251, 84, 242]
161	0	scNCF	[19, 205, 19, 220, 1, 143, 21, 206, 21, 205, 112, 35]
162	0	scNCF	[32, 251, 81, 84, 14, 35, 7, 117, 115, 7, 208, 223]
163	0	scNCF	[244, 254, 128, 186, 186, 179, 162, 200, 93, 47, 186, 50]
164	0	scNCF	[220, 79, 19, 32, 21, 241, 1, 140, 117, 176, 19, 64]
165	0	scNCF	[234, 242, 14, 236, 242, 200, 128, 234, 251, 234, 224, 248]
166	0	scNCF	[21, 127, 7, 31, 59, 55, 251, 7, 127, 55, 7, 19]
167	0	scNCF	[224, 143, 236, 11, 140, 200, 128, 162, 32, 14, 112, 200]
168	0	scNCF	[14, 13, 55, 191, 1, 4, 21, 76, 11, 31, 31, 31]
169	0	scNCF	[31, 247, 140, 19, 87, 31, 127, 127, 2, 19, 11, 87]
170	0	scNCF	[127, 64, 1, 2, 1, 127, 7, 223, 171, 1, 31, 127]
171	0	scNCF	[112, 55, 244, 81, 16, 196, 208, 162, 31, 50, 234, 200]
172	0	scNCF	[234, 224, 32, 174, 69, 87, 14, 179, 254, 128, 179, 234]
173	0	scNCF	[234, 186, 244, 128, 234, 234, 244, 42, 224, 251, 224, 8]
174	0	scNCF	[241, 49, 115, 87, 1, 7, 223, 247, 11, 248, 1, 247]
175	0	scNCF	[244, 174, 236, 50, 168, 234, 254, 8, 42, 168, 200, 254]
176	0	scNCF	[19, 81, 59, 7, 127, 81, 115, 81, 21, 138, 1, 127]
177	0	scNCF	[1, 213, 2, 205, 7, 186, 1, 21, 87, 112, 21, 247]
178	0	scNCF	[84, 7, 171, 13, 208, 32, 206, 244, 21, 138, 248, 253]
179	0	scNCF	[234, 213, 186, 220, 248, 176, 239, 236, 128, 14, 200, 8]
180	0	scNCF	[186, 168, 138, 128, 35, 254, 251, 140, 224, 206, 117, 220]
181	0	scNCF	[16, 244, 31, 127, 76, 143, 21, 127, 162, 247, 7, 47]
182	0	scNCF	[7, 19, 7, 223, 55, 19, 21, 21, 87, 55, 13, 55]
183	0	scNCF	[81, 81, 49, 50, 47, 127, 55, 241, 19, 19, 47, 81]
184	0	scNCF	[205, 236, 21, 176, 143, 248, 143, 79, 208, 8, 241, 117]
185	0	scNCF	[200, 224, 128, 32, 234, 179, 236, 35, 253, 81, 47, 220]
186	0	scNCF	[236, 224, 248, 128, 248, 248, 236, 128, 128, 224, 236, 248]
187	0	scNCF	[205, 64, 162, 196, 234, 174, 21, 138, 21, 84, 239, 11]
188	0	scNCF	[248, 128, 115, 81, 112, 176, 112, 234, 117, 81, 84, 191]
189	0	scNCF	[191, 247, 191, 171, 138, 208, 87, 55, 31, 49, 162, 19]
190	0	scNCF	[254, 224, 253, 213, 236, 32, 1, 32, 236, 14, 143, 206]
191	0	scNCF	[138, 1, 138, 251, 206, 196, 14, 7, 84, 42, 127, 127]
192	0	scNCF	[1, 115, 87, 21, 93, 7, 42, 171, 55, 87, 21, 21]
193	0	scNCF	[7, 31, 19, 55, 127, 7, 1, 87, 55, 19, 7, 87]
194	0	scNCF	[247, 176, 115, 42, 87, 31, 254, 31, 208, 69, 19, 191]
195	0	scNCF	[162, 16, 21, 115, 186, 247, 128, 176, 205, 2, 93, 127]
196	0	scNCF	[127, 31, 19, 31, 87, 191, 55, 87, 127, 19, 55, 253]
197	0	scNCF	[251, 241, 55, 1, 31, 21, 244, 19, 223, 1, 31, 31]
198	0	scNCF	[7, 1, 31, 127, 1, 1, 241, 47, 1, 115, 1, 55]
199	0	scNCF	[248, 128, 254, 128, 234, 236, 254, 128, 81, 248, 224, 248]
200	0	scNCF	[140, 254, 248, 224, 21, 84, 112, 112, 179, 253, 55, 140]
201	0	scNCF	[162, 47, 248, 224, 196, 241, 236, 47, 84, 236, 115, 8]
202	0	scNCF	[55, 206, 1, 208, 64, 4, 138, 55, 79, 127, 16, 87]
203	0	scNCF	[31, 55, 87, 127, 7, 55, 19, 55, 21, 21, 1, 1]
204	0	scNCF	[59, 55, 35, 21, 241, 81, 87, 162, 205, 4, 87, 174]
205	0	scNCF	[191, 200, 2, 16, 35, 242, 247, 47, 84, 174, 115, 79]
206	0	scNCF	[234, 200, 234, 224, 234, 8, 200, 254, 234, 234, 224, 224]
207	0	scNCF	[168, 69, 35, 1, 81, 14, 42, 76, 81, 206, 241, 93]
208	0	scNCF	[241, 19, 50, 127, 55, 117, 1, 206, 87, 21, 223, 64]
209	0	scNCF	[55, 21, 213, 19, 55, 31, 87, 87, 31, 21, 16, 55]
210	0	scNCF	[93, 1, 7, 19, 55, 213, 59, 31, 162, 47, 8, 1]
211	0	scNCF	[19, 127, 42, 87, 7, 87, 87, 19, 127, 31, 1, 31]
212	0	scNCF	[7, 79, 55, 174, 35, 2, 117, 176, 11, 220, 84, 31]
213	0	scNCF	[1, 19, 55, 21, 7, 1, 19, 1, 55, 7, 79, 87]
214	0	scNCF	[47, 208, 127, 176, 239, 248, 84, 234, 200, 127, 14, 162]
215	0	scNCF	[247, 21, 205, 174, 47, 49, 115, 55, 205, 55, 81, 251]
216	0	scNCF	[223, 87, 1, 8, 247, 205, 1, 7, 55, 93, 247, 115]
217	0	scNCF	[50, 14, 174, 4, 81, 1, 138, 84, 253, 179, 4, 254]
218	0	scNCF	[253, 244, 236, 247, 112, 93, 200, 64, 234, 241, 251, 254]
219	0	scNCF	[200, 253, 234, 176, 186, 162, 32, 128, 128, 128, 224, 128]
220	0	scNCF	[1, 7, 19, 19, 19, 42, 19, 127, 55, 31, 31, 87]
221	0	scNCF	[168, 128, 168, 224, 248, 248, 234, 254, 234, 236, 224, 128]
222	0	scNCF	[19, 7, 7, 14, 247, 208, 1, 191, 251, 42, 239, 244]
223	0	scNCF	[31, 171, 19, 19, 31, 171, 19, 247, 2, 55, 21, 87]
224	0	scNCF	[69, 2, 64, 1, 174, 1, 220, 2, 196, 168, 87, 220]
225	0	scNCF	[242, 140, 205, 16, 16, 32, 186, 4, 31, 11, 87, 55]
226	0	scNCF	[55, 127, 127, 11, 21, 191, 21, 21, 55, 21, 55, 21]
227	0	scNCF	[236, 117, 31, 55, 242, 247, 87, 11, 223, 196, 32, 208]
228	0	scNCF	[84, 4, 223, 21, 79, 13, 35, 117, 196, 16, 138, 19]
229	0	scNCF	[84, 236, 253, 236, 117, 50, 168, 242, 224, 162, 16, 208]
230	0	scNCF	[4, 93, 21, 2, 49, 84, 93, 21, 93, 1, 127, 242]
231	0	scNCF	[87, 55, 171, 191, 87, 13, 1, 162, 11, 55, 87, 81]
232	0	scNCF	[248, 174, 140, 236, 254, 247, 117, 7, 59, 236, 84, 19]
233	0	scNCF	[128, 168, 253, 168, 179, 32, 93, 224, 254, 196, 236, 32]
234	0	scNCF	[47, 31, 138, 76, 7, 55, 7, 11, 32, 140, 76, 4]
235	0	scNCF	[213, 11, 168, 112, 239, 112, 128, 248, 223, 200, 2, 186]
236	0	scNCF	[138, 224, 224, 140, 254, 239, 234, 50, 234, 128, 234, 253]
237	0	scNCF	[220, 162, 8, 236, 128, 168, 234, 200, 248, 254, 84, 224]
238	0	scNCF	[248, 242, 200, 79, 186, 138, 224, 254, 248, 168, 248, 248]
239	0	scNCF	[234, 174, 171, 42, 248, 69, 174, 191, 112, 234, 244, 179]
240	0	scNCF	[128, 234, 168, 168, 248, 254, 8, 200, 213, 8, 234, 128]
241	0	scNCF	[21, 1, 31, 19, 1, 19, 19, 127, 79, 55, 19, 55]
242	0	scNCF	[127, 127, 87, 1, 127, 21, 31, 21, 31, 7, 1, 19]
243	0	scNCF	[251, 162, 171, 242, 236, 50, 248, 50, 205, 138, 14, 224]
244	0	scNCF	[128, 236, 253, 200, 200, 234, 254, 200, 254, 176, 242, 239]
245	0	scNCF	[239, 76, 254, 206, 76, 7, 64, 186, 248, 59, 186, 179]
246	0	scNCF	[128, 4, 239, 168, 128, 168, 244, 140, 200, 224, 224, 200]
247	0	scNCF	[179, 234, 42, 140, 162, 143, 31, 19, 191, 162, 64, 220]
248	0	scNCF	[168, 248, 239, 200, 168, 236, 234, 224, 254, 224, 224, 128]
249	0	scNCF	[8, 128, 208, 171, 171, 2, 162, 168, 213, 115, 64, 4]
250	0	scNCF	[47, 234, 79, 162, 84, 19, 14, 31, 7, 32, 11, 19]
251	0	scNCF	[115, 241, 4, 4, 19, 127, 117, 19, 223, 55, 247, 205]
252	0	scNCF	[248, 4, 31, 239, 4, 253, 200, 191, 234, 234, 253, 11]
253	0	scNCF	[208, 220, 87, 59, 220, 171, 21, 2, 13, 140, 206, 174]
254	0	scNCF	[179, 31, 191, 206, 47, 168, 254, 248, 200, 117, 244, 186]
255	0	scNCF	[50, 32, 234, 236, 200, 200, 254, 128, 32, 224, 236, 254]
256	0	scNCF	[21, 31, 1, 93, 42, 206, 4, 205, 4, 59, 11, 128]
257	0	scNCF	[21, 7, 76, 87, 55, 1, 31, 87, 31, 21, 19, 127]
258	0	scNCF	[13, 127, 4, 42, 127, 42, 93, 13, 93, 81, 186, 59]
259	0	scNCF	[4, 35, 64, 7, 93, 208, 47, 14, 64, 191, 112, 143]
260	0	scNCF	[247, 224, 251, 248, 81, 64, 200, 13, 236, 50, 196, 254]
261	0	scNCF	[19, 64, 1, 174, 2, 2, 127, 55, 205, 234, 21, 127]
262	0	scNCF	[168, 254, 248, 236, 234, 248, 200, 236, 248, 224, 200, 236]
263	0	scNCF	[7, 55, 1, 19, 31, 21, 1, 31, 55, 127, 55, 87]
264	0	scNCF	[11, 236, 236, 236, 213, 248, 55, 138, 174, 196, 236, 64]
265	0	scNCF	[248, 208, 179, 168, 248, 234, 254, 200, 206, 138, 168, 236]
266	0	scNCF	[69, 171, 87, 127, 87, 205, 208, 69, 253, 247, 49, 244]
267	0	scNCF	[128, 220, 224, 50, 236, 234, 168, 168, 50, 236, 254, 140]
268	0	scNCF	[171, 242, 31, 8, 8, 200, 87, 220, 13, 11, 14, 208]
269	0	scNCF	[253, 186, 93, 220, 50, 47, 93, 32, 11, 251, 138, 143]
270	0	scNCF	[47, 59, 64, 127, 31, 49, 49, 208, 7, 1, 127, 241]
271	0	scNCF	[254, 168, 254, 248, 128, 168, 200, 168, 14, 200, 254, 248]
272	0	scNCF	[223, 115, 87, 21, 1, 84, 21, 127, 42, 138, 49, 93]
273	0	scNCF	[143, 32, 1, 191, 50, 81, 208, 253, 2, 59, 206, 19]
274	0	scNCF	[84, 174, 253, 234, 176, 244, 117, 128, 174, 224, 162, 234]
275	0	scNCF	[248, 224, 128, 234, 206, 168, 234, 196, 168, 244, 248, 254]
276	0	scNCF	[127, 176, 93, 87, 115, 55, 79, 69, 55, 2, 59, 1]
277	0	scNCF	[19, 1, 19, 1, 76, 55, 127, 19, 11, 21, 21, 1]
278	0	scNCF	[76, 7, 21, 7, 247, 127, 127, 21, 21, 87, 11, 55]
279	0	scNCF	[234, 42, 248, 127, 21, 19, 81, 47, 140, 31, 4, 59]
280	0	scNCF	[196, 49, 176, 11, 93, 213, 206, 247, 191, 16, 128, 239]
281	0	scNCF	[21, 47, 55, 87, 19, 7, 87, 171, 35, 205, 19, 7]
282	0	scNCF	[1, 251, 138, 64, 76, 253, 191, 247, 223, 143, 50, 248]
283	0	scNCF	[247, 112, 254, 205, 1, 55, 236, 64, 19, 223, 213, 11]
284	0	scNCF	[32, 224, 224, 168, 196, 50, 50, 138, 196, 4, 254, 220]
285	0	scNCF	[254, 236, 234, 200, 138, 128, 254, 8, 200, 234, 254, 168]
286	0	scNCF	[168, 236, 128, 234, 234, 168, 236, 248, 248, 248, 236, 248]
287	0	scNCF	[128, 205, 196, 32, 168, 47, 176, 81, 143, 59, 31, 11]
288	0	scNCF	[205, 143, 206, 241, 4, 168, 247, 140, 254, 19, 117, 64]
289	0	scNCF	[143, 112, 248, 64, 236, 213, 128, 244, 84, 234, 138, 208]
290	0	scNCF	[220, 50, 213, 179, 224, 179, 16, 127, 42, 234, 112, 93]
291	0	scNCF	[234, 200, 168, 200, 253, 200, 244, 224, 200, 200, 234, 200]
292	0	scNCF	[31, 19, 8, 87, 1, 87, 16, 1, 251, 21, 208, 31]
293	0	scNCF	[7, 31, 21, 87, 55, 87, 127, 55, 112, 31, 19, 31]
294	0	scNCF	[242, 254, 247, 248, 248, 213, 59, 234, 42, 220, 251, 224]
295	0	scNCF	[31, 69, 31, 87, 4, 42, 79, 21, 19, 21, 208, 127]
296	0	scNCF	[200, 168, 128, 224, 254, 236, 200, 234, 234, 254, 168, 236]
297	0	scNCF	[248, 69, 200, 84, 179, 213, 236, 220, 236, 234, 50, 14]
298	0	scNCF	[7, 50, 49, 191, 93, 248, 112, 208, 254, 236, 253, 50]
299	0	scNCF	[31, 127, 19, 16, 112, 21, 7, 49, 55, 19, 55, 21]
300	0	scNCF	[55, 31, 31, 31, 127, 1, 55, 19, 87, 7, 127, 21]
301	0	scNCF	[236, 234, 2, 224, 128, 191, 236, 47, 248, 213, 236, 117]
302	0	scNCF	[174, 4, 200, 213, 11, 248, 186, 143, 42, 208, 200, 55]
