Network_no	Model_no	func_type	model
25	0	scNCF	[1, 7, 127, 1, 1, 1, 5119, 7, 127, 1, 1807, 1, 1431656311, 273, 7, 1]
26	0	scNCF	[8, 1, 2, 2, 8, 186, 2, 2, 8, 236, 2, 2, 65020, 32, 1, 112]
27	0	scNCF	[2, 8, 224, 224, 2, 2, 2, 168, 2, 2, 8, 4294901754, 2, 2, 8, 8]
28	0	scNCF	[168, 1, 8, 1, 2, 176, 4, 2, 253, 224, 81, 4, 2, 8, 43008, 1]
29	0	scNCF	[18446556353573901572, 2, 220, 2, 128, 8, 1, 168, 4292870109, 2, 11, 2, 2, 213, 2, 206]
30	0	scNCF	[14, 14, 18373185279795833514, 2, 208, 2, 2, 176, 2, 128, 254, 14, 2, 224, 8, 8]
31	0	scNCF	[14, 2, 11, 8, 65480, 248, 2, 2, 43168, 14, 2, 2, 51336, 8, 14, 2]
32	0	scNCF	[11, 1, 1, 1, 19, 1, 1, 22349141, 1, 11, 1, 1, 7, 1, 117, 1]
33	0	scNCF	[2, 2, 1, 2, 242, 11, 4, 858993200, 2, 200, 8, 2, 4, 43552, 1, 13]
34	0	scNCF	[1, 7, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1]
35	0	scNCF	[2, 2, 63740, 320265757087146193848669259978298654720, 224, 2, 2, 248, 2, 57103, 14, 14, 14, 14, 2, 2]
36	0	scNCF	[2, 2, 2, 2, 14, 208, 2, 2, 2, 8, 140, 14, 4, 1, 2, 1]
37	0	scNCF	[2, 2, 2, 7, 59, 4, 236, 1, 21824, 1, 4, 572662562, 8, 2, 2, 2]
38	0	scNCF	[8, 8, 14, 1, 64, 2, 174, 140, 254, 8, 32, 13, 2, 248, 1, 8]
39	0	scNCF	[1, 1, 35338, 14, 171, 65327, 7, 1, 36623, 8, 2, 2, 4, 13, 64, 1]
40	0	scNCF	[11, 65531, 1, 13, 2, 2, 179, 2, 13, 1, 2, 2, 2, 2, 1, 14]
41	0	scNCF	[2, 2, 2, 49280, 2, 14, 14, 236, 2, 248, 2, 4287299338, 2, 8, 8, 2]
42	0	scNCF	[1, 1431666517, 13, 1, 1, 32, 2, 31, 1, 127, 4, 1, 1, 2, 1, 1]
43	0	scNCF	[248, 2, 8, 11, 8, 62933, 2, 168, 224, 8, 241, 14, 1, 2, 8, 244]
44	0	scNCF	[69, 19, 174, 1, 7, 2, 11, 1807, 1, 1, 1, 7, 1, 2, 7, 21847]
45	0	scNCF	[21, 1, 11, 4079, 42, 13105, 2, 2, 7, 1, 7, 14, 241, 4, 855769087, 8]
46	0	scNCF	[1, 1, 7, 2, 23808, 1, 1, 1, 1, 11, 1, 2, 8, 2, 7, 1]
47	0	scNCF	[1, 8, 868293733279124684, 2, 13, 2, 1, 2, 2, 65276, 174, 1, 1, 8, 2, 7]
48	0	scNCF	[4293852910, 200, 2, 128, 34944, 168, 2, 2, 254, 2, 1, 14, 2, 14, 60620, 220]
49	0	scNCF	[2, 2292877480, 236, 2, 2, 8, 2, 8, 2, 8, 168, 2, 14, 2, 14, 128]
50	0	scNCF	[31, 1, 7, 1, 259, 1, 1, 14143, 1, 87381, 1, 1, 1, 19, 1, 1]
51	0	scNCF	[2, 2, 64, 13, 81, 2, 63472, 8, 76, 1, 2, 1, 1, 2, 2, 13]
52	0	scNCF	[1, 7, 1, 11, 43759, 31, 8, 1, 253, 1, 84741903, 1, 1, 42, 2, 81]
53	0	scNCF	[1, 1054606071472917208213544557901823, 1, 44698282, 4, 13057, 2, 1, 1, 12304, 1, 7, 174, 1, 8, 1024]
54	0	scNCF	[2, 84, 14, 1, 239, 7, 4, 1, 1, 1, 1, 32, 55, 1, 2, 1]
55	0	scNCF	[18410996687242788863, 1565876063, 1, 2, 11, 1, 30579, 41632, 2, 2, 2, 2, 2, 2, 79, 2]
56	0	scNCF	[1, 2, 2, 2, 234, 8, 14, 2, 254, 4194367488, 2, 4, 8, 143, 2, 2]
57	0	scNCF	[2, 13, 62387, 191, 143, 1, 13, 64, 13, 14, 1, 3436170446, 4, 1, 11, 2]
58	0	scNCF	[239, 64, 11, 1, 254, 242, 2, 2, 1, 65514, 10922, 1, 2, 1, 2, 14]
59	0	scNCF	[1, 7, 1, 1, 1, 1, 7, 4, 1, 7, 76, 1, 1, 1, 1, 1]
60	0	scNCF	[1, 47, 1, 2, 2, 1229782938318869781, 11, 41128, 521101071, 261, 1, 7, 239, 2, 13, 62973]
61	0	scNCF	[2, 1, 1, 13, 59, 11, 1, 1, 1, 1, 2, 779, 572662322, 1, 2, 223]
62	0	scNCF	[128, 234, 14, 65408, 2, 4, 14, 14, 14, 8, 51455, 13, 2, 200, 2, 174]
63	0	scNCF	[13, 11, 168, 2, 196, 2, 1, 1, 2290665608, 2, 8, 8, 1, 1, 2, 11]
64	0	scNCF	[8, 32, 2, 2, 4, 143, 11, 1, 242, 2, 196, 2, 2, 138, 2, 16515308]
65	0	scNCF	[9011, 1, 1, 1, 1, 87, 2047, 1, 87, 7, 81, 1, 1, 787, 7, 19]
66	0	scNCF	[7, 1, 7, 3311419785991, 21887, 1, 1, 5787249698613031152, 1, 1, 1, 4, 787, 127, 1, 1]
67	0	scNCF	[1, 30207, 4, 36095, 2, 2, 1, 7, 2, 21, 4, 2, 2184, 1, 2, 2]
68	0	scNCF	[340282363197214822064770526884411735888, 2, 224, 65276, 2, 14, 2, 2, 224, 64748, 128, 11, 2, 168, 11, 168]
69	0	scNCF	[11, 511, 2, 21, 17895697, 1, 31, 1, 1, 1, 19, 7, 1, 1, 1, 1]
70	0	scNCF	[251, 2, 8, 220, 2, 2, 2, 2, 2, 2, 4292673280, 2, 2, 14, 236, 2]
71	0	scNCF	[1, 1, 2, 1, 11, 2, 8, 1, 1, 2, 55, 127, 87, 4373, 1, 1]
72	0	scNCF	[8, 2, 2, 2, 213, 1, 2, 3431517312, 7, 84, 168, 4, 4006530252, 4278189311, 2863302824, 65514]
73	0	scNCF	[2, 42, 128, 1, 2, 1, 2, 1, 171, 1, 1, 21847, 512, 1, 2, 8]
74	0	scNCF	[65024, 65276, 13, 2, 2, 2, 8, 2, 2, 2, 2, 2, 8, 14, 1, 2]
75	0	scNCF	[1, 2, 2, 2, 4, 2, 3584, 162, 8, 1, 140, 128, 1, 1109, 2, 2]
76	0	scNCF	[4, 2, 2, 2, 234, 8, 2, 2, 168, 8, 2, 2, 2, 168, 224, 1]
77	0	scNCF	[2, 1, 11, 1, 1, 1, 1364525056, 30711, 64, 1, 1, 1, 11, 69, 69, 21]
78	0	scNCF	[1, 1, 1, 7, 1, 1, 7, 1, 1, 1, 1, 1476395007, 133143986271, 1, 1, 1]
79	0	scNCF	[1, 1, 1, 1, 1, 7, 1, 1, 217020570054099727, 273, 87, 1, 1, 223, 69, 1]
80	0	scNCF	[176, 1, 11, 117, 168, 7, 200, 2, 1, 179, 4, 254, 1, 8, 44847, 1]
81	0	scNCF	[1, 2, 7, 13, 14, 2, 7, 7, 2, 2, 1431654464, 2, 2, 4, 65276, 254]
82	0	scNCF	[2, 11, 57599, 2, 36623, 12320, 14, 14, 2819, 2, 8, 14, 2, 2, 242, 14]
83	0	scNCF	[14, 2, 2, 2, 52940, 2, 168, 65024, 14, 224, 8, 2, 2, 2, 45824, 2]
84	0	scNCF	[191, 1, 4294966067, 2, 2, 1, 35, 2, 1, 8, 1, 13, 3435970760, 1, 11, 4294966773]
85	0	scNCF	[2, 14, 234, 2, 2, 14, 8, 14, 254, 60620, 8, 2, 14, 2, 254, 2]
86	0	scNCF	[2, 224, 2, 16175, 2, 2, 7, 2, 2, 213, 196, 206, 2, 8, 2, 1]
87	0	scNCF	[1, 10922, 24447, 21, 1, 47, 1, 21847, 1, 1, 1, 1, 1, 1, 1, 3871]
88	0	scNCF	[2, 6072070850050540612, 2, 8, 4, 32, 2, 2, 1, 8, 2, 8, 8, 1, 4294966508, 254]
89	0	scNCF	[1, 536829951, 127, 7, 24447, 55, 1, 2, 1301, 7, 1, 1, 1, 1, 1, 1]
90	0	scNCF	[2, 8, 2, 1, 4294953096, 1, 2, 2, 11, 11, 21764, 186, 2, 2, 4227595251, 47]
91	0	scNCF	[2031679, 7, 1807, 1, 87, 87, 7, 7, 1, 1, 7, 1, 7, 7, 1, 1]
92	0	scNCF	[2, 1, 1, 62387, 2, 8, 14, 4371, 14, 369033216, 2, 2, 2, 138, 4, 2]
93	0	scNCF	[60620, 11, 43648, 21584, 2, 8, 200, 14, 2, 2, 242, 2, 18442146650516007594, 14, 224, 14]
94	0	scNCF	[200, 4, 2, 239, 1, 1, 3722239436, 65294, 8, 17361650277231426812, 2, 234, 2, 1, 1, 2]
95	0	scNCF	[572653600, 2, 2, 2, 2, 1, 241, 4, 8, 84, 15291, 8, 13, 22357, 8, 2]
96	0	scNCF	[2, 2, 1, 2, 2, 1, 8, 2, 50, 2, 168, 2, 1, 2, 2, 1]
97	0	scNCF	[2, 13522809582061092863, 1, 1, 2, 2, 2, 14, 2, 2880417711, 11, 1, 1, 721354752, 2, 1]
98	0	scNCF	[2, 1, 13, 8, 171, 1, 242, 14, 1, 1, 2, 21847, 13, 1, 1, 2]
99	0	scNCF	[7, 1, 1, 7, 1, 1, 1, 1, 55, 1, 1, 7, 1, 7, 127, 1]
100	0	scNCF	[254, 4, 113430917097688894633764967755434819583, 8994, 57536, 2, 2, 2, 138, 2, 1, 22013, 32904, 2, 224, 2]
101	0	scNCF	[2, 1, 174, 2, 1, 13183, 1, 1, 1, 2, 1, 1, 1029, 2, 2, 2]
102	0	scNCF	[49, 29683, 2, 2, 2, 4, 11, 2, 140, 4, 2, 14, 1, 12400, 1, 1]
103	0	scNCF	[1, 1, 7, 1, 1, 7, 1, 11, 1, 1, 1, 67109892, 171, 1, 7, 3839]
104	0	scNCF	[1, 2, 14757395257822314496, 2, 1, 34956, 168, 31, 253, 8, 1, 2, 43562, 520097536, 61456, 14]
105	0	scNCF	[1, 1, 50529031, 1, 19, 2, 19, 42, 55, 1, 1, 307, 1, 1, 127, 87]
106	0	scNCF	[2, 35840, 7, 1, 2, 1, 1, 2, 11, 13511005043687473, 60654, 2, 2, 62973, 2, 2]
107	0	scNCF	[191, 1, 2, 35, 23893, 1, 42, 1, 2, 1, 30591, 1, 14, 1, 16760831, 2]
108	0	scNCF	[1, 2, 2, 1, 117901061, 7, 8, 253, 13, 65420, 2, 2, 2, 1, 2, 4]
109	0	scNCF	[2, 8, 8, 14, 2, 4294504688, 2, 2, 14, 4194367488, 2, 14, 2, 8, 14, 8]
110	0	scNCF	[2, 15155, 8, 4, 11, 2, 223, 1, 64, 11, 14, 64768, 868220927, 220, 1, 1]
111	0	scNCF	[143, 2, 8, 1, 168, 14, 2, 2, 2, 1, 1, 1, 2, 4, 236, 2]
112	0	scNCF	[1, 1, 11, 11, 1, 1, 1, 1, 1, 31, 44799, 4, 1, 7, 1, 1]
113	0	scNCF	[224, 1, 340282366920938463463325349108968914768, 4286644128, 49376, 2, 60416, 2, 60416, 224, 2, 1, 2, 2, 8, 2]
114	0	scNCF	[4, 2, 236, 69, 1, 2, 236, 65279, 50368, 226844526686896483383165368287633604608, 1, 2, 2, 168, 213, 14]
115	0	scNCF	[57504, 1, 205, 14, 1, 2, 93, 1, 2, 4, 65335, 55, 13, 2, 8, 18446593986077392896]
116	0	scNCF	[4, 2, 2, 1, 1, 55, 2, 11, 7, 11, 11, 42, 1, 8, 2, 17919]
117	0	scNCF	[63283, 1, 14, 8, 2, 4, 1, 7, 2, 2, 2, 4, 1, 1, 1, 1]
118	0	scNCF	[7, 13, 1, 1, 55, 171, 1, 1, 1, 7, 7, 1, 1, 1, 7, 1]
119	0	scNCF	[1, 2, 1, 11, 2602, 1, 87, 1, 35328, 1, 47, 2, 47, 2, 8, 2]
120	0	scNCF	[49066, 2, 2, 224, 200, 14, 8, 3438215168, 2, 2, 1431590229, 2, 1, 2, 2, 22799474545218901]
121	0	scNCF	[93, 14, 2, 2, 1, 14, 2, 4, 14, 61162, 14, 1, 186, 2, 14, 2]
122	0	scNCF	[17412, 8, 244, 2, 8, 14, 2, 2, 11, 13, 61102, 162, 64248, 4, 2, 2]
123	0	scNCF	[168, 2, 14, 8, 168, 2, 2, 64234, 4293853162, 8, 2, 2, 254, 14, 2, 2]
124	0	scNCF	[14, 2, 2, 4, 1, 36044, 19, 2, 168, 8, 4, 11, 4277862394, 1, 2, 2]
125	0	scNCF	[1, 52447, 2, 9215, 14195064551652655104, 13, 47, 2, 8, 11, 2156429440, 2, 1, 206, 11, 1]
126	0	scNCF	[1, 1, 1, 7, 1, 249537644000981505449720431191504139059, 76, 112, 7, 7, 11, 1, 1, 4, 1, 1]
127	0	scNCF	[1, 7, 217020514219262720, 4, 14, 1, 11, 1, 42, 4, 241, 71495739317879039, 13, 2, 2, 2]
128	0	scNCF	[223, 127, 1, 65281, 2, 7, 1, 85327871, 7, 2, 81, 1, 11, 20479, 4, 247]
129	0	scNCF	[12297828652328593408, 162, 8, 3502243840, 1, 8, 2, 2, 186, 2, 2, 2, 128, 32, 2, 1]
130	0	scNCF	[1, 1, 2, 117, 2, 2, 220, 162, 4, 13, 4227914752, 52991, 8, 2, 2, 2]
131	0	scNCF	[49, 13, 2, 1, 1, 1, 1, 2, 1, 241, 55, 1, 2, 31, 4, 2]
132	0	scNCF	[31, 1, 1109, 859256631, 1, 1, 1, 13183, 1, 1, 1, 1, 21, 7, 1, 1]
133	0	scNCF	[2, 2, 2, 2, 4042301664, 2, 57504, 52288, 2, 1, 2, 1, 224, 61182, 2, 8]
134	0	scNCF	[1, 1, 1, 2, 2, 13111, 2, 251, 1, 64, 2, 1, 7, 1, 1, 8]
135	0	scNCF	[1, 1, 1, 1432180223, 1, 2, 31, 7, 1, 1, 1, 22367, 22007, 2, 7, 87]
136	0	scNCF	[1, 1, 31, 4, 1, 1, 1, 1, 2, 721354752, 2, 1, 13183, 8, 2, 1]
137	0	scNCF	[2, 8, 2, 2, 2, 200, 8, 236, 2, 2, 14, 2, 2, 2, 2, 128]
138	0	scNCF	[4079, 1, 251, 2, 4, 14, 134927, 2, 3435974092, 1, 64, 2, 1, 1, 2, 1]
139	0	scNCF	[2, 224, 14, 14, 1, 200, 2, 8, 8, 2, 2, 2, 14, 14, 2, 1]
140	0	scNCF	[241, 4, 79, 1, 1, 1, 2, 79, 1, 4, 223, 247, 84, 1, 1, 87]
141	0	scNCF	[14, 8, 2, 8, 8, 13, 242, 1, 2, 140, 8, 2, 2, 2315911168, 2, 2]
142	0	scNCF	[1, 19, 21, 1, 2, 1, 1, 55, 1, 11, 1, 7, 1, 21, 223, 1]
143	0	scNCF	[2, 2, 14, 11, 14, 13, 17356872966580731904, 14, 2, 224, 2, 8, 2, 2, 248, 2]
144	0	scNCF	[48058, 234, 2, 196, 2, 17361641480869904384, 224, 2, 76, 224, 63728, 224, 11, 2, 2, 1]
145	0	scNCF	[4277207024, 2, 1, 2, 3205476111, 115, 2, 2, 14, 2, 1, 2, 6149056115919683583, 8, 2, 2]
146	0	scNCF	[1432311167, 1, 511, 1, 1, 1, 1, 2047, 1, 5461, 1, 16712191, 1, 1, 21, 1]
147	0	scNCF	[1, 1, 11, 1085088238537801727, 13, 1, 1, 253, 1, 81, 11, 11, 7, 179, 2, 43691]
148	0	scNCF	[7, 1, 186, 7, 13, 1, 7, 1, 1, 1, 1, 2, 1, 1, 11, 1]
149	0	scNCF	[2, 2, 1, 2, 14, 3768623264, 14, 2, 2, 8, 2, 2, 2, 14, 2, 2]
150	0	scNCF	[8, 14, 2, 2, 31, 2, 2, 1, 13, 4093706239, 14, 50, 1, 2, 2, 1]
151	0	scNCF	[1, 1, 87, 1, 1, 1, 16, 1, 1, 31, 1, 127, 14199, 1, 1, 21]
152	0	scNCF	[50, 1, 2, 1, 76, 1, 2, 143, 1, 59, 1, 4244503804, 1, 1, 1, 138]
153	0	scNCF	[13, 4, 2, 1, 1, 1, 2, 7, 21, 2, 42, 1, 1, 63477, 254, 14]
154	0	scNCF	[31, 11, 1, 1, 1, 1, 1, 1, 1, 87, 7, 1, 65299, 1, 1, 1]
155	0	scNCF	[114310849177802544538616283205650577407, 1, 4575657221408423935, 13, 87, 1, 1, 7, 1, 5631, 8191, 1, 1085156399921463295, 16843025, 31, 1]
156	0	scNCF	[1, 4, 8, 2, 1884319856, 14, 14, 87, 242, 2, 8, 162, 1, 179, 53248, 13]
157	0	scNCF	[14, 17492, 1, 1, 115, 273, 1, 1, 587464703, 1, 1, 1, 13, 69, 1, 1]
158	0	scNCF	[64748, 236, 65528, 4294879914, 2, 65024, 2, 2, 84, 2, 4289396394, 14, 3770728640, 168, 248, 14]
159	0	scNCF	[1, 2, 1, 7, 1, 1, 64, 7, 1, 1, 1, 1, 3435986431, 1, 1, 1]
160	0	scNCF	[8447, 65013, 13, 2, 2, 7, 1, 1, 11, 1, 2, 11, 11, 271843327, 248, 61941]
161	0	scNCF	[14, 3430992896, 14, 14, 8, 236, 14, 4026585088, 14, 8, 2, 61664, 8, 2, 8, 2]
162	0	scNCF	[1, 7, 1, 7, 21, 87, 13, 7, 1, 21, 171, 21, 1, 271, 1, 1]
163	0	scNCF	[1, 1, 7, 1, 2, 127, 1, 2, 87, 1, 1, 4, 1, 1, 1, 1]
164	0	scNCF	[1, 1, 1, 1, 13, 143, 11, 13, 7, 168, 1, 49, 14, 2, 117, 7]
165	0	scNCF	[21262780079976241823118819002974932991, 3404491723018022719, 2, 3085, 3086, 30551, 2, 2, 1, 1, 7, 22391, 14, 1795, 1, 2]
166	0	scNCF	[1, 1, 1, 859258687, 7, 127, 7, 1, 7, 1, 1, 1, 7, 1, 7, 223]
167	0	scNCF	[20431, 11, 3085, 2, 1, 69, 16, 14, 1, 4, 11, 1, 1, 251, 1, 31]
168	0	scNCF	[13, 2, 2, 14, 14, 14, 128, 2, 248, 2048, 2, 2, 49280, 224, 65024, 4279172874]
169	0	scNCF	[7, 254, 65327, 208, 1, 1, 171, 174, 7, 13, 11, 11, 14, 1, 16, 1002124083]
170	0	scNCF	[1, 2, 4, 2, 2, 1, 13, 35328, 8, 2, 4294945466, 8, 64, 2, 8, 7]
171	0	scNCF	[2, 2, 1, 14, 8, 1, 236, 13, 2, 2, 1, 2, 200, 254, 1, 4]
172	0	scNCF	[11, 46067, 1, 2, 2, 2, 1, 2, 4, 13, 1, 2562, 2, 7, 2, 1]
173	0	scNCF	[206, 13, 2, 2, 1, 200, 2, 1, 127, 4, 7, 2, 2, 1, 47992213684748458, 1]
174	0	scNCF	[18446727581035127039, 4, 14, 84, 43168, 8, 2, 8, 8, 2, 14, 8, 236, 2290647040, 43648, 2]
175	0	scNCF	[4294967276, 14, 2, 8, 8, 1, 236, 8, 8, 8, 2, 8, 236, 234, 12297255391590350848, 2]
176	0	scNCF	[1, 7, 8031, 31, 241, 1, 1, 2, 21847, 1, 19, 241, 43691, 16734207, 1, 1]
177	0	scNCF	[1, 1, 1, 1, 1, 1, 1, 19, 21, 7, 7, 5631, 1, 87, 1, 1]
178	0	scNCF	[162, 168, 1, 234, 4, 1, 186, 1, 1, 4, 11, 1, 8, 14, 8, 234]
179	0	scNCF	[208, 4, 8, 14, 223, 2, 234, 254, 8, 14, 2, 138, 171, 4, 234, 14]
180	0	scNCF	[1, 1, 67458389, 1, 19, 55, 7, 1, 55, 49, 1, 55, 2, 138, 11, 4915]
181	0	scNCF	[4, 2, 2, 1, 200, 2, 2, 2, 8, 4, 4, 8, 8, 2, 8, 244]
182	0	scNCF	[84, 13, 2, 8432, 47, 1, 7, 7, 196, 1, 7, 2, 1, 1229782938247443251, 1, 1]
183	0	scNCF	[2, 2, 35, 253, 30591, 2, 2, 21983, 1, 21, 2, 18446705577917677567, 4, 11, 60668, 13]
184	0	scNCF	[3423390724, 2, 2, 1, 208, 4009798144, 2, 2, 234, 67388420, 2, 2, 1, 2, 7, 2574]
185	0	scNCF	[3841, 2, 1, 11, 239, 1, 2, 2, 1, 1, 8, 19, 13, 14, 1, 7]
186	0	scNCF	[14, 4291677388, 48896, 1, 13, 2, 14, 14, 52232, 527, 2, 8, 1, 42, 1, 2]
187	0	scNCF	[234, 1, 254, 234, 174, 2, 1, 14, 2, 2, 2, 191, 2, 65514, 2, 62837]
188	0	scNCF	[4, 234, 2, 2, 168, 248, 2, 138, 1, 224, 253, 2, 2, 2, 61184, 1]
189	0	scNCF	[1, 14, 4, 14, 11, 1, 2, 85423673383358197610376275493447008255, 61199, 3589658069, 30711, 2, 4, 178915978, 247, 2]
190	0	scNCF	[1, 1, 1, 1, 1085226768412966912, 1, 1, 1, 1807, 8031, 87, 1, 2, 1, 2, 1593868032]
191	0	scNCF	[14, 2, 13, 4292738525, 2, 14, 1, 224, 3435449536, 11, 2063, 1, 1, 14, 8, 47]
192	0	scNCF	[6226143, 2, 2, 2, 253, 13, 8, 1, 4353, 8, 4, 1, 1, 2, 8706, 2]
193	0	scNCF	[112, 1, 140, 1, 4294936714, 563, 1431787007, 1, 1, 1, 1, 1, 7, 7, 1, 2]
194	0	scNCF	[200, 8, 2, 8, 11, 2, 8, 60416, 200, 200, 332306998998841419912441903761026187264, 11, 3689348814725067298, 14, 2, 2]
195	0	scNCF	[65514, 34944, 2, 254, 64748, 2, 2, 8, 2, 14, 2, 200, 2, 2, 2, 57344]
196	0	scNCF	[2, 2, 2, 11, 4, 2, 84, 2, 4, 1, 14756269358993427660, 79, 1440570845, 254, 138, 128]
197	0	scNCF	[1, 11, 7, 1, 1, 1, 1, 19, 4915, 2, 1, 19, 2, 7999, 1, 858993463]
198	0	scNCF	[1968570367, 1, 7, 1, 14, 61134, 14, 11, 46067, 13075, 21504, 13, 2, 65291, 168, 7]
199	0	scNCF	[186, 220, 1, 2, 254, 1, 2, 4, 2, 236, 200, 174, 11, 2, 1, 14]
200	0	scNCF	[7, 21, 1, 7, 8031, 7, 1, 1, 4373, 126771864721726608123515693730593988607, 1, 1, 1, 127, 1, 1]
201	0	scNCF	[81, 2, 2, 127, 2, 2, 24399, 1, 1795, 21847, 2, 2, 1, 1, 14, 69]
202	0	scNCF	[2, 2, 11, 1, 4, 93, 76, 2, 11, 7, 1, 1, 2252, 2, 2, 1]
203	0	scNCF	[47, 29695, 11, 1, 162, 1, 1, 1, 4294906131, 3583, 1, 1, 47, 13, 1, 1]
204	0	scNCF	[213, 2, 7, 2, 2, 7, 49, 176, 7, 7, 1, 2, 11, 32768, 7, 14]
205	0	scNCF	[8, 2, 208, 2, 12851, 2, 1, 1, 1, 61696, 14, 3583, 1, 2, 4, 191]
206	0	scNCF	[1, 127, 21, 1, 13183, 1, 1, 1, 1, 127, 1, 1, 55, 13, 1, 1]
207	0	scNCF	[2, 1073741824, 168, 8, 8, 2, 8, 2, 2, 2, 4042317824, 8, 2, 8, 52424, 2]
208	0	scNCF	[84, 13, 2, 1, 64, 1, 52940, 1, 11, 13, 8739, 2, 1, 2, 7, 2]
209	0	scNCF	[64760, 2, 14, 2, 2, 8, 8, 2, 234, 14, 14, 65264, 34984, 2, 200, 1]
210	0	scNCF	[8, 2, 2, 234, 2, 2, 56320, 2, 2, 84, 14, 2, 3430992896, 65274, 14, 15466496]
211	0	scNCF	[19, 2831, 2, 7, 8, 13, 8, 2, 242, 2, 7, 2, 1, 13, 1, 191]
212	0	scNCF	[2, 63488, 14, 2, 14, 4, 244, 2, 33008, 2, 2, 251, 1, 234, 4, 8]
213	0	scNCF	[2, 35, 8, 224, 8, 1, 2, 2, 248, 1, 40992, 2, 8, 4278124542, 1, 4294639546]
214	0	scNCF	[1, 117, 55, 2, 11, 1, 21687918548873002367452557843838857456, 7, 11, 1, 1, 1, 2, 1, 13111, 1]
215	0	scNCF	[1, 19, 7, 1, 1, 2, 4063, 1, 7, 127, 1, 55, 2, 13, 1, 13]
216	0	scNCF	[14, 1, 1, 205, 2, 2, 1, 8, 2, 1, 14, 2, 2, 168, 11, 13]
217	0	scNCF	[234, 174, 2, 4, 2, 234, 4292214528, 32960, 8, 14, 2, 14699973487464843264, 8736, 2, 8, 8]
218	0	scNCF	[1, 7, 11, 2, 79, 1, 13111, 7, 7, 1, 21, 1, 127, 1, 1, 140]
219	0	scNCF	[1431786871, 1, 1, 1, 1, 1, 1, 55, 1, 1, 31, 1807, 1, 1, 1, 1]
220	0	scNCF	[242, 1, 1, 4, 8, 191, 2, 14, 2, 1, 241, 7, 2, 11, 4, 115]
221	0	scNCF	[2, 4, 1, 2, 14, 1, 7, 186, 2, 19468, 248, 61134, 2, 1, 29491, 2]
