Network_no	Model_no	func_type	model
50	0	scNCF	[22367, 13183, 13075, 775, 1287, 9011, 14143, 55, 4147, 1, 13183, 22391]
51	0	scNCF	[56320, 52232, 45875, 41184, 65504, 29952, 21844, 43008, 770, 19468, 22013, 50244]
52	0	scNCF	[4368, 5119, 65287, 64766, 55, 57183, 44031, 12287, 2063, 3967, 21761, 65485]
53	0	scNCF	[205, 63351, 20239, 19468, 16588, 63283, 29683, 7, 22527, 36783, 115, 5381]
54	0	scNCF	[65485, 48043, 12851, 12834, 52364, 52228, 13171, 43144, 48123, 35016, 3071, 62973]
55	0	scNCF	[65194, 65522, 49360, 61941, 65276, 65442, 3080, 10786, 61422, 41088, 259, 17732]
56	0	scNCF	[84, 770, 32960, 21844, 179, 62192, 13105, 3594, 35498, 12595, 65293, 64765]
57	0	scNCF	[65480, 60074, 52352, 53198, 43776, 60620, 52352, 61354, 61164, 61422, 60159, 64768]
58	0	scNCF	[43648, 49, 43658, 49280, 65024, 65020, 53248, 57504, 60620, 44974, 44974, 61472]
59	0	scNCF	[49071, 44031, 3967, 4371, 15359, 2571, 22391, 271, 63487, 775, 14199, 61687]
60	0	scNCF	[48063, 76, 2058, 21983, 20816, 16452, 17749, 787, 30591, 57343, 4351, 5461]
61	0	scNCF	[13091, 13307, 65476, 56669, 43774, 61648, 62933, 48911, 47, 43562, 64760, 65335]
62	0	scNCF	[4371, 43951, 16183, 112, 52701, 3967, 55, 1807, 8191, 55, 5381, 205]
63	0	scNCF	[48123, 65274, 3080, 64765, 2, 253, 8432, 41184, 57173, 43688, 8447, 52300]
64	0	scNCF	[775, 271, 5119, 21, 3871, 273, 259, 13111, 4031, 1287, 22527, 30591]
65	0	scNCF	[12595, 43963, 8994, 1795, 32767, 5119, 61951, 5461, 787, 64251, 65327, 1]
66	0	scNCF	[30037, 259, 512, 47786, 4401, 4181, 62455, 10786, 13057, 16576, 1795, 43951]
67	0	scNCF	[32972, 62967, 43658, 63283, 63488, 65024, 57504, 65294, 61952, 13183, 2184, 1792]
68	0	scNCF	[5119, 22367, 52430, 307, 49348, 20592, 15359, 65296, 14335, 22527, 5381, 87]
69	0	scNCF	[64756, 57344, 64499, 65356, 43648, 51200, 61164, 21584, 64766, 41632, 65013, 65516]
70	0	scNCF	[61199, 52364, 65493, 12800, 3851, 57344, 65024, 63728, 65024, 65488, 65486, 60620]
71	0	scNCF	[32563, 3871, 341, 1287, 79, 8191, 42, 241, 4181, 22357, 1, 271]
72	0	scNCF	[1301, 307, 65359, 10922, 20991, 19, 14199, 29559, 1807, 13055, 527, 63475]
73	0	scNCF	[3841, 35583, 28927, 3854, 29559, 4096, 53071, 65335, 12095, 43776, 13247, 4401]
74	0	scNCF	[52424, 43688, 65534, 65408, 64853, 61682, 12464, 53440, 48043, 45296, 35338, 61134]
75	0	scNCF	[65299, 16187, 44714, 3887, 24407, 33023, 65194, 52420, 29491, 65503, 196, 51455]
76	0	scNCF	[32904, 64499, 35976, 65486, 51200, 224, 56669, 60668, 30579, 41632, 52232, 63728]
77	0	scNCF	[65344, 65451, 62837, 62464, 4113, 50, 4063, 32575, 65301, 40992, 248, 563]
78	0	scNCF	[28720, 8191, 563, 17484, 41122, 15155, 4867, 3071, 11, 5393, 8362, 4401]
79	0	scNCF	[87, 12337, 24543, 65373, 22391, 17749, 21887, 64186, 12464, 117, 7, 259]
80	0	scNCF	[52424, 2568, 224, 13307, 35852, 61504, 41506, 62464, 53248, 61504, 65264, 65264]
81	0	scNCF	[65480, 44031, 53328, 32768, 35852, 64732, 43648, 200, 50176, 63232, 13075, 36608]
82	0	scNCF	[241, 307, 16255, 32767, 20821, 1, 7, 22391, 4181, 13183, 20431, 1301]
83	0	scNCF	[55, 7, 21887, 4373, 15359, 775, 522, 35, 8739, 30579, 1807, 55]
84	0	scNCF	[64760, 65534, 65194, 65528, 43648, 43648, 34944, 43144, 65528, 52364, 41088, 57344]
85	0	scNCF	[3919, 3333, 16639, 56320, 15291, 81, 24543, 51455, 32575, 65500, 65339, 65262]
86	0	scNCF	[8031, 14143, 21847, 8031, 14335, 24447, 30591, 307, 5461, 511, 1029, 4915]
87	0	scNCF	[23893, 3583, 4915, 65521, 40992, 61693, 57103, 2058, 21584, 52480, 63743, 31]
88	0	scNCF	[64511, 65476, 112, 8960, 13105, 44719, 51404, 7, 49348, 64254, 20753, 24351]
89	0	scNCF	[65448, 65522, 46079, 32, 43771, 3841, 65527, 64254, 35583, 65194, 44799, 682]
90	0	scNCF	[5381, 4031, 8963, 36095, 168, 61682, 32904, 8, 9011, 61648, 44943, 4433]
91	0	scNCF	[12595, 22527, 775, 61682, 2819, 2571, 2, 16384, 307, 61167, 16624, 3085]
92	0	scNCF	[16187, 20688, 65294, 51404, 64972, 64756, 8706, 44974, 52478, 62449, 4881, 24399]
93	0	scNCF	[22367, 44031, 34984, 12595, 19, 14335, 2047, 1349, 31, 19, 12561, 64]
94	0	scNCF	[61164, 60620, 59904, 52352, 64748, 60620, 65448, 52352, 57536, 17472, 60416, 57344]
95	0	scNCF	[64256, 21841, 45216, 19468, 49151, 52736, 16576, 28720, 62719, 17412, 17472, 14]
96	0	scNCF	[43648, 65274, 63488, 32928, 60074, 59904, 60416, 65264, 64248, 65504, 32768, 61664]
97	0	scNCF	[17492, 12848, 63738, 51455, 12800, 48911, 43688, 47931, 65514, 65228, 34954, 65476]
98	0	scNCF	[43144, 63728, 65528, 61664, 20239, 49280, 57504, 61164, 60416, 65486, 65514, 63728]
99	0	scNCF	[61472, 44943, 60074, 51392, 41506, 59904, 65528, 65276, 64234, 65020, 43144, 3328]
100	0	scNCF	[44714, 61388, 64760, 12032, 65480, 65262, 43648, 65514, 13106, 57504, 62192, 65408]
101	0	scNCF	[775, 19711, 32767, 1807, 57343, 787, 3967, 7999, 5119, 3871, 1301, 24447]
102	0	scNCF	[65408, 51336, 49280, 43144, 51392, 65262, 65480, 64248, 21584, 44544, 65276, 61664]
103	0	scNCF	[62967, 43776, 36095, 24063, 61696, 2826, 54528, 64251, 65330, 4336, 65488, 47]
104	0	scNCF	[2060, 61552, 48947, 43008, 205, 65521, 62719, 43688, 65024, 43168, 20821, 56541]
105	0	scNCF	[511, 341, 24447, 22007, 22007, 775, 14143, 4336, 30071, 15291, 3085, 8739]
106	0	scNCF	[61693, 787, 4351, 63351, 62202, 3871, 1287, 1029, 13058, 4144, 16255, 52974]
107	0	scNCF	[43168, 52352, 65024, 43008, 65504, 43008, 48051, 60654, 63488, 65288, 61664, 63488]
108	0	scNCF	[43759, 49083, 32597, 271, 22367, 4371, 65311, 57343, 7999, 3871, 1, 3967]
109	0	scNCF	[7, 4144, 43951, 30591, 31, 1797, 64511, 511, 21847, 20592, 13111, 48063]
110	0	scNCF	[61388, 61391, 30207, 56669, 20592, 138, 63487, 47871, 775, 21761, 3844, 1]
111	0	scNCF	[16464, 65528, 64499, 65264, 61354, 65516, 34984, 60074, 53231, 60668, 51455, 7936]
112	0	scNCF	[11, 61684, 44943, 45039, 65288, 13307, 47931, 63475, 65361, 64756, 49376, 234]
113	0	scNCF	[30591, 8031, 31, 61687, 5119, 21847, 22527, 19, 14335, 220, 8739, 261]
114	0	scNCF	[28752, 65534, 65480, 52424, 57536, 64248, 52352, 65262, 51200, 65514, 57344, 43144]
115	0	scNCF	[21847, 49, 8191, 52735, 271, 5119, 8739, 21887, 171, 87, 31, 16576]
116	0	scNCF	[51336, 52352, 60620, 61504, 2568, 13088, 65194, 43528, 49280, 46067, 43552, 65276]
117	0	scNCF	[57343, 563, 253, 5461, 21, 32575, 62387, 65527, 49360, 10922, 4867, 53231]
118	0	scNCF	[49376, 8739, 13235, 138, 61684, 61164, 65407, 65299, 64, 65023, 63351, 65476]
119	0	scNCF	[236, 52420, 52352, 17412, 34984, 12464, 65288, 17492, 5381, 47, 8447, 64234]
120	0	scNCF	[16255, 307, 13247, 87, 69, 21877, 12464, 62195, 65485, 57173, 7951, 4079]
121	0	scNCF	[15155, 8447, 17472, 2303, 61162, 24413, 41506, 21847, 43706, 64972, 52735, 64989]
122	0	scNCF	[5376, 44719, 7999, 16464, 50176, 4915, 4181, 53231, 24029, 13303, 61691, 52943]
123	0	scNCF	[3839, 60620, 60620, 43771, 65264, 65274, 62464, 43144, 51200, 65533, 49360, 61391]
124	0	scNCF	[259, 1797, 53231, 29952, 3148, 52478, 87, 62973, 43706, 65373, 13057, 1]
125	0	scNCF	[52736, 52687, 3919, 49, 21877, 8192, 1349, 12561, 17664, 247, 28672, 61951]
126	0	scNCF	[511, 65301, 1349, 7999, 65521, 11007, 17484, 20479, 767, 24543, 87, 16183]
127	0	scNCF	[7951, 44544, 8362, 61696, 65023, 20319, 24447, 1797, 273, 3983, 57295, 61951]
128	0	scNCF	[31, 3584, 44943, 5393, 253, 65451, 5376, 10762, 8191, 3148, 44782, 2571]
129	0	scNCF	[65262, 65480, 64248, 65408, 34944, 51336, 32768, 43688, 57536, 65264, 61162, 57344]
130	0	scNCF	[2819, 65013, 61568, 3076, 57536, 20544, 8866, 65408, 4336, 65504, 43528, 65516]
131	0	scNCF	[35338, 60154, 41088, 61941, 52424, 3848, 168, 179, 65476, 65504, 34824, 53328]
132	0	scNCF	[12287, 64254, 14, 61694, 53198, 63738, 48896, 52420, 61504, 53440, 53503, 45824]
133	0	scNCF	[21887, 14143, 8191, 61941, 7936, 1301, 24447, 1287, 4371, 32767, 261, 775]
134	0	scNCF	[52991, 43144, 60416, 43776, 41642, 21572, 24399, 64989, 36863, 61664, 62973, 19660]
135	0	scNCF	[14143, 4915, 14335, 1287, 19, 87, 65281, 1287, 5119, 21887, 3967, 7]
136	0	scNCF	[57344, 41136, 44782, 2048, 13247, 62709, 32904, 61664, 43963, 2184, 65020, 13075]
137	0	scNCF	[61568, 65448, 65262, 49280, 61162, 61162, 43168, 57344, 64248, 64234, 65274, 65408]
138	0	scNCF	[56541, 2574, 53071, 236, 54528, 9215, 61504, 64760, 20496, 65522, 51392, 13057]
139	0	scNCF	[63728, 65408, 43144, 32960, 61162, 61162, 64426, 21841, 64307, 65262, 43688, 65466]
140	0	scNCF	[64768, 57344, 43774, 43648, 65533, 65480, 65528, 64248, 63728, 51200, 64234, 64234]
141	0	scNCF	[200, 49216, 208, 49352, 65528, 32904, 234, 43008, 44943, 30711, 49352, 47616]
142	0	scNCF	[22272, 273, 5461, 4915, 787, 7, 16255, 341, 4915, 3871, 241, 4915]
143	0	scNCF	[64972, 93, 20544, 65466, 62964, 2819, 48051, 65359, 14, 53198, 47616, 12032]
144	0	scNCF	[14143, 1287, 20479, 16255, 775, 31, 1797, 13183, 511, 7, 127, 3343]
145	0	scNCF	[1301, 1287, 22391, 45296, 7999, 16159, 56796, 259, 32767, 29559, 12095, 8191]
146	0	scNCF	[8031, 44782, 60671, 52429, 62192, 48051, 10922, 206, 24063, 24063, 57103, 65293]
147	0	scNCF	[259, 59, 1, 49, 1287, 28927, 767, 24029, 52447, 48123, 32, 32527]
148	0	scNCF	[43963, 1797, 61941, 21983, 2826, 259, 13111, 32607, 48063, 56575, 24543, 171]
149	0	scNCF	[30711, 63472, 20224, 7936, 22527, 50176, 65488, 65008, 47786, 8447, 49376, 61936]
150	0	scNCF	[2816, 52352, 65327, 248, 65262, 12834, 1036, 3594, 60620, 52352, 61162, 64989]
151	0	scNCF	[29559, 29683, 43951, 13075, 1281, 46011, 4063, 341, 49151, 14080, 2047, 7936]
152	0	scNCF	[44991, 63728, 61422, 8031, 13106, 54528, 62967, 24413, 60620, 65279, 3851, 12047]
153	0	scNCF	[60416, 60154, 1039, 65288, 44544, 52424, 43658, 44714, 65312, 32938, 60668, 32768]
154	0	scNCF	[61162, 15167, 3847, 13115, 307, 65335, 24447, 200, 1024, 48051, 65299, 24447]
155	0	scNCF	[65262, 64234, 57504, 44719, 61164, 59904, 65480, 65516, 20544, 41088, 63488, 57344]
156	0	scNCF	[10922, 7, 803, 61693, 65335, 13057, 56799, 20431, 21887, 17412, 2698, 13307]
157	0	scNCF	[65194, 34944, 43688, 61664, 3848, 65024, 3854, 64248, 2568, 3080, 65228, 43682]
158	0	scNCF	[31, 7, 115, 17919, 5461, 12047, 10922, 22367, 4867, 32563, 20496, 21]
159	0	scNCF	[43694, 3071, 3967, 54749, 3080, 15359, 13115, 208, 57088, 61952, 16183, 3076]
160	0	scNCF	[21887, 242, 50431, 12287, 19456, 52447, 512, 56796, 43682, 56320, 43528, 1807]
161	0	scNCF	[35016, 60074, 51200, 33023, 43658, 51404, 64756, 43658, 61391, 63477, 41506, 22013]
162	0	scNCF	[65276, 65514, 62837, 65262, 60074, 65504, 52420, 63488, 3596, 53440, 65279, 60620]
163	0	scNCF	[65408, 65262, 51336, 61568, 65514, 65528, 43008, 64234, 43178, 35852, 41088, 65448]
164	0	scNCF	[43522, 20564, 65311, 32768, 13057, 1807, 2252, 2048, 59904, 10922, 63475, 65367]
165	0	scNCF	[8736, 36623, 65312, 44799, 43754, 60620, 65228, 65194, 32972, 64765, 56320, 65516]
166	0	scNCF	[307, 62967, 1284, 56541, 61941, 32563, 32767, 35, 140, 14143, 3343, 8031]
167	0	scNCF	[4373, 3967, 1807, 20991, 341, 259, 19660, 341, 8031, 21, 7, 127]
168	0	scNCF	[64443, 53503, 65476, 59, 12851, 64989, 61684, 33008, 45824, 65448, 35464, 52460]
169	0	scNCF	[61648, 44943, 41184, 29491, 35976, 3340, 32928, 61182, 36608, 20496, 64, 17604]
170	0	scNCF	[12834, 64748, 21764, 65516, 43263, 44974, 49280, 41088, 65008, 53248, 65420, 60074]
171	0	scNCF	[48911, 64748, 64768, 11007, 52735, 35583, 44847, 53248, 57344, 3085, 35016, 43168]
172	0	scNCF	[16452, 244, 17669, 65296, 21776, 53197, 56781, 65528, 44943, 21764, 64234, 21589]
173	0	scNCF	[52228, 32767, 32607, 43963, 61684, 1039, 32512, 61472, 4371, 56799, 21887, 1092]
174	0	scNCF	[8226, 57504, 43648, 17919, 35976, 61164, 254, 36608, 50368, 46079, 34824, 43648]
175	0	scNCF	[14199, 43771, 53231, 3212, 64496, 17492, 65488, 17669, 8031, 4881, 16175, 4176]
176	0	scNCF	[47616, 51392, 61664, 65503, 2568, 43688, 32768, 54613, 65288, 168, 64234, 44714]
177	0	scNCF	[49083, 61648, 35852, 14, 16183, 64307, 33023, 35498, 32928, 62967, 44799, 29695]
178	0	scNCF	[256, 61936, 62973, 56796, 64760, 12304, 61359, 3071, 44799, 65315, 65359, 52424]
179	0	scNCF	[47616, 46067, 4353, 52940, 1287, 54528, 30071, 32512, 62464, 32, 52430, 30207]
180	0	scNCF	[65397, 35338, 24407, 13091, 64, 1792, 61552, 48123, 3851, 61354, 21853, 12047]
181	0	scNCF	[53198, 12834, 2184, 64234, 43178, 43144, 56796, 17919, 53503, 12095, 43759, 65442]
182	0	scNCF	[13171, 1349, 20431, 4336, 3841, 4063, 5119, 52735, 4351, 61687, 65395, 775]
183	0	scNCF	[35840, 63232, 52991, 61693, 3071, 168, 13072, 65322, 803, 61936, 8362, 52228]
184	0	scNCF	[8031, 271, 4915, 53503, 62207, 11007, 43691, 19, 61681, 14335, 271, 56320]
185	0	scNCF	[259, 241, 1029, 64, 259, 62967, 4031, 44991, 247, 127, 22527, 8191]
186	0	scNCF	[32527, 14131, 13, 3967, 22527, 52447, 241, 511, 5119, 65327, 55, 12287]
187	0	scNCF	[43552, 49, 65466, 20496, 53135, 43168, 21841, 63743, 13075, 4864, 65296, 43168]
188	0	scNCF	[57536, 16464, 61162, 64760, 5376, 61694, 46079, 64256, 51392, 60620, 64748, 4351]
189	0	scNCF	[30071, 48051, 47, 13303, 62202, 2571, 64766, 20736, 12848, 56320, 62716, 3839]
190	0	scNCF	[3839, 65287, 7, 1807, 30207, 31, 4371, 261, 2571, 16255, 1287, 112]
191	0	scNCF	[1301, 8191, 1287, 3967, 13111, 1281, 3967, 30591, 30591, 5381, 14143, 14335]
192	0	scNCF	[21, 4144, 5461, 5461, 1301, 55, 7999, 271, 30711, 22527, 1092, 16255]
193	0	scNCF	[60074, 64426, 60620, 64248, 41128, 49280, 35016, 29952, 16, 51392, 35338, 64234]
194	0	scNCF	[1807, 65407, 50380, 4113, 775, 273, 14199, 65503, 24029, 5119, 65301, 3871]
195	0	scNCF	[3844, 179, 2252, 17477, 4353, 4336, 32, 22367, 17477, 200, 56829, 65339]
196	0	scNCF	[65282, 57344, 16187, 57344, 16384, 64972, 12320, 12320, 57504, 65519, 52478, 21504]
197	0	scNCF	[115, 52974, 2063, 17749, 1, 13303, 56781, 87, 3854, 65311, 2831, 22007]
198	0	scNCF	[61354, 52232, 64307, 52478, 64186, 43168, 65264, 16452, 65534, 62192, 65534, 242]
199	0	scNCF	[5381, 10752, 43008, 65521, 46011, 28672, 53488, 65344, 53135, 34984, 65533, 65023]
200	0	scNCF	[259, 3333, 1279, 21887, 14131, 61472, 28927, 19, 22357, 1281, 46067, 65503]
201	0	scNCF	[21983, 200, 16255, 20991, 65454, 61568, 65485, 56572, 44782, 65418, 2816, 21781]
202	0	scNCF	[63740, 8, 59904, 51336, 61162, 44974, 41088, 3594, 41088, 65024, 22357, 61162]
203	0	scNCF	[5631, 65299, 32767, 14199, 20991, 17749, 7, 13111, 13183, 22367, 24447, 247]
204	0	scNCF	[16255, 1293, 24447, 30591, 4373, 55, 5119, 13111, 5461, 21847, 341, 21847]
205	0	scNCF	[52424, 20816, 61664, 168, 65359, 21584, 45104, 64506, 3212, 64766, 62202, 3596]
206	0	scNCF	[64443, 47871, 11007, 13303, 4096, 13088, 16624, 21781, 28927, 8866, 22357, 61682]
207	0	scNCF	[8031, 61687, 5631, 65299, 14143, 273, 1807, 4915, 11007, 8191, 43691, 14335]
208	0	scNCF	[261, 1, 19, 4373, 14335, 4373, 7999, 19, 2047, 16255, 1792, 5631]
209	0	scNCF	[65516, 47786, 15104, 61184, 62459, 48043, 64426, 32972, 48051, 53135, 61616, 60671]
210	0	scNCF	[16, 31, 14335, 241, 14335, 4915, 21887, 2047, 14335, 1807, 271, 13183]
211	0	scNCF	[65344, 50176, 57504, 52420, 56789, 61472, 60654, 65516, 63488, 65024, 51200, 65359]
212	0	scNCF	[21776, 19456, 65485, 65516, 3841, 1039, 36623, 30581, 44971, 35, 4181, 65020]
213	0	scNCF	[49280, 65274, 43168, 65276, 65448, 60620, 43144, 65262, 65024, 65262, 52424, 51392]
214	0	scNCF	[61664, 65276, 254, 65480, 239, 65516, 49280, 65534, 44544, 54613, 65504, 52940]
215	0	scNCF	[1287, 41122, 1109, 13303, 20592, 24447, 24447, 3967, 14143, 127, 22367, 1349]
216	0	scNCF	[117, 1279, 17732, 127, 775, 2047, 59, 65315, 16255, 10922, 12400, 30071]
217	0	scNCF	[43946, 21589, 1795, 3071, 43951, 22007, 3148, 31, 20496, 65459, 65312, 21841]
218	0	scNCF	[56799, 35976, 16639, 271, 15155, 64732, 47, 563, 7936, 49360, 1228, 65471]
219	0	scNCF	[61664, 54528, 56524, 65276, 57344, 41088, 60074, 57536, 57344, 64307, 41088, 52352]
220	0	scNCF	[3871, 1301, 9215, 307, 3967, 32767, 271, 22367, 2047, 4915, 5119, 22527]
221	0	scNCF	[64248, 64234, 65228, 43144, 60142, 43008, 52352, 51392, 65408, 65480, 65448, 61164]
222	0	scNCF	[10762, 65013, 20564, 61422, 61951, 53440, 47866, 62837, 62716, 52352, 57173, 52352]
223	0	scNCF	[3887, 273, 16255, 13183, 61687, 4401, 1036, 59, 273, 4915, 5631, 4368]
224	0	scNCF	[20479, 223, 14199, 7, 261, 5461, 273, 1, 22527, 21847, 775, 5119]
225	0	scNCF	[115, 49352, 14199, 64307, 61568, 76, 65311, 13057, 14335, 52684, 3328, 2252]
226	0	scNCF	[57343, 52444, 65504, 57584, 1024, 3340, 65279, 52736, 21761, 13105, 50368, 35338]
227	0	scNCF	[65448, 65264, 65514, 43008, 52352, 63728, 57504, 64989, 65448, 64760, 65448, 65534]
228	0	scNCF	[48043, 57292, 248, 1792, 2184, 49216, 62387, 60620, 8447, 8736, 234, 48051]
229	0	scNCF	[57103, 2574, 224, 43168, 51392, 56829, 4351, 52430, 5381, 171, 1287, 20753]
230	0	scNCF	[46067, 57295, 779, 14199, 1349, 30579, 191, 53215, 32563, 47803, 3085, 32631]
231	0	scNCF	[20592, 14131, 5393, 8191, 775, 29695, 63487, 55, 4371, 259, 775, 61199]
232	0	scNCF	[64256, 65024, 21504, 57584, 65392, 35852, 64443, 44719, 64254, 65344, 43144, 12800]
233	0	scNCF	[22527, 1301, 13183, 49151, 21887, 261, 3919, 4915, 1287, 1029, 2, 22391]
234	0	scNCF	[29683, 7999, 2571, 55, 7999, 3967, 21847, 273, 3983, 8706, 7936, 3967]
235	0	scNCF	[32768, 61664, 44974, 64248, 43168, 65330, 32768, 52352, 41088, 65514, 63728, 60074]
236	0	scNCF	[13111, 8226, 47871, 63487, 4867, 45104, 12799, 61184, 3343, 43706, 65287, 2571]
237	0	scNCF	[61951, 24447, 4373, 779, 21761, 16255, 81, 12595, 12207, 20319, 31, 4881]
238	0	scNCF	[64248, 43168, 51336, 56789, 65448, 65274, 64748, 65516, 61664, 65504, 65276, 64248]
239	0	scNCF	[62202, 65500, 61164, 65013, 52424, 65514, 45824, 65408, 61664, 61162, 65322, 32972]
240	0	scNCF	[57088, 8362, 65442, 65024, 65228, 65533, 213, 65361, 61359, 20753, 3596, 64766]
241	0	scNCF	[65262, 59904, 50368, 64760, 21829, 45056, 49280, 60416, 43552, 65262, 43648, 65296]
242	0	scNCF	[64760, 2048, 56796, 43754, 43144, 65493, 35498, 4336, 65528, 61941, 9215, 1797]
243	0	scNCF	[30579, 13, 49, 3871, 12287, 775, 30197, 43963, 21973, 48043, 168, 43711]
244	0	scNCF	[64756, 3967, 64499, 65480, 32938, 33023, 63487, 2252, 52480, 40992, 1024, 32527]
245	0	scNCF	[13307, 60620, 2698, 43694, 13058, 22527, 36044, 64511, 69, 1287, 64511, 61687]
246	0	scNCF	[515, 65500, 52300, 64, 57536, 4147, 64443, 65451, 36044, 45296, 57088, 51392]
