Network_no	Model_no	func_type	model
107	0	scNCF	[14, 4, 14, 8, 8, 7, 11, 13, 4, 11, 4, 2]
108	0	scNCF	[8, 11, 14, 8, 14, 11, 14, 11, 14, 11, 8, 8]
109	0	scNCF	[11, 4, 14, 13, 8, 11, 14, 13, 11, 8, 14, 8]
110	0	scNCF	[7, 1, 7, 7, 1, 1, 1, 1, 1, 7, 7, 7]
111	0	scNCF	[4, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8]
112	0	scNCF	[14, 13, 8, 7, 7, 11, 8, 8, 14, 14, 2, 8]
113	0	scNCF	[14, 8, 8, 11, 14, 4, 8, 14, 14, 8, 4, 8]
114	0	scNCF	[2, 1, 8, 11, 13, 11, 4, 13, 2, 1, 2, 7]
115	0	scNCF	[14, 4, 8, 4, 14, 8, 2, 14, 11, 4, 2, 8]
116	0	scNCF	[2, 11, 2, 7, 14, 8, 13, 14, 13, 14, 11, 2]
117	0	scNCF	[1, 4, 14, 11, 7, 13, 11, 7, 7, 8, 4, 13]
118	0	scNCF	[4, 4, 14, 13, 8, 4, 14, 11, 14, 2, 14, 14]
119	0	scNCF	[4, 13, 14, 8, 14, 8, 14, 8, 13, 14, 8, 8]
120	0	scNCF	[2, 8, 4, 7, 13, 7, 1, 8, 11, 14, 8, 1]
121	0	scNCF	[4, 13, 8, 14, 13, 8, 14, 14, 8, 8, 2, 2]
122	0	scNCF	[1, 1, 4, 11, 1, 13, 13, 7, 7, 7, 7, 13]
123	0	scNCF	[4, 11, 13, 11, 1, 8, 14, 14, 2, 4, 11, 13]
124	0	scNCF	[1, 1, 7, 7, 7, 13, 7, 1, 7, 1, 1, 4]
125	0	scNCF	[14, 8, 14, 8, 14, 8, 8, 8, 8, 8, 14, 14]
126	0	scNCF	[1, 7, 7, 7, 1, 13, 7, 1, 4, 2, 7, 1]
127	0	scNCF	[1, 14, 7, 11, 1, 11, 7, 13, 11, 8, 13, 7]
128	0	scNCF	[11, 4, 11, 8, 8, 8, 2, 8, 2, 2, 11, 14]
129	0	scNCF	[11, 8, 13, 8, 13, 14, 4, 1, 13, 2, 14, 1]
130	0	scNCF	[8, 1, 14, 13, 8, 8, 2, 8, 13, 8, 14, 8]
131	0	scNCF	[14, 8, 14, 11, 14, 13, 8, 8, 8, 8, 14, 13]
132	0	scNCF	[8, 14, 13, 11, 1, 13, 8, 4, 8, 13, 14, 14]
133	0	scNCF	[2, 1, 7, 7, 2, 1, 7, 1, 7, 1, 7, 7]
134	0	scNCF	[13, 7, 4, 14, 8, 2, 13, 8, 13, 2, 14, 8]
135	0	scNCF	[2, 14, 8, 8, 8, 8, 7, 8, 13, 2, 4, 13]
136	0	scNCF	[14, 4, 13, 11, 2, 8, 13, 11, 14, 14, 11, 2]
137	0	scNCF	[14, 14, 1, 11, 14, 14, 4, 13, 2, 2, 14, 14]
138	0	scNCF	[7, 11, 2, 1, 14, 11, 2, 4, 7, 1, 8, 1]
139	0	scNCF	[14, 8, 2, 8, 8, 14, 8, 14, 8, 8, 14, 8]
140	0	scNCF	[1, 11, 7, 1, 4, 7, 11, 1, 1, 7, 1, 1]
141	0	scNCF	[14, 8, 14, 11, 14, 13, 1, 8, 8, 8, 4, 8]
142	0	scNCF	[8, 8, 13, 8, 8, 2, 14, 14, 13, 8, 11, 8]
143	0	scNCF	[14, 13, 8, 2, 4, 2, 8, 8, 4, 2, 8, 4]
144	0	scNCF	[2, 1, 1, 7, 1, 1, 7, 1, 4, 7, 1, 7]
145	0	scNCF	[11, 7, 1, 2, 1, 11, 1, 1, 1, 1, 2, 13]
146	0	scNCF	[7, 7, 1, 7, 7, 7, 1, 7, 7, 11, 1, 1]
147	0	scNCF	[8, 7, 13, 2, 7, 8, 1, 8, 2, 4, 14, 7]
148	0	scNCF	[13, 4, 8, 14, 13, 2, 8, 4, 8, 1, 7, 1]
149	0	scNCF	[13, 14, 4, 2, 2, 14, 14, 8, 4, 8, 2, 8]
150	0	scNCF	[11, 8, 4, 11, 7, 2, 14, 14, 1, 4, 7, 14]
151	0	scNCF	[14, 2, 14, 14, 2, 14, 14, 4, 14, 8, 14, 13]
152	0	scNCF	[13, 13, 14, 8, 14, 11, 2, 14, 2, 11, 8, 14]
153	0	scNCF	[8, 11, 8, 8, 14, 13, 13, 14, 4, 14, 14, 14]
154	0	scNCF	[4, 4, 7, 4, 8, 4, 1, 7, 2, 8, 13, 2]
155	0	scNCF	[14, 8, 8, 11, 7, 14, 14, 11, 7, 13, 8, 14]
156	0	scNCF	[13, 14, 8, 14, 2, 8, 14, 14, 14, 14, 14, 14]
157	0	scNCF	[7, 1, 13, 1, 7, 8, 1, 11, 7, 1, 7, 1]
158	0	scNCF	[8, 11, 1, 4, 11, 1, 11, 1, 4, 8, 13, 14]
159	0	scNCF	[1, 7, 11, 1, 1, 4, 7, 1, 7, 7, 13, 7]
160	0	scNCF	[1, 7, 7, 1, 7, 4, 7, 13, 1, 1, 7, 1]
161	0	scNCF	[11, 2, 13, 2, 11, 13, 4, 13, 14, 11, 2, 7]
162	0	scNCF	[1, 4, 14, 1, 11, 4, 8, 2, 11, 1, 4, 8]
163	0	scNCF	[1, 13, 4, 7, 4, 1, 1, 7, 13, 8, 7, 1]
164	0	scNCF	[14, 11, 14, 8, 11, 13, 7, 8, 14, 7, 14, 11]
165	0	scNCF	[11, 1, 7, 1, 11, 14, 13, 8, 1, 13, 11, 1]
166	0	scNCF	[11, 1, 13, 2, 1, 2, 7, 7, 1, 7, 7, 7]
167	0	scNCF	[14, 14, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14]
168	0	scNCF	[14, 14, 4, 8, 14, 14, 8, 14, 13, 14, 14, 8]
169	0	scNCF	[14, 8, 8, 8, 8, 14, 13, 8, 4, 8, 8, 11]
170	0	scNCF	[8, 14, 8, 14, 8, 14, 14, 14, 14, 14, 8, 8]
171	0	scNCF	[11, 11, 7, 4, 11, 1, 1, 7, 11, 1, 7, 7]
172	0	scNCF	[8, 8, 8, 14, 14, 8, 8, 14, 8, 14, 8, 8]
173	0	scNCF	[4, 11, 7, 1, 1, 8, 7, 2, 1, 7, 1, 7]
174	0	scNCF	[14, 4, 2, 4, 14, 8, 2, 8, 8, 14, 2, 1]
175	0	scNCF	[7, 14, 1, 7, 2, 8, 7, 7, 7, 1, 7, 1]
176	0	scNCF	[11, 13, 14, 14, 11, 8, 14, 2, 11, 8, 4, 1]
177	0	scNCF	[2, 14, 2, 4, 11, 8, 8, 13, 4, 2, 8, 13]
178	0	scNCF	[4, 11, 7, 1, 1, 1, 1, 7, 7, 2, 7, 1]
179	0	scNCF	[14, 14, 14, 8, 14, 14, 14, 8, 14, 14, 14, 8]
180	0	scNCF	[1, 7, 1, 1, 7, 1, 7, 7, 7, 1, 11, 7]
181	0	scNCF	[2, 4, 7, 2, 8, 8, 13, 13, 11, 8, 1, 14]
182	0	scNCF	[14, 1, 8, 14, 7, 2, 1, 1, 11, 7, 14, 13]
183	0	scNCF	[13, 4, 11, 8, 11, 14, 8, 14, 8, 14, 11, 8]
184	0	scNCF	[7, 1, 4, 7, 1, 2, 7, 1, 7, 7, 1, 4]
185	0	scNCF	[2, 7, 2, 13, 13, 2, 2, 2, 1, 11, 7, 7]
186	0	scNCF	[7, 11, 1, 8, 2, 8, 2, 7, 2, 2, 1, 11]
187	0	scNCF	[7, 7, 14, 8, 14, 8, 2, 14, 13, 1, 14, 11]
188	0	scNCF	[8, 14, 14, 14, 1, 14, 14, 8, 8, 14, 2, 14]
189	0	scNCF	[11, 8, 11, 13, 14, 2, 14, 1, 2, 4, 2, 8]
190	0	scNCF	[2, 11, 8, 2, 8, 11, 7, 14, 14, 14, 4, 13]
191	0	scNCF	[2, 8, 14, 2, 14, 7, 14, 1, 14, 2, 8, 1]
192	0	scNCF	[2, 14, 4, 11, 11, 7, 8, 7, 13, 8, 13, 7]
193	0	scNCF	[14, 14, 7, 8, 8, 14, 14, 4, 8, 14, 8, 11]
194	0	scNCF	[2, 8, 14, 14, 14, 8, 8, 8, 14, 8, 14, 8]
195	0	scNCF	[7, 7, 11, 7, 2, 1, 14, 11, 4, 11, 4, 7]
196	0	scNCF	[14, 14, 13, 1, 14, 13, 14, 2, 4, 2, 13, 13]
197	0	scNCF	[7, 4, 8, 2, 4, 1, 2, 13, 11, 14, 11, 2]
198	0	scNCF	[8, 8, 2, 14, 8, 8, 11, 8, 13, 14, 8, 8]
199	0	scNCF	[8, 8, 14, 14, 14, 14, 8, 14, 8, 14, 14, 8]
200	0	scNCF	[8, 14, 8, 14, 8, 14, 4, 13, 14, 11, 8, 8]
201	0	scNCF	[7, 8, 2, 13, 7, 11, 8, 1, 8, 1, 1, 1]
202	0	scNCF	[8, 13, 8, 13, 8, 8, 14, 8, 8, 7, 14, 4]
203	0	scNCF	[8, 1, 2, 13, 7, 7, 4, 13, 7, 7, 7, 1]
204	0	scNCF	[13, 1, 11, 2, 1, 11, 4, 7, 1, 1, 1, 1]
205	0	scNCF	[14, 11, 8, 8, 8, 11, 4, 13, 11, 13, 4, 1]
206	0	scNCF	[14, 14, 7, 2, 2, 13, 4, 1, 8, 13, 7, 4]
207	0	scNCF	[11, 8, 8, 8, 14, 14, 14, 7, 1, 2, 13, 8]
208	0	scNCF	[11, 8, 8, 13, 4, 14, 14, 14, 2, 11, 8, 7]
209	0	scNCF	[2, 7, 4, 13, 4, 4, 8, 1, 4, 13, 7, 1]
210	0	scNCF	[8, 14, 14, 14, 14, 14, 14, 14, 2, 8, 8, 8]
211	0	scNCF	[14, 8, 13, 2, 14, 14, 14, 2, 2, 7, 8, 13]
212	0	scNCF	[8, 1, 4, 13, 8, 14, 4, 7, 7, 11, 11, 2]
213	0	scNCF	[2, 8, 7, 1, 2, 14, 1, 11, 2, 14, 8, 14]
214	0	scNCF	[8, 7, 8, 14, 8, 14, 14, 13, 2, 13, 7, 13]
215	0	scNCF	[7, 7, 7, 1, 11, 7, 7, 7, 4, 1, 1, 14]
216	0	scNCF	[14, 8, 13, 8, 14, 13, 14, 11, 14, 11, 2, 7]
217	0	scNCF	[14, 14, 11, 8, 2, 14, 7, 2, 7, 1, 2, 2]
218	0	scNCF	[11, 1, 2, 4, 11, 11, 8, 13, 7, 4, 8, 8]
219	0	scNCF	[4, 1, 11, 7, 4, 2, 8, 14, 7, 8, 2, 11]
220	0	scNCF	[11, 7, 13, 7, 1, 14, 2, 7, 7, 1, 1, 1]
221	0	scNCF	[7, 4, 2, 14, 13, 7, 1, 11, 14, 7, 2, 1]
222	0	scNCF	[7, 1, 7, 7, 2, 7, 1, 1, 1, 7, 7, 1]
223	0	scNCF	[7, 1, 1, 7, 1, 7, 13, 7, 7, 7, 7, 7]
224	0	scNCF	[1, 1, 1, 7, 1, 13, 7, 1, 1, 7, 1, 4]
225	0	scNCF	[2, 1, 8, 1, 7, 1, 4, 11, 11, 1, 2, 1]
226	0	scNCF	[8, 8, 8, 8, 8, 8, 8, 14, 8, 14, 14, 8]
227	0	scNCF	[1, 7, 7, 11, 11, 2, 7, 7, 1, 7, 1, 2]
228	0	scNCF	[11, 8, 2, 11, 14, 8, 1, 13, 11, 11, 2, 4]
229	0	scNCF	[11, 11, 1, 11, 2, 13, 11, 4, 1, 7, 4, 8]
230	0	scNCF	[2, 7, 4, 14, 2, 8, 11, 11, 8, 13, 1, 11]
231	0	scNCF	[1, 14, 7, 7, 4, 7, 2, 7, 13, 2, 7, 4]
232	0	scNCF	[1, 1, 4, 1, 11, 14, 7, 2, 11, 8, 4, 2]
233	0	scNCF	[1, 1, 1, 7, 11, 13, 2, 1, 1, 2, 2, 7]
234	0	scNCF	[4, 7, 8, 11, 11, 2, 14, 11, 1, 2, 1, 4]
235	0	scNCF	[14, 14, 8, 14, 8, 8, 11, 14, 14, 8, 8, 14]
236	0	scNCF	[14, 7, 4, 8, 4, 1, 8, 1, 1, 11, 7, 14]
237	0	scNCF	[7, 14, 11, 7, 7, 14, 1, 13, 13, 2, 2, 13]
238	0	scNCF	[1, 13, 13, 7, 2, 1, 7, 7, 7, 1, 7, 1]
239	0	scNCF	[11, 7, 4, 4, 4, 7, 14, 1, 1, 4, 13, 11]
240	0	scNCF	[7, 7, 1, 7, 7, 11, 7, 11, 13, 2, 7, 1]
241	0	scNCF	[13, 7, 4, 14, 8, 11, 14, 7, 11, 14, 14, 13]
242	0	scNCF	[8, 8, 8, 14, 8, 13, 8, 11, 4, 14, 4, 8]
243	0	scNCF	[8, 14, 8, 4, 14, 8, 8, 8, 8, 14, 14, 8]
244	0	scNCF	[2, 2, 13, 1, 2, 4, 8, 14, 7, 14, 13, 7]
245	0	scNCF	[14, 14, 14, 14, 14, 14, 8, 8, 14, 8, 8, 8]
246	0	scNCF	[13, 7, 7, 7, 7, 7, 7, 1, 7, 7, 1, 13]
247	0	scNCF	[4, 1, 1, 7, 13, 1, 1, 1, 14, 13, 1, 1]
248	0	scNCF	[8, 8, 8, 14, 14, 8, 14, 8, 8, 8, 14, 14]
249	0	scNCF	[8, 8, 14, 14, 8, 2, 14, 14, 14, 14, 11, 2]
250	0	scNCF	[8, 13, 7, 2, 1, 7, 4, 1, 11, 1, 2, 11]
251	0	scNCF	[8, 2, 14, 14, 14, 14, 8, 14, 8, 13, 8, 8]
252	0	scNCF	[13, 8, 8, 14, 14, 8, 14, 14, 1, 14, 8, 14]
253	0	scNCF	[2, 1, 1, 13, 7, 1, 1, 7, 7, 7, 1, 1]
254	0	scNCF	[13, 7, 1, 2, 14, 7, 7, 11, 7, 4, 7, 7]
255	0	scNCF	[13, 1, 7, 1, 7, 8, 2, 1, 8, 11, 11, 7]
256	0	scNCF	[4, 14, 8, 8, 8, 4, 11, 14, 1, 2, 8, 8]
257	0	scNCF	[14, 14, 8, 14, 14, 14, 14, 11, 14, 14, 14, 14]
258	0	scNCF	[4, 7, 13, 11, 13, 7, 1, 1, 7, 7, 1, 7]
259	0	scNCF	[14, 11, 2, 7, 4, 13, 8, 13, 14, 1, 4, 2]
260	0	scNCF	[8, 14, 14, 13, 13, 13, 2, 2, 8, 13, 8, 2]
261	0	scNCF	[14, 8, 14, 8, 8, 14, 8, 8, 13, 8, 8, 8]
262	0	scNCF	[13, 2, 11, 4, 4, 7, 13, 7, 8, 13, 7, 13]
263	0	scNCF	[2, 7, 2, 14, 2, 13, 4, 13, 1, 7, 2, 11]
264	0	scNCF	[7, 7, 1, 1, 7, 1, 4, 7, 7, 7, 1, 7]
265	0	scNCF	[14, 8, 8, 14, 8, 8, 14, 8, 8, 14, 14, 14]
266	0	scNCF	[8, 4, 8, 2, 13, 8, 14, 8, 4, 14, 2, 8]
267	0	scNCF	[1, 1, 7, 7, 1, 14, 11, 1, 7, 1, 1, 7]
268	0	scNCF	[4, 1, 13, 8, 2, 13, 13, 8, 1, 7, 14, 11]
269	0	scNCF	[2, 14, 7, 7, 4, 2, 1, 8, 14, 2, 4, 11]
270	0	scNCF	[1, 1, 7, 1, 7, 4, 7, 7, 1, 1, 7, 7]
271	0	scNCF	[1, 11, 7, 1, 7, 7, 1, 1, 7, 1, 1, 1]
272	0	scNCF	[11, 11, 1, 13, 1, 7, 1, 1, 7, 8, 1, 14]
273	0	scNCF	[1, 7, 8, 14, 1, 2, 13, 11, 13, 1, 11, 2]
274	0	scNCF	[14, 8, 11, 8, 8, 2, 2, 14, 8, 8, 14, 8]
275	0	scNCF	[11, 11, 11, 1, 4, 14, 2, 7, 1, 7, 7, 11]
276	0	scNCF	[1, 11, 1, 2, 1, 4, 7, 7, 1, 7, 7, 7]
277	0	scNCF	[1, 2, 8, 2, 11, 13, 14, 7, 7, 13, 8, 1]
278	0	scNCF	[4, 7, 1, 1, 1, 7, 7, 7, 4, 1, 11, 2]
279	0	scNCF	[2, 8, 7, 1, 8, 8, 14, 11, 13, 14, 8, 11]
280	0	scNCF	[8, 7, 14, 8, 8, 14, 14, 14, 8, 14, 8, 14]
281	0	scNCF	[13, 7, 1, 7, 7, 1, 2, 7, 13, 7, 11, 2]
282	0	scNCF	[1, 7, 7, 1, 13, 7, 2, 2, 1, 2, 1, 2]
283	0	scNCF	[1, 7, 7, 7, 7, 7, 1, 1, 7, 1, 1, 7]
284	0	scNCF	[2, 7, 7, 7, 13, 2, 7, 7, 1, 2, 1, 1]
285	0	scNCF	[14, 2, 8, 4, 14, 13, 8, 8, 1, 2, 13, 1]
286	0	scNCF	[14, 8, 14, 8, 8, 14, 14, 14, 8, 8, 8, 8]
287	0	scNCF	[1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 7, 1]
288	0	scNCF	[8, 11, 11, 14, 4, 13, 7, 4, 8, 11, 14, 14]
289	0	scNCF	[7, 1, 1, 4, 11, 1, 7, 1, 1, 1, 1, 1]
290	0	scNCF	[8, 8, 8, 14, 14, 8, 8, 8, 14, 8, 8, 8]
291	0	scNCF	[7, 1, 14, 1, 7, 8, 11, 4, 4, 13, 11, 4]
292	0	scNCF	[13, 2, 11, 7, 14, 1, 13, 11, 13, 13, 4, 8]
293	0	scNCF	[7, 1, 1, 1, 1, 1, 1, 7, 1, 7, 7, 1]
294	0	scNCF	[2, 13, 11, 8, 8, 1, 2, 7, 1, 8, 2, 7]
295	0	scNCF	[13, 14, 4, 13, 4, 1, 8, 7, 13, 7, 14, 14]
296	0	scNCF	[2, 11, 7, 7, 7, 4, 11, 7, 13, 7, 4, 7]
297	0	scNCF	[4, 11, 14, 8, 14, 14, 1, 2, 8, 8, 8, 2]
298	0	scNCF	[1, 1, 14, 4, 4, 1, 1, 14, 4, 11, 13, 4]
299	0	scNCF	[11, 4, 7, 1, 11, 11, 1, 1, 7, 7, 1, 7]
300	0	scNCF	[8, 8, 14, 14, 14, 8, 8, 14, 14, 14, 14, 4]
301	0	scNCF	[14, 13, 8, 8, 14, 8, 8, 8, 8, 14, 14, 4]
302	0	scNCF	[13, 11, 4, 8, 8, 14, 8, 4, 13, 14, 14, 8]
