Network_no	Model_no	func_type	model
42	0	scNCF	[4, 4, 1, 1, 7, 4, 7, 7, 1, 4, 7, 7, 1, 1, 1, 1]
43	0	scNCF	[7, 7, 7, 1, 13, 4, 1, 7, 11, 1, 7, 7, 1, 7, 2, 11]
44	0	scNCF	[2, 14, 8, 14, 14, 8, 4, 8, 11, 4, 8, 8, 8, 2, 14, 11]
45	0	scNCF	[14, 8, 4, 14, 8, 8, 14, 14, 2, 14, 14, 8, 11, 11, 8, 2]
46	0	scNCF	[1, 7, 4, 7, 7, 7, 7, 1, 1, 1, 4, 1, 1, 1, 7, 7]
47	0	scNCF	[8, 8, 14, 8, 14, 8, 14, 11, 2, 8, 14, 8, 8, 8, 8, 8]
48	0	scNCF	[7, 7, 1, 13, 8, 1, 7, 7, 2, 7, 1, 7, 1, 2, 1, 1]
49	0	scNCF	[4, 8, 14, 8, 2, 8, 14, 8, 8, 2, 14, 2, 13, 4, 11, 4]
50	0	scNCF	[8, 8, 8, 8, 8, 14, 14, 8, 11, 8, 7, 8, 8, 14, 8, 8]
51	0	scNCF	[14, 8, 14, 8, 8, 14, 14, 2, 14, 11, 8, 2, 11, 1, 4, 11]
52	0	scNCF	[7, 4, 2, 1, 13, 4, 1, 1, 2, 2, 2, 2, 7, 13, 1, 4]
53	0	scNCF	[7, 4, 7, 1, 14, 13, 2, 4, 7, 7, 7, 4, 11, 8, 1, 1]
54	0	scNCF	[11, 7, 7, 2, 7, 2, 11, 13, 2, 1, 7, 1, 13, 1, 14, 13]
55	0	scNCF	[1, 1, 7, 1, 1, 1, 1, 1, 7, 1, 1, 11, 13, 7, 4, 1]
56	0	scNCF	[8, 8, 14, 8, 14, 14, 14, 8, 8, 14, 8, 14, 8, 14, 8, 14]
57	0	scNCF	[14, 4, 13, 1, 7, 13, 2, 14, 8, 8, 4, 11, 13, 2, 8, 2]
58	0	scNCF	[4, 7, 7, 2, 2, 7, 1, 7, 7, 4, 13, 7, 7, 1, 4, 7]
59	0	scNCF	[7, 8, 4, 7, 1, 7, 8, 1, 1, 1, 2, 14, 13, 13, 4, 2]
60	0	scNCF	[13, 4, 4, 4, 1, 14, 13, 13, 14, 2, 7, 7, 1, 7, 14, 8]
61	0	scNCF	[13, 7, 1, 4, 2, 1, 1, 14, 7, 14, 4, 8, 8, 13, 4, 7]
62	0	scNCF	[7, 14, 13, 14, 2, 2, 7, 11, 13, 11, 2, 2, 8, 1, 8, 8]
63	0	scNCF	[14, 14, 8, 13, 14, 8, 14, 14, 14, 8, 14, 14, 14, 14, 14, 8]
64	0	scNCF	[1, 14, 2, 7, 2, 2, 7, 13, 2, 1, 13, 8, 1, 7, 11, 8]
65	0	scNCF	[8, 11, 14, 2, 13, 14, 14, 8, 14, 8, 14, 13, 2, 11, 14, 14]
66	0	scNCF	[4, 7, 13, 13, 7, 8, 2, 13, 1, 7, 1, 2, 4, 2, 2, 1]
67	0	scNCF	[2, 8, 2, 8, 8, 7, 14, 11, 14, 2, 7, 8, 14, 13, 7, 8]
68	0	scNCF	[1, 13, 8, 2, 7, 1, 13, 14, 13, 14, 7, 13, 1, 7, 11, 11]
69	0	scNCF	[7, 7, 13, 4, 7, 1, 1, 8, 2, 7, 1, 11, 1, 11, 7, 1]
70	0	scNCF	[1, 2, 14, 8, 1, 2, 4, 11, 14, 4, 8, 14, 14, 4, 14, 8]
71	0	scNCF	[4, 13, 13, 14, 7, 7, 14, 7, 7, 14, 14, 7, 8, 13, 4, 13]
72	0	scNCF	[1, 7, 11, 7, 7, 1, 1, 7, 1, 1, 11, 7, 7, 1, 1, 7]
73	0	scNCF	[2, 4, 8, 8, 14, 14, 8, 4, 13, 14, 14, 8, 8, 4, 11, 14]
74	0	scNCF	[8, 2, 4, 14, 14, 8, 7, 11, 13, 8, 8, 14, 11, 14, 2, 14]
75	0	scNCF	[13, 1, 1, 2, 7, 13, 13, 1, 1, 7, 14, 4, 4, 8, 11, 14]
76	0	scNCF	[4, 11, 8, 7, 13, 8, 4, 4, 14, 4, 11, 14, 11, 8, 1, 14]
77	0	scNCF	[1, 2, 1, 1, 7, 4, 11, 7, 7, 7, 7, 13, 7, 7, 4, 7]
78	0	scNCF	[1, 1, 2, 13, 4, 8, 7, 1, 1, 1, 7, 1, 1, 2, 1, 7]
79	0	scNCF	[13, 8, 1, 13, 8, 11, 4, 1, 2, 14, 7, 2, 2, 14, 14, 4]
80	0	scNCF	[13, 11, 7, 1, 1, 7, 1, 7, 13, 2, 7, 7, 11, 1, 7, 7]
81	0	scNCF	[14, 14, 4, 14, 8, 14, 8, 8, 14, 8, 14, 14, 14, 8, 14, 14]
82	0	scNCF	[1, 13, 7, 7, 1, 7, 1, 7, 2, 7, 1, 4, 1, 8, 14, 1]
83	0	scNCF	[7, 13, 7, 1, 7, 13, 1, 7, 1, 4, 1, 4, 7, 7, 1, 1]
84	0	scNCF	[2, 14, 14, 14, 2, 11, 8, 2, 2, 14, 8, 14, 14, 8, 8, 14]
85	0	scNCF	[2, 2, 2, 2, 14, 8, 4, 4, 13, 8, 14, 13, 8, 14, 14, 2]
86	0	scNCF	[4, 4, 13, 7, 8, 1, 4, 13, 14, 11, 4, 8, 14, 13, 2, 11]
87	0	scNCF	[4, 11, 11, 8, 2, 8, 1, 4, 8, 1, 4, 8, 14, 8, 1, 2]
88	0	scNCF	[13, 11, 7, 11, 11, 2, 11, 7, 14, 14, 11, 4, 11, 7, 13, 7]
89	0	scNCF	[7, 7, 11, 7, 13, 13, 8, 2, 1, 11, 11, 1, 11, 8, 7, 7]
90	0	scNCF	[7, 8, 2, 8, 14, 13, 4, 4, 2, 2, 4, 4, 14, 2, 1, 11]
91	0	scNCF	[8, 8, 14, 2, 8, 8, 2, 8, 4, 8, 8, 14, 2, 4, 2, 7]
92	0	scNCF	[1, 7, 14, 2, 13, 7, 1, 1, 7, 1, 2, 11, 1, 4, 1, 14]
93	0	scNCF	[1, 13, 7, 4, 7, 1, 7, 1, 7, 2, 11, 7, 8, 13, 1, 7]
94	0	scNCF	[1, 8, 11, 4, 7, 7, 7, 2, 1, 14, 1, 11, 7, 7, 13, 11]
95	0	scNCF	[7, 7, 1, 1, 7, 1, 11, 1, 14, 8, 7, 1, 1, 11, 11, 7]
96	0	scNCF	[1, 1, 7, 7, 1, 1, 7, 1, 1, 7, 1, 7, 1, 7, 1, 7]
97	0	scNCF	[14, 8, 8, 8, 8, 8, 13, 14, 14, 14, 14, 4, 13, 14, 8, 11]
98	0	scNCF	[7, 7, 1, 7, 1, 1, 1, 7, 1, 7, 1, 7, 2, 1, 1, 7]
99	0	scNCF	[2, 1, 7, 11, 1, 8, 1, 2, 1, 4, 1, 14, 7, 2, 11, 13]
100	0	scNCF	[4, 2, 14, 1, 1, 7, 7, 7, 7, 7, 1, 1, 7, 7, 1, 7]
101	0	scNCF	[1, 7, 1, 7, 1, 1, 1, 1, 7, 7, 7, 1, 7, 7, 1, 4]
102	0	scNCF	[2, 8, 14, 14, 14, 1, 1, 14, 4, 8, 14, 14, 8, 8, 8, 14]
103	0	scNCF	[11, 8, 8, 14, 11, 13, 8, 11, 2, 14, 13, 8, 13, 8, 11, 13]
104	0	scNCF	[8, 1, 4, 1, 7, 2, 1, 7, 2, 4, 2, 4, 11, 2, 4, 1]
105	0	scNCF	[14, 1, 11, 7, 2, 1, 11, 4, 4, 11, 2, 14, 14, 13, 11, 11]
106	0	scNCF	[14, 14, 8, 8, 8, 14, 14, 14, 14, 14, 11, 2, 8, 8, 8, 8]
107	0	scNCF	[7, 1, 1, 7, 7, 7, 1, 1, 1, 7, 7, 1, 7, 1, 7, 1]
108	0	scNCF	[7, 1, 7, 2, 1, 7, 1, 1, 7, 7, 2, 11, 7, 1, 14, 7]
109	0	scNCF	[8, 14, 14, 14, 14, 8, 11, 11, 11, 8, 11, 14, 14, 14, 14, 14]
110	0	scNCF	[1, 1, 4, 1, 1, 11, 11, 8, 4, 11, 1, 7, 2, 13, 7, 11]
111	0	scNCF	[14, 8, 1, 1, 4, 13, 7, 14, 7, 2, 14, 14, 14, 13, 2, 14]
112	0	scNCF	[14, 14, 8, 14, 14, 8, 14, 4, 14, 8, 8, 2, 8, 2, 8, 8]
113	0	scNCF	[1, 7, 7, 7, 1, 1, 1, 1, 1, 7, 7, 1, 1, 7, 4, 7]
114	0	scNCF	[1, 13, 1, 7, 7, 13, 7, 11, 13, 7, 7, 1, 1, 7, 11, 1]
115	0	scNCF	[14, 14, 2, 8, 14, 2, 4, 13, 14, 14, 14, 8, 2, 14, 7, 2]
116	0	scNCF	[14, 11, 8, 14, 11, 7, 13, 14, 4, 14, 14, 4, 13, 7, 11, 14]
117	0	scNCF	[8, 14, 14, 8, 8, 4, 8, 4, 1, 14, 14, 7, 8, 8, 14, 1]
118	0	scNCF	[13, 8, 14, 4, 14, 11, 2, 14, 13, 14, 14, 14, 13, 8, 11, 14]
119	0	scNCF	[8, 14, 8, 8, 14, 14, 8, 8, 8, 8, 8, 8, 14, 14, 14, 14]
120	0	scNCF	[14, 11, 14, 14, 14, 14, 14, 13, 8, 13, 14, 14, 14, 14, 14, 11]
121	0	scNCF	[7, 1, 7, 7, 11, 11, 4, 1, 1, 1, 1, 7, 7, 1, 7, 1]
122	0	scNCF	[14, 14, 11, 1, 2, 7, 7, 4, 11, 4, 7, 8, 1, 11, 8, 1]
123	0	scNCF	[1, 7, 7, 7, 7, 7, 1, 1, 7, 1, 7, 11, 1, 1, 7, 7]
124	0	scNCF	[8, 7, 11, 8, 1, 14, 2, 2, 2, 13, 8, 1, 14, 14, 13, 13]
125	0	scNCF	[7, 7, 1, 2, 7, 1, 13, 7, 1, 7, 7, 1, 7, 2, 7, 1]
126	0	scNCF	[8, 8, 14, 14, 8, 8, 14, 14, 14, 8, 8, 8, 14, 8, 8, 14]
127	0	scNCF	[1, 8, 1, 4, 2, 7, 2, 2, 8, 7, 8, 13, 8, 2, 7, 14]
128	0	scNCF	[13, 4, 14, 8, 8, 14, 14, 14, 8, 14, 14, 14, 14, 8, 14, 8]
129	0	scNCF	[7, 1, 1, 1, 7, 7, 7, 1, 1, 7, 1, 7, 7, 1, 7, 7]
130	0	scNCF	[11, 1, 7, 1, 7, 1, 13, 7, 7, 7, 7, 7, 1, 7, 7, 1]
131	0	scNCF	[14, 14, 13, 8, 8, 8, 8, 8, 13, 14, 8, 14, 14, 8, 8, 14]
132	0	scNCF	[1, 2, 7, 7, 7, 4, 7, 1, 1, 7, 1, 7, 1, 7, 1, 4]
133	0	scNCF	[1, 1, 7, 7, 1, 7, 1, 1, 7, 1, 7, 1, 4, 1, 7, 7]
134	0	scNCF	[8, 2, 14, 14, 13, 11, 8, 14, 8, 8, 14, 8, 8, 8, 8, 14]
135	0	scNCF	[13, 1, 1, 1, 7, 13, 7, 7, 7, 7, 7, 7, 1, 7, 7, 1]
136	0	scNCF	[7, 1, 2, 2, 1, 1, 11, 4, 1, 7, 7, 7, 1, 1, 1, 1]
137	0	scNCF	[7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 1, 1, 1, 1, 7, 1]
138	0	scNCF	[7, 2, 1, 1, 7, 11, 7, 1, 7, 11, 11, 7, 1, 1, 1, 1]
139	0	scNCF	[13, 4, 14, 1, 11, 1, 1, 14, 1, 7, 7, 1, 14, 7, 1, 7]
140	0	scNCF	[7, 1, 1, 1, 1, 7, 1, 11, 7, 7, 1, 1, 7, 1, 1, 7]
141	0	scNCF	[8, 8, 14, 14, 11, 1, 4, 4, 1, 4, 8, 4, 13, 7, 8, 4]
142	0	scNCF	[14, 14, 8, 14, 14, 14, 14, 14, 8, 8, 8, 14, 8, 14, 14, 8]
143	0	scNCF	[7, 13, 11, 14, 4, 4, 2, 8, 4, 8, 8, 2, 11, 2, 11, 11]
144	0	scNCF	[7, 8, 4, 13, 4, 14, 2, 14, 1, 1, 14, 1, 11, 13, 2, 11]
145	0	scNCF	[1, 8, 7, 7, 7, 8, 1, 11, 14, 2, 2, 14, 4, 4, 8, 7]
146	0	scNCF	[14, 14, 8, 8, 8, 8, 8, 14, 8, 2, 14, 4, 14, 8, 14, 8]
147	0	scNCF	[8, 13, 8, 11, 4, 8, 4, 11, 7, 1, 14, 8, 1, 8, 8, 1]
148	0	scNCF	[7, 1, 7, 7, 7, 4, 7, 7, 7, 7, 1, 1, 7, 1, 7, 7]
149	0	scNCF	[1, 1, 1, 1, 1, 11, 1, 7, 2, 1, 13, 2, 7, 1, 11, 7]
150	0	scNCF	[7, 13, 1, 7, 1, 11, 2, 1, 7, 1, 7, 7, 7, 7, 1, 7]
151	0	scNCF	[11, 14, 8, 2, 2, 14, 2, 14, 7, 1, 13, 13, 4, 11, 8, 8]
152	0	scNCF	[2, 8, 8, 1, 2, 11, 13, 4, 1, 4, 11, 7, 8, 4, 13, 4]
153	0	scNCF	[13, 14, 8, 14, 14, 8, 14, 14, 2, 8, 14, 8, 8, 14, 14, 14]
154	0	scNCF	[8, 11, 14, 8, 13, 8, 11, 4, 8, 14, 14, 14, 8, 4, 8, 14]
155	0	scNCF	[1, 1, 2, 7, 4, 7, 2, 13, 13, 7, 13, 7, 7, 14, 1, 2]
156	0	scNCF	[2, 14, 1, 11, 11, 4, 2, 13, 7, 4, 1, 11, 2, 11, 11, 4]
157	0	scNCF	[11, 4, 11, 14, 8, 11, 2, 4, 7, 14, 7, 14, 13, 1, 8, 8]
158	0	scNCF	[8, 14, 11, 13, 4, 13, 8, 4, 7, 4, 8, 11, 4, 7, 8, 2]
159	0	scNCF	[4, 11, 11, 1, 1, 1, 4, 7, 14, 4, 1, 2, 1, 4, 1, 2]
160	0	scNCF	[1, 2, 14, 7, 13, 7, 13, 1, 7, 4, 4, 2, 1, 14, 8, 14]
161	0	scNCF	[8, 14, 8, 8, 8, 14, 14, 8, 8, 14, 14, 8, 14, 8, 8, 14]
162	0	scNCF	[7, 14, 7, 1, 1, 1, 7, 1, 4, 7, 11, 11, 7, 7, 1, 4]
163	0	scNCF	[8, 14, 8, 4, 14, 4, 7, 8, 13, 8, 4, 1, 11, 8, 14, 11]
164	0	scNCF	[1, 11, 13, 13, 13, 7, 14, 14, 4, 14, 1, 7, 7, 1, 11, 7]
165	0	scNCF	[1, 2, 4, 2, 7, 7, 7, 2, 7, 7, 2, 1, 1, 7, 4, 7]
166	0	scNCF	[7, 1, 8, 11, 7, 4, 2, 11, 7, 14, 2, 1, 13, 1, 13, 7]
167	0	scNCF	[14, 14, 14, 14, 14, 8, 14, 8, 8, 14, 14, 2, 8, 8, 8, 14]
168	0	scNCF	[4, 13, 2, 4, 1, 1, 7, 7, 13, 7, 1, 14, 1, 7, 1, 1]
169	0	scNCF	[4, 7, 7, 7, 11, 1, 1, 7, 7, 7, 4, 7, 13, 7, 1, 4]
170	0	scNCF	[11, 1, 2, 13, 4, 8, 4, 2, 11, 11, 7, 1, 13, 14, 14, 14]
171	0	scNCF	[14, 8, 2, 14, 8, 8, 14, 2, 14, 14, 14, 2, 14, 4, 14, 11]
172	0	scNCF	[11, 13, 1, 13, 1, 7, 7, 7, 14, 4, 1, 13, 1, 13, 7, 2]
173	0	scNCF	[2, 8, 14, 1, 8, 8, 13, 8, 8, 8, 14, 4, 2, 2, 14, 14]
174	0	scNCF	[8, 2, 1, 11, 1, 11, 7, 1, 13, 7, 11, 11, 11, 7, 14, 11]
175	0	scNCF	[13, 4, 7, 1, 11, 7, 1, 1, 1, 1, 7, 7, 1, 1, 1, 4]
176	0	scNCF	[1, 13, 8, 8, 2, 2, 2, 4, 13, 4, 11, 13, 1, 4, 14, 2]
177	0	scNCF	[11, 7, 1, 1, 1, 1, 7, 7, 4, 1, 7, 1, 7, 11, 13, 1]
178	0	scNCF	[2, 1, 7, 7, 7, 2, 1, 11, 13, 13, 2, 1, 4, 1, 7, 7]
179	0	scNCF	[14, 8, 14, 8, 4, 14, 14, 8, 8, 14, 14, 8, 8, 8, 8, 2]
180	0	scNCF	[11, 7, 1, 11, 4, 11, 1, 8, 7, 11, 1, 7, 14, 13, 7, 1]
181	0	scNCF	[13, 13, 11, 7, 2, 1, 4, 7, 13, 14, 8, 1, 13, 2, 13, 7]
182	0	scNCF	[2, 4, 8, 2, 7, 8, 14, 8, 4, 2, 14, 7, 1, 2, 4, 13]
183	0	scNCF	[14, 14, 13, 11, 2, 14, 7, 7, 2, 11, 7, 2, 1, 1, 13, 7]
184	0	scNCF	[14, 8, 11, 14, 14, 8, 8, 4, 14, 8, 14, 8, 8, 8, 14, 14]
185	0	scNCF	[11, 4, 8, 11, 2, 11, 8, 1, 13, 4, 13, 14, 13, 8, 1, 1]
186	0	scNCF	[14, 8, 8, 11, 8, 8, 8, 11, 14, 11, 11, 8, 14, 4, 4, 8]
187	0	scNCF	[13, 1, 2, 8, 13, 13, 1, 2, 8, 4, 11, 13, 13, 4, 1, 14]
188	0	scNCF	[1, 4, 14, 1, 14, 8, 4, 4, 11, 11, 13, 11, 13, 8, 4, 13]
189	0	scNCF	[4, 14, 8, 14, 13, 14, 14, 8, 14, 4, 2, 13, 13, 8, 14, 14]
190	0	scNCF	[13, 1, 11, 7, 7, 1, 7, 13, 7, 1, 1, 7, 7, 2, 7, 11]
191	0	scNCF	[13, 4, 1, 8, 2, 11, 7, 1, 7, 11, 1, 1, 1, 7, 11, 1]
192	0	scNCF	[7, 8, 7, 11, 14, 13, 1, 4, 11, 11, 1, 8, 2, 1, 7, 2]
193	0	scNCF	[11, 1, 8, 13, 7, 8, 8, 14, 8, 8, 7, 14, 2, 14, 2, 1]
194	0	scNCF	[11, 2, 14, 14, 7, 8, 14, 2, 4, 11, 2, 4, 2, 2, 1, 8]
195	0	scNCF	[1, 1, 7, 1, 7, 1, 7, 7, 1, 7, 7, 1, 1, 1, 7, 1]
196	0	scNCF	[4, 13, 8, 4, 11, 2, 4, 11, 11, 7, 14, 14, 4, 14, 2, 11]
197	0	scNCF	[2, 14, 11, 1, 7, 11, 2, 7, 2, 4, 14, 1, 11, 11, 1, 7]
198	0	scNCF	[7, 8, 11, 1, 1, 4, 4, 11, 4, 2, 1, 11, 8, 4, 14, 8]
199	0	scNCF	[4, 14, 1, 7, 1, 1, 7, 13, 1, 1, 1, 7, 1, 2, 1, 4]
200	0	scNCF	[13, 4, 14, 1, 4, 13, 11, 7, 11, 4, 14, 4, 1, 4, 14, 2]
201	0	scNCF	[7, 7, 1, 7, 1, 1, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7]
202	0	scNCF	[4, 13, 14, 14, 14, 8, 7, 2, 4, 14, 8, 8, 4, 14, 14, 14]
203	0	scNCF	[1, 1, 1, 2, 1, 2, 1, 11, 1, 1, 11, 2, 1, 7, 7, 13]
204	0	scNCF	[1, 2, 1, 7, 13, 1, 7, 7, 7, 1, 2, 7, 7, 7, 1, 7]
205	0	scNCF	[7, 11, 11, 1, 13, 2, 7, 11, 11, 11, 14, 13, 7, 7, 13, 1]
206	0	scNCF	[7, 1, 1, 7, 7, 1, 7, 1, 1, 7, 7, 4, 1, 7, 7, 1]
207	0	scNCF	[4, 1, 1, 1, 2, 1, 11, 11, 1, 1, 7, 1, 8, 1, 2, 1]
208	0	scNCF	[14, 2, 14, 14, 13, 14, 8, 1, 8, 8, 14, 14, 14, 14, 14, 8]
209	0	scNCF	[14, 14, 8, 8, 2, 14, 14, 14, 14, 14, 8, 14, 14, 14, 8, 8]
210	0	scNCF	[8, 8, 8, 14, 8, 8, 8, 8, 14, 14, 8, 8, 8, 14, 8, 14]
211	0	scNCF	[13, 13, 8, 8, 4, 8, 14, 14, 14, 8, 14, 14, 8, 8, 14, 14]
212	0	scNCF	[8, 2, 14, 14, 13, 11, 8, 2, 4, 14, 8, 14, 14, 7, 8, 14]
213	0	scNCF	[8, 14, 14, 14, 8, 8, 14, 8, 14, 8, 8, 8, 8, 8, 14, 14]
214	0	scNCF	[4, 1, 13, 8, 13, 8, 11, 14, 13, 7, 11, 8, 8, 14, 11, 11]
215	0	scNCF	[8, 7, 13, 14, 1, 1, 1, 8, 14, 4, 1, 13, 1, 11, 7, 1]
216	0	scNCF	[14, 11, 7, 8, 1, 1, 14, 11, 14, 1, 13, 7, 11, 14, 2, 8]
217	0	scNCF	[1, 1, 7, 1, 1, 11, 2, 4, 13, 4, 7, 11, 7, 4, 1, 1]
218	0	scNCF	[11, 1, 1, 7, 11, 1, 7, 7, 1, 11, 1, 1, 13, 7, 1, 2]
219	0	scNCF	[7, 1, 1, 7, 1, 7, 1, 13, 7, 1, 7, 7, 7, 1, 1, 7]
220	0	scNCF	[1, 7, 7, 7, 7, 13, 2, 7, 7, 1, 7, 7, 4, 13, 1, 7]
221	0	scNCF	[13, 7, 13, 13, 1, 7, 7, 7, 7, 2, 11, 2, 14, 1, 4, 2]
222	0	scNCF	[8, 8, 8, 13, 8, 8, 8, 8, 7, 8, 1, 1, 1, 11, 8, 2]
223	0	scNCF	[1, 1, 2, 13, 4, 8, 1, 11, 1, 8, 14, 14, 14, 13, 2, 2]
224	0	scNCF	[8, 8, 8, 8, 8, 14, 14, 8, 8, 8, 8, 14, 14, 14, 14, 14]
225	0	scNCF	[8, 1, 1, 4, 1, 4, 1, 4, 4, 7, 7, 1, 13, 1, 1, 2]
226	0	scNCF	[1, 13, 8, 4, 8, 8, 2, 2, 11, 14, 8, 8, 13, 13, 11, 13]
227	0	scNCF	[13, 11, 1, 4, 11, 7, 4, 1, 13, 8, 7, 2, 4, 13, 13, 7]
228	0	scNCF	[14, 13, 13, 13, 8, 2, 14, 8, 2, 14, 8, 4, 14, 14, 14, 14]
229	0	scNCF	[11, 8, 4, 14, 8, 13, 14, 11, 13, 14, 14, 1, 8, 7, 11, 14]
230	0	scNCF	[7, 2, 11, 11, 13, 14, 14, 8, 14, 4, 1, 13, 2, 1, 1, 7]
231	0	scNCF	[2, 7, 8, 14, 1, 4, 1, 14, 7, 8, 7, 14, 8, 8, 8, 14]
232	0	scNCF	[1, 7, 11, 1, 7, 1, 1, 7, 11, 7, 1, 13, 4, 1, 2, 7]
233	0	scNCF	[1, 1, 1, 11, 7, 7, 7, 7, 1, 13, 2, 11, 1, 7, 7, 1]
234	0	scNCF	[1, 4, 14, 4, 1, 1, 14, 8, 7, 14, 13, 14, 14, 11, 13, 13]
235	0	scNCF	[14, 7, 13, 13, 14, 13, 7, 8, 8, 7, 11, 14, 2, 13, 13, 11]
236	0	scNCF	[8, 14, 8, 8, 8, 8, 13, 14, 8, 14, 13, 14, 8, 14, 8, 14]
237	0	scNCF	[8, 14, 4, 13, 8, 4, 14, 14, 4, 2, 13, 8, 4, 4, 4, 2]
238	0	scNCF	[2, 1, 7, 4, 7, 1, 7, 2, 7, 2, 1, 1, 2, 13, 7, 2]
239	0	scNCF	[1, 13, 1, 7, 1, 7, 7, 11, 7, 7, 1, 13, 7, 1, 13, 1]
