model_no	func_type	model
47	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275068416, 93, 1]
48	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275071488, 76, 1]
49	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275071488, 93, 1]
50	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1325400064, 76, 1]
51	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1325400064, 93, 1]
52	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1279524864, 76, 1]
53	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1279524864, 93, 1]
54	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1560281088, 76, 1]
55	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1560281088, 93, 1]
56	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275085824, 76, 1]
57	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275085824, 93, 1]
58	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275854848, 76, 1]
59	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275854848, 93, 1]
60	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1565851648, 76, 1]
61	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1565851648, 93, 1]
62	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1326383104, 76, 1]
63	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1326383104, 93, 1]
64	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1325403904, 76, 1]
65	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1325403904, 93, 1]
66	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1560302848, 76, 1]
67	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1560302848, 93, 1]
68	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275857932, 76, 1]
69	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1275857932, 93, 1]
70	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1593855744, 76, 1]
71	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1593855744, 93, 1]
72	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1600081679, 76, 1]
73	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1600081679, 93, 1]
74	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1280068620, 76, 1]
75	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1280068620, 93, 1]
76	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599930368, 76, 1]
77	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599930368, 93, 1]
78	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599012864, 76, 1]
79	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599012864, 93, 1]
80	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599037199, 76, 1]
81	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599037199, 93, 1]
82	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1593859328, 76, 1]
83	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1593859328, 93, 1]
84	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1330597647, 76, 1]
85	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1330597647, 93, 1]
86	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599016719, 76, 1]
87	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1599016719, 93, 1]
88	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1594838799, 76, 1]
89	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1594838799, 93, 1]
90	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1326386959, 76, 1]
91	all_scNCF	[59, 128, 32768, 1, 704651776, 1, 1, 1326386959, 93, 1]
92	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275068416, 76, 1]
93	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275068416, 93, 1]
94	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275071488, 76, 1]
95	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275071488, 93, 1]
96	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1325400064, 76, 1]
97	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1325400064, 93, 1]
98	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1279524864, 76, 1]
99	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1279524864, 93, 1]
100	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1560281088, 76, 1]
101	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1560281088, 93, 1]
102	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275085824, 76, 1]
103	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275085824, 93, 1]
104	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275854848, 76, 1]
105	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275854848, 93, 1]
106	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1565851648, 76, 1]
107	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1565851648, 93, 1]
108	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1326383104, 76, 1]
109	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1326383104, 93, 1]
110	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1325403904, 76, 1]
111	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1325403904, 93, 1]
112	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1560302848, 76, 1]
113	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1560302848, 93, 1]
114	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275857932, 76, 1]
115	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1275857932, 93, 1]
116	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1593855744, 76, 1]
117	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1593855744, 93, 1]
118	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1600081679, 76, 1]
119	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1600081679, 93, 1]
120	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1280068620, 76, 1]
121	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1280068620, 93, 1]
122	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599930368, 76, 1]
123	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599930368, 93, 1]
124	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599012864, 76, 1]
125	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599012864, 93, 1]
126	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599037199, 76, 1]
127	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599037199, 93, 1]
128	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1593859328, 76, 1]
129	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1593859328, 93, 1]
130	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1330597647, 76, 1]
131	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1330597647, 93, 1]
132	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599016719, 76, 1]
133	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1599016719, 93, 1]
134	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1594838799, 76, 1]
135	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1594838799, 93, 1]
136	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1326386959, 76, 1]
137	all_scNCF	[59, 128, 32768, 1, 989855744, 1, 1, 1326386959, 93, 1]
138	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275068416, 76, 1]
139	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275068416, 93, 1]
140	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275071488, 76, 1]
141	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275071488, 93, 1]
142	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1325400064, 76, 1]
143	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1325400064, 93, 1]
144	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1279524864, 76, 1]
145	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1279524864, 93, 1]
146	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1560281088, 76, 1]
147	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1560281088, 93, 1]
148	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275085824, 76, 1]
149	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275085824, 93, 1]
150	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275854848, 76, 1]
151	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275854848, 93, 1]
152	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1565851648, 76, 1]
153	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1565851648, 93, 1]
154	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1326383104, 76, 1]
155	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1326383104, 93, 1]
156	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1325403904, 76, 1]
157	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1325403904, 93, 1]
158	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1560302848, 76, 1]
159	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1560302848, 93, 1]
160	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275857932, 76, 1]
161	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1275857932, 93, 1]
162	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1593855744, 76, 1]
163	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1593855744, 93, 1]
164	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1600081679, 76, 1]
165	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1600081679, 93, 1]
166	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1280068620, 76, 1]
167	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1280068620, 93, 1]
168	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599930368, 76, 1]
169	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599930368, 93, 1]
170	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599012864, 76, 1]
171	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599012864, 93, 1]
172	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599037199, 76, 1]
173	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599037199, 93, 1]
174	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1593859328, 76, 1]
175	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1593859328, 93, 1]
176	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1330597647, 76, 1]
177	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1330597647, 93, 1]
178	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599016719, 76, 1]
179	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1599016719, 93, 1]
180	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1594838799, 76, 1]
181	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1594838799, 93, 1]
182	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1326386959, 76, 1]
183	all_scNCF	[59, 128, 32768, 1, 706871296, 1, 1, 1326386959, 93, 1]
184	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275068416, 76, 1]
185	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275068416, 93, 1]
186	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275071488, 76, 1]
187	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275071488, 93, 1]
188	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1325400064, 76, 1]
189	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1325400064, 93, 1]
190	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1279524864, 76, 1]
191	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1279524864, 93, 1]
192	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1560281088, 76, 1]
193	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1560281088, 93, 1]
194	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275085824, 76, 1]
195	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275085824, 93, 1]
196	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275854848, 76, 1]
197	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275854848, 93, 1]
198	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1565851648, 76, 1]
199	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1565851648, 93, 1]
200	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1326383104, 76, 1]
201	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1326383104, 93, 1]
202	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1325403904, 76, 1]
203	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1325403904, 93, 1]
204	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1560302848, 76, 1]
205	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1560302848, 93, 1]
206	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275857932, 76, 1]
207	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1275857932, 93, 1]
208	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1593855744, 76, 1]
209	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1593855744, 93, 1]
210	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1600081679, 76, 1]
211	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1600081679, 93, 1]
212	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1280068620, 76, 1]
213	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1280068620, 93, 1]
214	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599930368, 76, 1]
215	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599930368, 93, 1]
216	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599012864, 76, 1]
217	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599012864, 93, 1]
218	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599037199, 76, 1]
219	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599037199, 93, 1]
220	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1593859328, 76, 1]
221	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1593859328, 93, 1]
222	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1330597647, 76, 1]
223	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1330597647, 93, 1]
224	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599016719, 76, 1]
225	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1599016719, 93, 1]
226	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1594838799, 76, 1]
227	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1594838799, 93, 1]
228	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1326386959, 76, 1]
229	all_scNCF	[59, 128, 32768, 1, 788529152, 1, 1, 1326386959, 93, 1]
230	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275068416, 76, 1]
231	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275068416, 93, 1]
232	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275071488, 76, 1]
233	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275071488, 93, 1]
234	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1325400064, 76, 1]
235	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1325400064, 93, 1]
236	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1279524864, 76, 1]
237	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1279524864, 93, 1]
238	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1560281088, 76, 1]
239	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1560281088, 93, 1]
240	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275085824, 76, 1]
241	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275085824, 93, 1]
242	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275854848, 76, 1]
243	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275854848, 93, 1]
244	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1565851648, 76, 1]
245	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1565851648, 93, 1]
246	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1326383104, 76, 1]
247	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1326383104, 93, 1]
248	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1325403904, 76, 1]
249	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1325403904, 93, 1]
250	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1560302848, 76, 1]
251	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1560302848, 93, 1]
252	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275857932, 76, 1]
253	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1275857932, 93, 1]
254	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1593855744, 76, 1]
255	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1593855744, 93, 1]
256	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1600081679, 76, 1]
257	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1600081679, 93, 1]
258	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1280068620, 76, 1]
259	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1280068620, 93, 1]
260	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599930368, 76, 1]
261	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599930368, 93, 1]
262	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599012864, 76, 1]
263	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599012864, 93, 1]
264	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599037199, 76, 1]
265	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599037199, 93, 1]
266	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1593859328, 76, 1]
267	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1593859328, 93, 1]
268	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1330597647, 76, 1]
269	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1330597647, 93, 1]
270	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599016719, 76, 1]
271	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1599016719, 93, 1]
272	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1594838799, 76, 1]
273	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1594838799, 93, 1]
274	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1326386959, 76, 1]
275	all_scNCF	[59, 128, 32768, 1, 705298432, 1, 1, 1326386959, 93, 1]
276	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275068416, 76, 1]
277	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275068416, 93, 1]
278	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275071488, 76, 1]
279	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275071488, 93, 1]
280	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1325400064, 76, 1]
281	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1325400064, 93, 1]
282	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1279524864, 76, 1]
283	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1279524864, 93, 1]
284	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1560281088, 76, 1]
285	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1560281088, 93, 1]
286	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275085824, 76, 1]
287	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275085824, 93, 1]
288	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275854848, 76, 1]
289	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275854848, 93, 1]
290	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1565851648, 76, 1]
291	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1565851648, 93, 1]
292	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1326383104, 76, 1]
293	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1326383104, 93, 1]
294	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1325403904, 76, 1]
295	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1325403904, 93, 1]
296	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1560302848, 76, 1]
297	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1560302848, 93, 1]
298	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275857932, 76, 1]
299	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1275857932, 93, 1]
300	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1593855744, 76, 1]
301	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1593855744, 93, 1]
302	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1600081679, 76, 1]
