	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF
63	6	1011101111111111001000101011101100100010101110110000000000100010	iiaiai	32	Y	3	5	iiaai	16	10111111001010110010101100000010
64	6	1011001111111011001100101011001100110010101100110010000000110010	iiaiai	32	Y	4	6	iiaiai	32	1011001111111011001100101011001100110010101100110010000000110010
65	6	1111001111111111001100001111001100110000111100110000000000110000	iiaiai	32	Y	5	5	iiaia	16	11011111010011010100110100000100
66	6	0111000111110111000100000111000101110001111101110001000001110001	iiaiaa	32	Y	0	5	iaiaa	16	01110001111101110001000001110001
67	6	0111000111110111011100011111011100010000011100010001000001110001	iiaiaa	32	Y	1	5	iaiaa	16	01110001111101110001000001110001
68	6	0111000111111111000100001111011100010000111101110000000001110001	iiaiaa	32	Y	2	6	iiaiaa	32	0111000111111111000100001111011100010000111101110000000001110001
69	6	0111011111111111000100010111011100010001011101110000000000010001	iiaiaa	32	Y	3	5	iiaaa	16	01111111000101110001011100000001
70	6	0111001111110111001100010111001100110001011100110001000000110001	iiaiaa	32	Y	4	6	iiaiaa	32	0111001111110111001100010111001100110001011100110001000000110001
71	6	0111010111110111010100010111010101010001011101010001000001010001	iiaiaa	32	Y	5	6	iiaiaa	32	0111010111110111010100010111010101010001011101010001000001010001
72	6	1000111011101111000010001000111010001110111011110000100010001110	iiaaii	32	Y	0	5	iaaii	16	10001110111011110000100010001110
73	6	1000111011101111100011101110111100001000100011100000100010001110	iiaaii	32	Y	1	5	iaaii	16	10001110111011110000100010001110
74	6	1000111011111111000010001110111100001000111011110000000010001110	iiaaii	32	Y	2	6	iiaaii	32	1000111011111111000010001110111100001000111011110000000010001110
75	6	1000111111101111000011101000111100001110100011110000100000001110	iiaaii	32	Y	3	6	iiaaii	32	1000111111101111000011101000111100001110100011110000100000001110
76	6	1010111111111111000010101010111100001010101011110000000000001010	iiaaii	32	Y	4	5	iiaai	16	10111111001010110010101100000010
77	6	1100111111111111000011001100111100001100110011110000000000001100	iiaaii	32	Y	5	5	iiaai	16	10111111001010110010101100000010
78	6	0100110111011111000001000100110101001101110111110000010001001101	iiaaia	32	Y	0	5	iaaia	16	01001101110111110000010001001101
79	6	0100110111011111010011011101111100000100010011010000010001001101	iiaaia	32	Y	1	5	iaaia	16	01001101110111110000010001001101
80	6	0100110111111111000001001101111100000100110111110000000001001101	iiaaia	32	Y	2	6	iiaaia	32	0100110111111111000001001101111100000100110111110000000001001101
81	6	0100111111011111000011010100111100001101010011110000010000001101	iiaaia	32	Y	3	6	iiaaia	32	0100111111011111000011010100111100001101010011110000010000001101
82	6	0101111111111111000001010101111100000101010111110000000000000101	iiaaia	32	Y	4	5	iiaaa	16	01111111000101110001011100000001
83	6	0101110111011111010001010101110101000101010111010000010001000101	iiaaia	32	Y	5	6	iiaaia	32	0101110111011111010001010101110101000101010111010000010001000101
84	6	0010101110111111000000100010101100101011101111110000001000101011	iiaaai	32	Y	0	5	iaaai	16	00101011101111110000001000101011
85	6	0010101110111111001010111011111100000010001010110000001000101011	iiaaai	32	Y	1	5	iaaai	16	00101011101111110000001000101011
86	6	0010101111111111000000101011111100000010101111110000000000101011	iiaaai	32	Y	2	6	iiaaai	32	0010101111111111000000101011111100000010101111110000000000101011
87	6	0010111110111111000010110010111100001011001011110000001000001011	iiaaai	32	Y	3	6	iiaaai	32	0010111110111111000010110010111100001011001011110000001000001011
88	6	0011101110111111001000110011101100100011001110110000001000100011	iiaaai	32	Y	4	6	iiaaai	32	0011101110111111001000110011101100100011001110110000001000100011
89	6	0011111111111111000000110011111100000011001111110000000000000011	iiaaai	32	Y	5	5	iiaaa	16	01111111000101110001011100000001
90	6	0001011101111111000000010001011100010111011111110000000100010111	iiaaaa	32	Y	0	5	iaaaa	16	00010111011111110000000100010111
91	6	0001011101111111000101110111111100000001000101110000000100010111	iiaaaa	32	Y	1	5	iaaaa	16	00010111011111110000000100010111
92	6	0001011111111111000000010111111100000001011111110000000000010111	iiaaaa	32	Y	2	6	iiaaaa	32	0001011111111111000000010111111100000001011111110000000000010111
93	6	0001111101111111000001110001111100000111000111110000000100000111	iiaaaa	32	Y	3	6	iiaaaa	32	0001111101111111000001110001111100000111000111110000000100000111
94	6	0011011101111111000100110011011100010011001101110000000100010011	iiaaaa	32	Y	4	6	iiaaaa	32	0011011101111111000100110011011100010011001101110000000100010011
95	6	0101011101111111000101010101011100010101010101110000000100010101	iiaaaa	32	Y	5	6	iiaaaa	32	0101011101111111000101010101011100010101010101110000000100010101
96	6	1110100010000000111111101110100011101000100000001111111011101000	iaiiii	32	Y	0	5	aiiii	16	11101000100000001111111011101000
97	6	1110100010000000111111111111111010000000000000001111111011101000	iaiiii	32	Y	1	6	iaiiii	32	1110100010000000111111111111111010000000000000001111111011101000
98	6	1110100011101000111111101111111010000000100000001110100011101000	iaiiii	32	Y	2	5	iaiii	16	11101000111111101000000011101000
99	6	1110111010001000111111111110111010001000000000001110111010001000	iaiiii	32	Y	3	5	iaiii	16	11101000111111101000000011101000
100	6	1111101010100000111111111111101010100000000000001111101010100000	iaiiii	32	Y	4	5	iaiii	16	11101000111111101000000011101000
101	6	1111110011000000111111111111110011000000000000001111110011000000	iaiiii	32	Y	5	5	iaiii	16	11101000111111101000000011101000
102	6	1101010001000000111111011101010011010100010000001111110111010100	iaiiia	32	Y	0	5	aiiia	16	11010100010000001111110111010100
103	6	1101010001000000111111111111110101000000000000001111110111010100	iaiiia	32	Y	1	6	iaiiia	32	1101010001000000111111111111110101000000000000001111110111010100
104	6	1101010011010100111111011111110101000000010000001101010011010100	iaiiia	32	Y	2	5	iaiia	16	11010100111111010100000011010100
105	6	1101110101000100111111111101110101000100000000001101110101000100	iaiiia	32	Y	3	5	iaiia	16	11010100111111010100000011010100
106	6	1111010101010000111111111111010101010000000000001111010101010000	iaiiia	32	Y	4	5	iaiia	16	11010100111111010100000011010100
107	6	1101010101010100111111011101010101010100010000001101010101010100	iaiiia	32	Y	5	6	iaiiia	32	1101010101010100111111011101010101010100010000001101010101010100
108	6	1011001000100000111110111011001010110010001000001111101110110010	iaiiai	32	Y	0	5	aiiai	16	10110010001000001111101110110010
109	6	1011001000100000111111111111101100100000000000001111101110110010	iaiiai	32	Y	1	6	iaiiai	32	1011001000100000111111111111101100100000000000001111101110110010
110	6	1011001010110010111110111111101100100000001000001011001010110010	iaiiai	32	Y	2	5	iaiai	16	10110010111110110010000010110010
111	6	1011101100100010111111111011101100100010000000001011101100100010	iaiiai	32	Y	3	5	iaiai	16	10110010111110110010000010110010
112	6	1011001100110010111110111011001100110010001000001011001100110010	iaiiai	32	Y	4	6	iaiiai	32	1011001100110010111110111011001100110010001000001011001100110010
113	6	1111001100110000111111111111001100110000000000001111001100110000	iaiiai	32	Y	5	5	iaiia	16	11010100111111010100000011010100
114	6	0111000100010000111101110111000101110001000100001111011101110001	iaiiaa	32	Y	0	5	aiiaa	16	01110001000100001111011101110001
115	6	0111000100010000111111111111011100010000000000001111011101110001	iaiiaa	32	Y	1	6	iaiiaa	32	0111000100010000111111111111011100010000000000001111011101110001
116	6	0111000101110001111101111111011100010000000100000111000101110001	iaiiaa	32	Y	2	5	iaiaa	16	01110001111101110001000001110001
117	6	0111011100010001111111110111011100010001000000000111011100010001	iaiiaa	32	Y	3	5	iaiaa	16	01110001111101110001000001110001
118	6	0111001100110001111101110111001100110001000100000111001100110001	iaiiaa	32	Y	4	6	iaiiaa	32	0111001100110001111101110111001100110001000100000111001100110001
119	6	0111010101010001111101110111010101010001000100000111010101010001	iaiiaa	32	Y	5	6	iaiiaa	32	0111010101010001111101110111010101010001000100000111010101010001
120	6	1000111000001000111011111000111010001110000010001110111110001110	iaiaii	32	Y	0	5	aiaii	16	10001110000010001110111110001110
121	6	1000111000001000111111111110111100001000000000001110111110001110	iaiaii	32	Y	1	6	iaiaii	32	1000111000001000111111111110111100001000000000001110111110001110
122	6	1000111010001110111011111110111100001000000010001000111010001110	iaiaii	32	Y	2	5	iaaii	16	10001110111011110000100010001110
123	6	1000111100001110111011111000111100001110000010001000111100001110	iaiaii	32	Y	3	6	iaiaii	32	1000111100001110111011111000111100001110000010001000111100001110
124	6	1010111100001010111111111010111100001010000000001010111100001010	iaiaii	32	Y	4	5	iaiai	16	10110010111110110010000010110010
125	6	1100111100001100111111111100111100001100000000001100111100001100	iaiaii	32	Y	5	5	iaiai	16	10110010111110110010000010110010
126	6	0100110100000100110111110100110101001101000001001101111101001101	iaiaia	32	Y	0	5	aiaia	16	01001101000001001101111101001101
127	6	0100110100000100111111111101111100000100000000001101111101001101	iaiaia	32	Y	1	6	iaiaia	32	0100110100000100111111111101111100000100000000001101111101001101
128	6	0100110101001101110111111101111100000100000001000100110101001101	iaiaia	32	Y	2	5	iaaia	16	01001101110111110000010001001101
129	6	0100111100001101110111110100111100001101000001000100111100001101	iaiaia	32	Y	3	6	iaiaia	32	0100111100001101110111110100111100001101000001000100111100001101
130	6	0101111100000101111111110101111100000101000000000101111100000101	iaiaia	32	Y	4	5	iaiaa	16	01110001111101110001000001110001
131	6	0101110101000101110111110101110101000101000001000101110101000101	iaiaia	32	Y	5	6	iaiaia	32	0101110101000101110111110101110101000101000001000101110101000101
132	6	0010101100000010101111110010101100101011000000101011111100101011	iaiaai	32	Y	0	5	aiaai	16	00101011000000101011111100101011
133	6	0010101100000010111111111011111100000010000000001011111100101011	iaiaai	32	Y	1	6	iaiaai	32	0010101100000010111111111011111100000010000000001011111100101011
134	6	0010101100101011101111111011111100000010000000100010101100101011	iaiaai	32	Y	2	5	iaaai	16	00101011101111110000001000101011
135	6	0010111100001011101111110010111100001011000000100010111100001011	iaiaai	32	Y	3	6	iaiaai	32	0010111100001011101111110010111100001011000000100010111100001011
136	6	0011101100100011101111110011101100100011000000100011101100100011	iaiaai	32	Y	4	6	iaiaai	32	0011101100100011101111110011101100100011000000100011101100100011
137	6	0011111100000011111111110011111100000011000000000011111100000011	iaiaai	32	Y	5	5	iaiaa	16	01110001111101110001000001110001
138	6	0001011100000001011111110001011100010111000000010111111100010111	iaiaaa	32	Y	0	5	aiaaa	16	00010111000000010111111100010111
139	6	0001011100000001111111110111111100000001000000000111111100010111	iaiaaa	32	Y	1	6	iaiaaa	32	0001011100000001111111110111111100000001000000000111111100010111
140	6	0001011100010111011111110111111100000001000000010001011100010111	iaiaaa	32	Y	2	5	iaaaa	16	00010111011111110000000100010111
141	6	0001111100000111011111110001111100000111000000010001111100000111	iaiaaa	32	Y	3	6	iaiaaa	32	0001111100000111011111110001111100000111000000010001111100000111
142	6	0011011100010011011111110011011100010011000000010011011100010011	iaiaaa	32	Y	4	6	iaiaaa	32	0011011100010011011111110011011100010011000000010011011100010011
143	6	0101011100010101011111110101011100010101000000010101011100010101	iaiaaa	32	Y	5	6	iaiaaa	32	0101011100010101011111110101011100010101000000010101011100010101
144	6	1000000011101000111010001111111010000000111010001110100011111110	iaaiii	32	Y	0	5	aaiii	16	10000000111010001110100011111110
145	6	1000000011101000111111101111111100000000100000001110100011111110	iaaiii	32	Y	1	6	iaaiii	32	1000000011101000111111101111111100000000100000001110100011111110
146	6	1000000011111110111010001111111100000000111010001000000011111110	iaaiii	32	Y	2	6	iaaiii	32	1000000011111110111010001111111100000000111010001000000011111110
147	6	1000100011101110111011101111111100000000100010001000100011101110	iaaiii	32	Y	3	5	iaaii	16	10001110111011110000100010001110
148	6	1010000011111010111110101111111100000000101000001010000011111010	iaaiii	32	Y	4	5	iaaii	16	10001110111011110000100010001110
149	6	1100000011111100111111001111111100000000110000001100000011111100	iaaiii	32	Y	5	5	iaaii	16	10001110111011110000100010001110
150	6	0100000011010100110101001111110101000000110101001101010011111101	iaaiia	32	Y	0	5	aaiia	16	01000000110101001101010011111101
151	6	0100000011010100111111011111111100000000010000001101010011111101	iaaiia	32	Y	1	6	iaaiia	32	0100000011010100111111011111111100000000010000001101010011111101
152	6	0100000011111101110101001111111100000000110101000100000011111101	iaaiia	32	Y	2	6	iaaiia	32	0100000011111101110101001111111100000000110101000100000011111101
153	6	0100010011011101110111011111111100000000010001000100010011011101	iaaiia	32	Y	3	5	iaaia	16	01001101110111110000010001001101
154	6	0101000011110101111101011111111100000000010100000101000011110101	iaaiia	32	Y	4	5	iaaia	16	01001101110111110000010001001101
155	6	0101010011010101110101011111110101000000010101000101010011010101	iaaiia	32	Y	5	6	iaaiia	32	0101010011010101110101011111110101000000010101000101010011010101
156	6	0010000010110010101100101111101100100000101100101011001011111011	iaaiai	32	Y	0	5	aaiai	16	00100000101100101011001011111011
157	6	0010000010110010111110111111111100000000001000001011001011111011	iaaiai	32	Y	1	6	iaaiai	32	0010000010110010111110111111111100000000001000001011001011111011
158	6	0010000011111011101100101111111100000000101100100010000011111011	iaaiai	32	Y	2	6	iaaiai	32	0010000011111011101100101111111100000000101100100010000011111011
159	6	0010001010111011101110111111111100000000001000100010001010111011	iaaiai	32	Y	3	5	iaaai	16	00101011101111110000001000101011
160	6	0011001010110011101100111111101100100000001100100011001010110011	iaaiai	32	Y	4	6	iaaiai	32	0011001010110011101100111111101100100000001100100011001010110011
161	6	0011000011110011111100111111111100000000001100000011000011110011	iaaiai	32	Y	5	5	iaaia	16	01001101110111110000010001001101
162	6	0001000001110001011100011111011100010000011100010111000111110111	iaaiaa	32	Y	0	5	aaiaa	16	00010000011100010111000111110111
163	6	0001000001110001111101111111111100000000000100000111000111110111	iaaiaa	32	Y	1	6	iaaiaa	32	0001000001110001111101111111111100000000000100000111000111110111
164	6	0001000011110111011100011111111100000000011100010001000011110111	iaaiaa	32	Y	2	6	iaaiaa	32	0001000011110111011100011111111100000000011100010001000011110111
165	6	0001000101110111011101111111111100000000000100010001000101110111	iaaiaa	32	Y	3	5	iaaaa	16	00010111011111110000000100010111
166	6	0011000101110011011100111111011100010000001100010011000101110011	iaaiaa	32	Y	4	6	iaaiaa	32	0011000101110011011100111111011100010000001100010011000101110011
167	6	0101000101110101011101011111011100010000010100010101000101110101	iaaiaa	32	Y	5	6	iaaiaa	32	0101000101110101011101011111011100010000010100010101000101110101
168	6	0000100010001110100011101110111100001000100011101000111011101111	iaaaii	32	Y	0	5	aaaii	16	00001000100011101000111011101111
169	6	0000100010001110111011111111111100000000000010001000111011101111	iaaaii	32	Y	1	6	iaaaii	32	0000100010001110111011111111111100000000000010001000111011101111
170	6	0000100011101111100011101111111100000000100011100000100011101111	iaaaii	32	Y	2	6	iaaaii	32	0000100011101111100011101111111100000000100011100000100011101111
171	6	0000111010001111100011111110111100001000000011100000111010001111	iaaaii	32	Y	3	6	iaaaii	32	0000111010001111100011111110111100001000000011100000111010001111
172	6	0000101010101111101011111111111100000000000010100000101010101111	iaaaii	32	Y	4	5	iaaai	16	00101011101111110000001000101011
173	6	0000110011001111110011111111111100000000000011000000110011001111	iaaaii	32	Y	5	5	iaaai	16	00101011101111110000001000101011
174	6	0000010001001101010011011101111100000100010011010100110111011111	iaaaia	32	Y	0	5	aaaia	16	00000100010011010100110111011111
175	6	0000010001001101110111111111111100000000000001000100110111011111	iaaaia	32	Y	1	6	iaaaia	32	0000010001001101110111111111111100000000000001000100110111011111
176	6	0000010011011111010011011111111100000000010011010000010011011111	iaaaia	32	Y	2	6	iaaaia	32	0000010011011111010011011111111100000000010011010000010011011111
177	6	0000110101001111010011111101111100000100000011010000110101001111	iaaaia	32	Y	3	6	iaaaia	32	0000110101001111010011111101111100000100000011010000110101001111
178	6	0000010101011111010111111111111100000000000001010000010101011111	iaaaia	32	Y	4	5	iaaaa	16	00010111011111110000000100010111
179	6	0100010101011101010111011101111100000100010001010100010101011101	iaaaia	32	Y	5	6	iaaaia	32	0100010101011101010111011101111100000100010001010100010101011101
180	6	0000001000101011001010111011111100000010001010110010101110111111	iaaaai	32	Y	0	5	aaaai	16	00000010001010110010101110111111
181	6	0000001000101011101111111111111100000000000000100010101110111111	iaaaai	32	Y	1	6	iaaaai	32	0000001000101011101111111111111100000000000000100010101110111111
182	6	0000001010111111001010111111111100000000001010110000001010111111	iaaaai	32	Y	2	6	iaaaai	32	0000001010111111001010111111111100000000001010110000001010111111
183	6	0000101100101111001011111011111100000010000010110000101100101111	iaaaai	32	Y	3	6	iaaaai	32	0000101100101111001011111011111100000010000010110000101100101111
184	6	0010001100111011001110111011111100000010001000110010001100111011	iaaaai	32	Y	4	6	iaaaai	32	0010001100111011001110111011111100000010001000110010001100111011
185	6	0000001100111111001111111111111100000000000000110000001100111111	iaaaai	32	Y	5	5	iaaaa	16	00010111011111110000000100010111
186	6	0000000100010111000101110111111100000001000101110001011101111111	iaaaaa	32	Y	0	5	aaaaa	16	00000001000101110001011101111111
187	6	0000000100010111011111111111111100000000000000010001011101111111	iaaaaa	32	Y	1	6	iaaaaa	32	0000000100010111011111111111111100000000000000010001011101111111
188	6	0000000101111111000101111111111100000000000101110000000101111111	iaaaaa	32	Y	2	6	iaaaaa	32	0000000101111111000101111111111100000000000101110000000101111111
189	6	0000011100011111000111110111111100000001000001110000011100011111	iaaaaa	32	Y	3	6	iaaaaa	32	0000011100011111000111110111111100000001000001110000011100011111
190	6	0001001100110111001101110111111100000001000100110001001100110111	iaaaaa	32	Y	4	6	iaaaaa	32	0001001100110111001101110111111100000001000100110001001100110111
191	6	0001010101010111010101110111111100000001000101010001010101010111	iaaaaa	32	Y	5	6	iaaaaa	32	0001010101010111010101110111111100000001000101010001010101010111
192	6	1110100010000000100000000000000011111111111111101111111011101000	aiiiii	32	Y	0	6	aiiiii	32	1110100010000000100000000000000011111111111111101111111011101000
193	6	1110100010000000111010001000000011111110111010001111111011101000	aiiiii	32	Y	1	5	aiiii	16	11101000100000001111111011101000
194	6	1110100011101000100000001000000011111110111111101110100011101000	aiiiii	32	Y	2	5	aiiii	16	11101000100000001111111011101000
195	6	1110111010001000100010000000000011111111111011101110111010001000	aiiiii	32	Y	3	5	aiiii	16	11101000100000001111111011101000
196	6	1111101010100000101000000000000011111111111110101111101010100000	aiiiii	32	Y	4	5	aiiii	16	11101000100000001111111011101000
197	6	1111110011000000110000000000000011111111111111001111110011000000	aiiiii	32	Y	5	5	aiiii	16	11101000100000001111111011101000
198	6	1101010001000000010000000000000011111111111111011111110111010100	aiiiia	32	Y	0	6	aiiiia	32	1101010001000000010000000000000011111111111111011111110111010100
199	6	1101010001000000110101000100000011111101110101001111110111010100	aiiiia	32	Y	1	5	aiiia	16	11010100010000001111110111010100
200	6	1101010011010100010000000100000011111101111111011101010011010100	aiiiia	32	Y	2	5	aiiia	16	11010100010000001111110111010100
201	6	1101110101000100010001000000000011111111110111011101110101000100	aiiiia	32	Y	3	5	aiiia	16	11010100010000001111110111010100
202	6	1111010101010000010100000000000011111111111101011111010101010000	aiiiia	32	Y	4	5	aiiia	16	11010100010000001111110111010100
203	6	1101010101010100010101000100000011111101110101011101010101010100	aiiiia	32	Y	5	6	aiiiia	32	1101010101010100010101000100000011111101110101011101010101010100
204	6	1011001000100000001000000000000011111111111110111111101110110010	aiiiai	32	Y	0	6	aiiiai	32	1011001000100000001000000000000011111111111110111111101110110010
205	6	1011001000100000101100100010000011111011101100101111101110110010	aiiiai	32	Y	1	5	aiiai	16	10110010001000001111101110110010
206	6	1011001010110010001000000010000011111011111110111011001010110010	aiiiai	32	Y	2	5	aiiai	16	10110010001000001111101110110010
207	6	1011101100100010001000100000000011111111101110111011101100100010	aiiiai	32	Y	3	5	aiiai	16	10110010001000001111101110110010
208	6	1011001100110010001100100010000011111011101100111011001100110010	aiiiai	32	Y	4	6	aiiiai	32	1011001100110010001100100010000011111011101100111011001100110010
