	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF
25	8	1111111111110111111101110111000111110111011100010111000100010000111111111111011111110111011100011111011101110001011100010001000011110111011100010111000100010000011100010001000000010000000000001111011101110001011100010001000001110001000100000001000000000000	iiiiiiaa	128	Y	1	7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000
26	8	1111111111110111111101110111000111111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000011110111011100010111000100010000111101110111000101110001000100000111000100010000000100000000000001110001000100000001000000000000	iiiiiiaa	128	Y	2	7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000
27	8	1111111111110111111111111111011111110111011100011111011101110001111101110111000111110111011100010111000100010000011100010001000011110111011100011111011101110001011100010001000001110001000100000111000100010000011100010001000000010000000000000001000000000000	iiiiiiaa	128	Y	3	7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000
28	8	1111111111111111111101111111011111110111111101110111000101110001111101111111011101110001011100010111000101110001000100000001000011110111111101110111000101110001011100010111000100010000000100000111000101110001000100000001000000010000000100000000000000000000	iiiiiiaa	128	Y	4	7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000
29	8	1111111111111111111111110111011111111111011101110111011100010001111111110111011101110111000100010111011100010001000100010000000011111111011101110111011100010001011101110001000100010001000000000111011100010001000100010000000000010001000000000000000000000000	iiiiiiaa	128	Y	5	7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000
30	8	1111111111110111111101110111001111110111011100110111001100110001111101110111001101110011001100010111001100110001001100010001000011110111011100110111001100110001011100110011000100110001000100000111001100110001001100010001000000110001000100000001000000000000	iiiiiiaa	128	Y	6	8	iiiiiiaa	128	1111111111110111111101110111001111110111011100110111001100110001111101110111001101110011001100010111001100110001001100010001000011110111011100110111001100110001011100110011000100110001000100000111001100110001001100010001000000110001000100000001000000000000
31	8	1111111111110111111101110111010111110111011101010111010101010001111101110111010101110101010100010111010101010001010100010001000011110111011101010111010101010001011101010101000101010001000100000111010101010001010100010001000001010001000100000001000000000000	iiiiiiaa	128	Y	7	8	iiiiiiaa	128	1111111111110111111101110111010111110111011101010111010101010001111101110111010101110101010100010111010101010001010100010001000011110111011101010111010101010001011101010101000101010001000100000111010101010001010100010001000001010001000100000001000000000000
32	8	1111111111101111111011111000111011101111100011101000111000001000111011111000111010001110000010001000111000001000000010000000000011111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000	iiiiiaii	128	Y	0	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
33	8	1111111111101111111011111000111011101111100011101000111000001000111111111110111111101111100011101110111110001110100011100000100011101111100011101000111000001000100011100000100000001000000000001110111110001110100011100000100010001110000010000000100000000000	iiiiiaii	128	Y	1	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
34	8	1111111111101111111011111000111011111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100011101111100011101000111000001000111011111000111010001110000010001000111000001000000010000000000010001110000010000000100000000000	iiiiiaii	128	Y	2	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
35	8	1111111111101111111111111110111111101111100011101110111110001110111011111000111011101111100011101000111000001000100011100000100011101111100011101110111110001110100011100000100010001110000010001000111000001000100011100000100000001000000000000000100000000000	iiiiiaii	128	Y	3	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
36	8	1111111111111111111011111110111111101111111011111000111010001110111011111110111110001110100011101000111010001110000010000000100011101111111011111000111010001110100011101000111000001000000010001000111010001110000010000000100000001000000010000000000000000000	iiiiiaii	128	Y	4	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
37	8	1111111111101111111011111000111111101111100011111000111100001110111011111000111110001111000011101000111100001110000011100000100011101111100011111000111100001110100011110000111000001110000010001000111100001110000011100000100000001110000010000000100000000000	iiiiiaii	128	Y	5	8	iiiiiaii	128	1111111111101111111011111000111111101111100011111000111100001110111011111000111110001111000011101000111100001110000011100000100011101111100011111000111100001110100011110000111000001110000010001000111100001110000011100000100000001110000010000000100000000000
38	8	1111111111111111111111111010111111111111101011111010111100001010111111111010111110101111000010101010111100001010000010100000000011111111101011111010111100001010101011110000101000001010000000001010111100001010000010100000000000001010000000000000000000000000	iiiiiaii	128	Y	6	7	iiiiiai	64	11111111111110111111101110110010111110111011001010110010001000001111101110110010101100100010000010110010001000000010000000000000
39	8	1111111111111111111111111100111111111111110011111100111100001100111111111100111111001111000011001100111100001100000011000000000011111111110011111100111100001100110011110000110000001100000000001100111100001100000011000000000000001100000000000000000000000000	iiiiiaii	128	Y	7	7	iiiiiai	64	11111111111110111111101110110010111110111011001010110010001000001111101110110010101100100010000010110010001000000010000000000000
40	8	1111111111011111110111110100110111011111010011010100110100000100110111110100110101001101000001000100110100000100000001000000000011111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000	iiiiiaia	128	Y	0	7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000
41	8	1111111111011111110111110100110111011111010011010100110100000100111111111101111111011111010011011101111101001101010011010000010011011111010011010100110100000100010011010000010000000100000000001101111101001101010011010000010001001101000001000000010000000000	iiiiiaia	128	Y	1	7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000
42	8	1111111111011111110111110100110111111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010011011111010011010100110100000100110111110100110101001101000001000100110100000100000001000000000001001101000001000000010000000000	iiiiiaia	128	Y	2	7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000
43	8	1111111111011111111111111101111111011111010011011101111101001101110111110100110111011111010011010100110100000100010011010000010011011111010011011101111101001101010011010000010001001101000001000100110100000100010011010000010000000100000000000000010000000000	iiiiiaia	128	Y	3	7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000
44	8	1111111111111111110111111101111111011111110111110100110101001101110111111101111101001101010011010100110101001101000001000000010011011111110111110100110101001101010011010100110100000100000001000100110101001101000001000000010000000100000001000000000000000000	iiiiiaia	128	Y	4	7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000
45	8	1111111111011111110111110100111111011111010011110100111100001101110111110100111101001111000011010100111100001101000011010000010011011111010011110100111100001101010011110000110100001101000001000100111100001101000011010000010000001101000001000000010000000000	iiiiiaia	128	Y	5	8	iiiiiaia	128	1111111111011111110111110100111111011111010011110100111100001101110111110100111101001111000011010100111100001101000011010000010011011111010011110100111100001101010011110000110100001101000001000100111100001101000011010000010000001101000001000000010000000000
46	8	1111111111111111111111110101111111111111010111110101111100000101111111110101111101011111000001010101111100000101000001010000000011111111010111110101111100000101010111110000010100000101000000000101111100000101000001010000000000000101000000000000000000000000	iiiiiaia	128	Y	6	7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000
47	8	1111111111011111110111110101110111011111010111010101110101000101110111110101110101011101010001010101110101000101010001010000010011011111010111010101110101000101010111010100010101000101000001000101110101000101010001010000010001000101000001000000010000000000	iiiiiaia	128	Y	7	8	iiiiiaia	128	1111111111011111110111110101110111011111010111010101110101000101110111110101110101011101010001010101110101000101010001010000010011011111010111010101110101000101010111010100010101000101000001000101110101000101010001010000010001000101000001000000010000000000
48	8	1111111110111111101111110010101110111111001010110010101100000010101111110010101100101011000000100010101100000010000000100000000011111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000	iiiiiaai	128	Y	0	7	iiiiaai	64	11111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000
49	8	1111111110111111101111110010101110111111001010110010101100000010111111111011111110111111001010111011111100101011001010110000001010111111001010110010101100000010001010110000001000000010000000001011111100101011001010110000001000101011000000100000001000000000	iiiiiaai	128	Y	1	7	iiiiaai	64	11111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000
50	8	1111111110111111101111110010101111111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001010111111001010110010101100000010101111110010101100101011000000100010101100000010000000100000000000101011000000100000001000000000	iiiiiaai	128	Y	2	7	iiiiaai	64	11111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000
51	8	1111111110111111111111111011111110111111001010111011111100101011101111110010101110111111001010110010101100000010001010110000001010111111001010111011111100101011001010110000001000101011000000100010101100000010001010110000001000000010000000000000001000000000	iiiiiaai	128	Y	3	7	iiiiaai	64	11111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000
52	8	1111111111111111101111111011111110111111101111110010101100101011101111111011111100101011001010110010101100101011000000100000001010111111101111110010101100101011001010110010101100000010000000100010101100101011000000100000001000000010000000100000000000000000	iiiiiaai	128	Y	4	7	iiiiaai	64	11111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000
53	8	1111111110111111101111110010111110111111001011110010111100001011101111110010111100101111000010110010111100001011000010110000001010111111001011110010111100001011001011110000101100001011000000100010111100001011000010110000001000001011000000100000001000000000	iiiiiaai	128	Y	5	8	iiiiiaai	128	1111111110111111101111110010111110111111001011110010111100001011101111110010111100101111000010110010111100001011000010110000001010111111001011110010111100001011001011110000101100001011000000100010111100001011000010110000001000001011000000100000001000000000
54	8	1111111110111111101111110011101110111111001110110011101100100011101111110011101100111011001000110011101100100011001000110000001010111111001110110011101100100011001110110010001100100011000000100011101100100011001000110000001000100011000000100000001000000000	iiiiiaai	128	Y	6	8	iiiiiaai	128	1111111110111111101111110011101110111111001110110011101100100011101111110011101100111011001000110011101100100011001000110000001010111111001110110011101100100011001110110010001100100011000000100011101100100011001000110000001000100011000000100000001000000000
55	8	1111111111111111111111110011111111111111001111110011111100000011111111110011111100111111000000110011111100000011000000110000000011111111001111110011111100000011001111110000001100000011000000000011111100000011000000110000000000000011000000000000000000000000	iiiiiaai	128	Y	7	7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000
56	8	1111111101111111011111110001011101111111000101110001011100000001011111110001011100010111000000010001011100000001000000010000000011111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000	iiiiiaaa	128	Y	0	7	iiiiaaa	64	11111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000
57	8	1111111101111111011111110001011101111111000101110001011100000001111111110111111101111111000101110111111100010111000101110000000101111111000101110001011100000001000101110000000100000001000000000111111100010111000101110000000100010111000000010000000100000000	iiiiiaaa	128	Y	1	7	iiiiaaa	64	11111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000
58	8	1111111101111111011111110001011111111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000101111111000101110001011100000001011111110001011100010111000000010001011100000001000000010000000000010111000000010000000100000000	iiiiiaaa	128	Y	2	7	iiiiaaa	64	11111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000
59	8	1111111101111111111111110111111101111111000101110111111100010111011111110001011101111111000101110001011100000001000101110000000101111111000101110111111100010111000101110000000100010111000000010001011100000001000101110000000100000001000000000000000100000000	iiiiiaaa	128	Y	3	7	iiiiaaa	64	11111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000
60	8	1111111111111111011111110111111101111111011111110001011100010111011111110111111100010111000101110001011100010111000000010000000101111111011111110001011100010111000101110001011100000001000000010001011100010111000000010000000100000001000000010000000000000000	iiiiiaaa	128	Y	4	7	iiiiaaa	64	11111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000
61	8	1111111101111111011111110001111101111111000111110001111100000111011111110001111100011111000001110001111100000111000001110000000101111111000111110001111100000111000111110000011100000111000000010001111100000111000001110000000100000111000000010000000100000000	iiiiiaaa	128	Y	5	8	iiiiiaaa	128	1111111101111111011111110001111101111111000111110001111100000111011111110001111100011111000001110001111100000111000001110000000101111111000111110001111100000111000111110000011100000111000000010001111100000111000001110000000100000111000000010000000100000000
62	8	1111111101111111011111110011011101111111001101110011011100010011011111110011011100110111000100110011011100010011000100110000000101111111001101110011011100010011001101110001001100010011000000010011011100010011000100110000000100010011000000010000000100000000	iiiiiaaa	128	Y	6	8	iiiiiaaa	128	1111111101111111011111110011011101111111001101110011011100010011011111110011011100110111000100110011011100010011000100110000000101111111001101110011011100010011001101110001001100010011000000010011011100010011000100110000000100010011000000010000000100000000
63	8	1111111101111111011111110101011101111111010101110101011100010101011111110101011101010111000101010101011100010101000101010000000101111111010101110101011100010101010101110001010100010101000000010101011100010101000101010000000100010101000000010000000100000000	iiiiiaaa	128	Y	7	8	iiiiiaaa	128	1111111101111111011111110101011101111111010101110101011100010101011111110101011101010111000101010101011100010101000101010000000101111111010101110101011100010101010101110001010100010101000000010101011100010101000101010000000100010101000000010000000100000000
64	8	1111111011111111111010001111111011101000111111101000000011101000111010001111111010000000111010001000000011101000000000001000000011111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100010000000111010000000000010000000	iiiiaiii	128	Y	0	7	iiiaiii	64	11111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100010000000111010000000000010000000
65	8	1111111011111111111010001111111011101000111111101000000011101000111111101111111111101000111111101110100011111110100000001110100011101000111111101000000011101000100000001110100000000000100000001110100011111110100000001110100010000000111010000000000010000000	iiiiaiii	128	Y	1	7	iiiaiii	64	11111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100010000000111010000000000010000000
66	8	1111111011111111111010001111111011111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100011101000111111101000000011101000111010001111111010000000111010001000000011101000000000001000000010000000111010000000000010000000	iiiiaiii	128	Y	2	7	iiiaiii	64	11111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100010000000111010000000000010000000
67	8	1111111011111111111111101111111111101000111111101110100011111110111010001111111011101000111111101000000011101000100000001110100011101000111111101110100011111110100000001110100010000000111010001000000011101000100000001110100000000000100000000000000010000000	iiiiaiii	128	Y	3	7	iiiaiii	64	11111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100010000000111010000000000010000000
68	8	1111111011111111111010001111111111101000111111111000000011111110111010001111111110000000111111101000000011111110000000001110100011101000111111111000000011111110100000001111111000000000111010001000000011111110000000001110100000000000111010000000000010000000	iiiiaiii	128	Y	4	8	iiiiaiii	128	1111111011111111111010001111111111101000111111111000000011111110111010001111111110000000111111101000000011111110000000001110100011101000111111111000000011111110100000001111111000000000111010001000000011111110000000001110100000000000111010000000000010000000
69	8	1111111111111111111011101111111111101110111111111000100011101110111011101111111110001000111011101000100011101110000000001000100011101110111111111000100011101110100010001110111000000000100010001000100011101110000000001000100000000000100010000000000000000000	iiiiaiii	128	Y	5	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
70	8	1111111111111111111110101111111111111010111111111010000011111010111110101111111110100000111110101010000011111010000000001010000011111010111111111010000011111010101000001111101000000000101000001010000011111010000000001010000000000000101000000000000000000000	iiiiaiii	128	Y	6	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
71	8	1111111111111111111111001111111111111100111111111100000011111100111111001111111111000000111111001100000011111100000000001100000011111100111111111100000011111100110000001111110000000000110000001100000011111100000000001100000000000000110000000000000000000000	iiiiaiii	128	Y	7	7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000
72	8	1111110111111111110101001111110111010100111111010100000011010100110101001111110101000000110101000100000011010100000000000100000011111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010001000000110101000000000001000000	iiiiaiia	128	Y	0	7	iiiaiia	64	11111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010001000000110101000000000001000000
73	8	1111110111111111110101001111110111010100111111010100000011010100111111011111111111010100111111011101010011111101010000001101010011010100111111010100000011010100010000001101010000000000010000001101010011111101010000001101010001000000110101000000000001000000	iiiiaiia	128	Y	1	7	iiiaiia	64	11111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010001000000110101000000000001000000
74	8	1111110111111111110101001111110111111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010011010100111111010100000011010100110101001111110101000000110101000100000011010100000000000100000001000000110101000000000001000000	iiiiaiia	128	Y	2	7	iiiaiia	64	11111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010001000000110101000000000001000000
75	8	1111110111111111111111011111111111010100111111011101010011111101110101001111110111010100111111010100000011010100010000001101010011010100111111011101010011111101010000001101010001000000110101000100000011010100010000001101010000000000010000000000000001000000	iiiiaiia	128	Y	3	7	iiiaiia	64	11111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010001000000110101000000000001000000
76	8	1111110111111111110101001111111111010100111111110100000011111101110101001111111101000000111111010100000011111101000000001101010011010100111111110100000011111101010000001111110100000000110101000100000011111101000000001101010000000000110101000000000001000000	iiiiaiia	128	Y	4	8	iiiiaiia	128	1111110111111111110101001111111111010100111111110100000011111101110101001111111101000000111111010100000011111101000000001101010011010100111111110100000011111101010000001111110100000000110101000100000011111101000000001101010000000000110101000000000001000000
77	8	1111111111111111110111011111111111011101111111110100010011011101110111011111111101000100110111010100010011011101000000000100010011011101111111110100010011011101010001001101110100000000010001000100010011011101000000000100010000000000010001000000000000000000	iiiiaiia	128	Y	5	7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000
78	8	1111111111111111111101011111111111110101111111110101000011110101111101011111111101010000111101010101000011110101000000000101000011110101111111110101000011110101010100001111010100000000010100000101000011110101000000000101000000000000010100000000000000000000	iiiiaiia	128	Y	6	7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000
79	8	1111110111111111110101011111110111010101111111010101010011010101110101011111110101010100110101010101010011010101010000000101010011010101111111010101010011010101010101001101010101000000010101000101010011010101010000000101010001000000010101000000000001000000	iiiiaiia	128	Y	7	8	iiiiaiia	128	1111110111111111110101011111110111010101111111010101010011010101110101011111110101010100110101010101010011010101010000000101010011010101111111010101010011010101010101001101010101000000010101000101010011010101010000000101010001000000010101000000000001000000
80	8	1111101111111111101100101111101110110010111110110010000010110010101100101111101100100000101100100010000010110010000000000010000011111011111111111011001011111011101100101111101100100000101100101011001011111011001000001011001000100000101100100000000000100000	iiiiaiai	128	Y	0	7	iiiaiai	64	11111011111111111011001011111011101100101111101100100000101100101011001011111011001000001011001000100000101100100000000000100000
81	8	1111101111111111101100101111101110110010111110110010000010110010111110111111111110110010111110111011001011111011001000001011001010110010111110110010000010110010001000001011001000000000001000001011001011111011001000001011001000100000101100100000000000100000	iiiiaiai	128	Y	1	7	iiiaiai	64	11111011111111111011001011111011101100101111101100100000101100101011001011111011001000001011001000100000101100100000000000100000
