	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF
54	4	0000010101011111	aaia	8	Y	2	3	aaa	4	00010111
55	4	0100010101011101	aaia	8	Y	3	4	aaia	8	0100010101011101
56	4	0000001010111111	aaai	8	Y	0	4	aaai	8	0000001010111111
57	4	0000101100101111	aaai	8	Y	1	4	aaai	8	0000101100101111
58	4	0010001100111011	aaai	8	Y	2	4	aaai	8	0010001100111011
59	4	0000001100111111	aaai	8	Y	3	3	aaa	4	00010111
60	4	0000000101111111	aaaa	8	Y	0	4	aaaa	8	0000000101111111
61	4	0000011100011111	aaaa	8	Y	1	4	aaaa	8	0000011100011111
62	4	0001001100110111	aaaa	8	Y	2	4	aaaa	8	0001001100110111
63	4	0001010101010111	aaaa	8	Y	3	4	aaaa	8	0001010101010111
64	4	11111101110101001101010001000000	iiii	16	N	NA	5	iiiia	16	11111101110101001101010001000000
65	4	11110111011100010111000100010000	iiia	16	N	NA	5	iiiaa	16	11110111011100010111000100010000
66	4	11011111010011010100110100000100	iiai	16	N	NA	5	iiaia	16	11011111010011010100110100000100
67	4	01111111000101110001011100000001	iiaa	16	N	NA	5	iiaaa	16	01111111000101110001011100000001
68	4	11010100111111010100000011010100	iaii	16	N	NA	5	iaiia	16	11010100111111010100000011010100
69	4	01110001111101110001000001110001	iaia	16	N	NA	5	iaiaa	16	01110001111101110001000001110001
70	4	01001101110111110000010001001101	iaai	16	N	NA	5	iaaia	16	01001101110111110000010001001101
71	4	00010111011111110000000100010111	iaaa	16	N	NA	5	iaaaa	16	00010111011111110000000100010111
72	4	11010100010000001111110111010100	aiii	16	N	NA	5	aiiia	16	11010100010000001111110111010100
73	4	01110001000100001111011101110001	aiia	16	N	NA	5	aiiaa	16	01110001000100001111011101110001
74	4	01001101000001001101111101001101	aiai	16	N	NA	5	aiaia	16	01001101000001001101111101001101
75	4	00010111000000010111111100010111	aiaa	16	N	NA	5	aiaaa	16	00010111000000010111111100010111
76	4	01000000110101001101010011111101	aaii	16	N	NA	5	aaiia	16	01000000110101001101010011111101
77	4	00010000011100010111000111110111	aaia	16	N	NA	5	aaiaa	16	00010000011100010111000111110111
78	4	00000100010011010100110111011111	aaai	16	N	NA	5	aaaia	16	00000100010011010100110111011111
79	4	00000001000101110001011101111111	aaaa	16	N	NA	5	aaaaa	16	00000001000101110001011101111111
