	k	BF	sign	bias	self_loop	self_loop_index	Real_k	ineff_inps	Real_sign	real_bias	EF_BF
16	8	0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	2	Y	0	7	[0]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
17	8	0010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	2	Y	1	7	[1]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
18	8	0010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	2	Y	2	7	[2]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
19	8	0010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	2	Y	3	7	[3]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
20	8	0010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	2	Y	4	7	[4]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21	8	0010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	2	Y	5	7	[5]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22	8	0011001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	8	Y	6	8	[]	iiiiiiai	8	0011001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
23	8	0011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiai	2	Y	7	7	[7]	iiiiiia	1	01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
24	8	0111000100010000000100000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	16	Y	0	7	[0]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
25	8	0111000100010000000100000000000000010000000000000000000000000000011100010001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	16	Y	1	7	[1]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
26	8	0111000100010000000100000000000001110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	16	Y	2	7	[2]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
27	8	0111000100010000011100010001000000010000000000000001000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	16	Y	3	7	[3]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
28	8	0111000101110001000100000001000000010000000100000000000000000000000100000001000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	16	Y	4	7	[4]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
29	8	0111011100010001000100010000000000010001000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	16	Y	5	7	[5]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
30	8	0111001100110001001100010001000000110001000100000001000000000000001100010001000000010000000000000001000000000000000000000000000000110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	30	Y	6	8	[]	iiiiiiaa	30	0111001100110001001100010001000000110001000100000001000000000000001100010001000000010000000000000001000000000000000000000000000000110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
31	8	0111010101010001010100010001000001010001000100000001000000000000010100010001000000010000000000000001000000000000000000000000000001010001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000	iiiiiiaa	30	Y	7	8	[]	iiiiiiaa	30	0111010101010001010100010001000001010001000100000001000000000000010100010001000000010000000000000001000000000000000000000000000001010001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
32	8	0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	2	Y	0	7	[0]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
33	8	0000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	2	Y	1	7	[1]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
34	8	0000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	2	Y	2	7	[2]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
35	8	0000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	2	Y	3	7	[3]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
36	8	0000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	2	Y	4	7	[4]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
37	8	0000111000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	8	Y	5	8	[]	iiiiiaii	8	0000111000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
38	8	0000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	2	Y	6	7	[6]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
39	8	0000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaii	2	Y	7	7	[7]	iiiiiai	1	00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
40	8	0100110100000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000	iiiiiaia	16	Y	0	7	[0]	iiiiaia	8	01001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
41	8	0100110100000100000001000000000000000100000000000000000000000000010011010000010000000100000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000	iiiiiaia	16	Y	1	7	[1]	iiiiaia	8	01001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
42	8	0100110100000100000001000000000001001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaia	16	Y	2	7	[2]	iiiiaia	8	01001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
43	8	0100110100000100010011010000010000000100000000000000010000000000000001000000000000000100000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaia	16	Y	3	7	[3]	iiiiaia	8	01001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
44	8	0100110101001101000001000000010000000100000001000000000000000000000001000000010000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaia	16	Y	4	7	[4]	iiiiaia	8	01001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
45	8	0100111100001101000011010000010000001101000001000000010000000000000011010000010000000100000000000000010000000000000000000000000000001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000	iiiiiaia	30	Y	5	8	[]	iiiiiaia	30	0100111100001101000011010000010000001101000001000000010000000000000011010000010000000100000000000000010000000000000000000000000000001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
46	8	0101111100000101000001010000000000000101000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaia	16	Y	6	7	[6]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
47	8	0101110101000101010001010000010001000101000001000000010000000000010001010000010000000100000000000000010000000000000000000000000001000101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000	iiiiiaia	30	Y	7	8	[]	iiiiiaia	30	0101110101000101010001010000010001000101000001000000010000000000010001010000010000000100000000000000010000000000000000000000000001000101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
48	8	0010101100000010000000100000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000101011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000	iiiiiaai	16	Y	0	7	[0]	iiiiaai	8	00101011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
49	8	0010101100000010000000100000000000000010000000000000000000000000001010110000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000	iiiiiaai	16	Y	1	7	[1]	iiiiaai	8	00101011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
50	8	0010101100000010000000100000000000101011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaai	16	Y	2	7	[2]	iiiiaai	8	00101011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
51	8	0010101100000010001010110000001000000010000000000000001000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaai	16	Y	3	7	[3]	iiiiaai	8	00101011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
52	8	0010101100101011000000100000001000000010000000100000000000000000000000100000001000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaai	16	Y	4	7	[4]	iiiiaai	8	00101011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
53	8	0010111100001011000010110000001000001011000000100000001000000000000010110000001000000010000000000000001000000000000000000000000000001011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000	iiiiiaai	30	Y	5	8	[]	iiiiiaai	30	0010111100001011000010110000001000001011000000100000001000000000000010110000001000000010000000000000001000000000000000000000000000001011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
54	8	0011101100100011001000110000001000100011000000100000001000000000001000110000001000000010000000000000001000000000000000000000000000100011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000	iiiiiaai	30	Y	6	8	[]	iiiiiaai	30	0011101100100011001000110000001000100011000000100000001000000000001000110000001000000010000000000000001000000000000000000000000000100011000000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
55	8	0011111100000011000000110000000000000011000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiiaai	16	Y	7	7	[7]	iiiiiaa	8	01110001000100000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000
56	8	0111111100010111000101110000000100010111000000010000000100000000000101110000000100000001000000000000000100000000000000000000000001111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000	iiiiiaaa	58	Y	0	7	[0]	iiiiaaa	29	01111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000
57	8	0111111100010111000101110000000100010111000000010000000100000000011111110001011100010111000000010001011100000001000000010000000000010111000000010000000100000000000000010000000000000000000000000001011100000001000000010000000000000001000000000000000000000000	iiiiiaaa	58	Y	1	7	[1]	iiiiaaa	29	01111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000
58	8	0111111100010111000101110000000101111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000010111000000010000000100000000000101110000000100000001000000000000000100000000000000000000000000000001000000000000000000000000	iiiiiaaa	58	Y	2	7	[2]	iiiiaaa	29	01111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000
59	8	0111111100010111011111110001011100010111000000010001011100000001000101110000000100010111000000010000000100000000000000010000000000010111000000010001011100000001000000010000000000000001000000000000000100000000000000010000000000000000000000000000000000000000	iiiiiaaa	58	Y	3	7	[3]	iiiiaaa	29	01111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000
60	8	0111111101111111000101110001011100010111000101110000000100000001000101110001011100000001000000010000000100000001000000000000000000010111000101110000000100000001000000010000000100000000000000000000000100000001000000000000000000000000000000000000000000000000	iiiiiaaa	58	Y	4	7	[4]	iiiiaaa	29	01111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000
61	8	0111111100011111000111110000011100011111000001110000011100000001000111110000011100000111000000010000011100000001000000010000000000011111000001110000011100000001000001110000000100000001000000000000011100000001000000010000000000000001000000000000000000000000	iiiiiaaa	72	Y	5	8	[]	iiiiiaaa	72	0111111100011111000111110000011100011111000001110000011100000001000111110000011100000111000000010000011100000001000000010000000000011111000001110000011100000001000001110000000100000001000000000000011100000001000000010000000000000001000000000000000000000000
62	8	0111111100110111001101110001001100110111000100110001001100000001001101110001001100010011000000010001001100000001000000010000000000110111000100110001001100000001000100110000000100000001000000000001001100000001000000010000000000000001000000000000000000000000	iiiiiaaa	72	Y	6	8	[]	iiiiiaaa	72	0111111100110111001101110001001100110111000100110001001100000001001101110001001100010011000000010001001100000001000000010000000000110111000100110001001100000001000100110000000100000001000000000001001100000001000000010000000000000001000000000000000000000000
63	8	0111111101010111010101110001010101010111000101010001010100000001010101110001010100010101000000010001010100000001000000010000000001010111000101010001010100000001000101010000000100000001000000000001010100000001000000010000000000000001000000000000000000000000	iiiiiaaa	72	Y	7	8	[]	iiiiiaaa	72	0111111101010111010101110001010101010111000101010001010100000001010101110001010100010101000000010001010100000001000000010000000001010111000101010001010100000001000101010000000100000001000000000001010100000001000000010000000000000001000000000000000000000000
64	8	0000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	2	Y	0	7	[0]	iiiaiii	1	00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
65	8	0000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	2	Y	1	7	[1]	iiiaiii	1	00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
66	8	0000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	2	Y	2	7	[2]	iiiaiii	1	00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
67	8	0000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	2	Y	3	7	[3]	iiiaiii	1	00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
68	8	0000000011101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	8	Y	4	8	[]	iiiiaiii	8	0000000011101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
69	8	0000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	2	Y	5	7	[5]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
70	8	0000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	2	Y	6	7	[6]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
71	8	0000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiii	2	Y	7	7	[7]	iiiiaii	1	00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
72	8	0100000011010100000000000100000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000	iiiiaiia	16	Y	0	7	[0]	iiiaiia	8	01000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000
73	8	0100000011010100000000000100000000000000010000000000000000000000010000001101010000000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000	iiiiaiia	16	Y	1	7	[1]	iiiaiia	8	01000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000
74	8	0100000011010100000000000100000001000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiia	16	Y	2	7	[2]	iiiaiia	8	01000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000
75	8	0100000011010100010000001101010000000000010000000000000001000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiia	16	Y	3	7	[3]	iiiaiia	8	01000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000
76	8	0100000011111101000000001101010000000000110101000000000001000000000000001101010000000000010000000000000001000000000000000000000000000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000	iiiiaiia	30	Y	4	8	[]	iiiiaiia	30	0100000011111101000000001101010000000000110101000000000001000000000000001101010000000000010000000000000001000000000000000000000000000000110101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000
77	8	0100010011011101000000000100010000000000010001000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiia	16	Y	5	7	[5]	iiiiaia	8	01001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
78	8	0101000011110101000000000101000000000000010100000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iiiiaiia	16	Y	6	7	[6]	iiiiaia	8	01001101000001000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
79	8	0101010011010101010000000101010001000000010101000000000001000000010000000101010000000000010000000000000001000000000000000000000001000000010101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000	iiiiaiia	30	Y	7	8	[]	iiiiaiia	30	0101010011010101010000000101010001000000010101000000000001000000010000000101010000000000010000000000000001000000000000000000000001000000010101000000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000
80	8	0010000010110010000000000010000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000101100100000000000100000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000	iiiiaiai	16	Y	0	7	[0]	iiiaiai	8	00100000101100100000000000100000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000
