Network_no	Model_no	func_type	model
33	0	scNCF	[33023, 2, 8, 2, 14, 2, 14, 2, 2, 8, 224, 8]
34	0	scNCF	[8, 7, 65361, 13, 65488, 1, 2, 213, 2, 48058, 14, 11]
35	0	scNCF	[1, 196867, 1, 1, 2, 7, 7, 55, 71777215888457727, 4, 1, 1]
36	0	scNCF	[65521, 1, 64732, 2, 2, 2, 14, 1, 8, 1, 45104, 2]
37	0	scNCF	[14, 32, 2, 4, 1, 8, 253, 2, 251596031, 1, 2, 1]
38	0	scNCF	[2, 14, 234, 2, 2, 14, 234, 236, 65423, 2, 8, 65514]
39	0	scNCF	[8, 8, 2, 14, 59904, 2, 128, 2, 168, 14, 43688, 2]
40	0	scNCF	[1, 1, 2, 11, 8, 55, 7, 1, 1, 7, 65301, 1]
41	0	scNCF	[252579596, 162, 1, 128, 55, 2, 14, 13, 2, 2, 11, 2]
42	0	scNCF	[2, 13, 1, 1, 3343, 1, 1, 2, 1, 35, 112, 59]
43	0	scNCF	[2, 2, 7, 1, 7, 6148914734186321247, 117, 1, 7, 28752, 59, 21]
44	0	scNCF	[1, 1, 112, 55, 13, 1228, 65301, 13, 1, 35, 1, 1]
45	0	scNCF	[87, 7, 11, 2, 1, 4, 1, 1, 2, 1, 76, 1109]
46	0	scNCF	[13, 1, 13, 2, 140, 128, 143, 1, 1, 2, 1, 2]
47	0	scNCF	[87, 7, 1, 31, 1, 1, 1, 1, 7, 7999, 1, 31]
48	0	scNCF	[11, 14, 200, 2, 2, 2, 200, 14, 8, 65480, 2, 14]
49	0	scNCF	[2, 2, 168, 1, 2, 248, 65264, 1, 14, 2, 179, 2]
50	0	scNCF	[1, 7, 7, 13111, 1, 87, 31, 1, 1, 2, 1, 1]
51	0	scNCF	[22352213, 68118781897474685425727639853140489215, 13, 1, 4, 1, 1, 7, 61687, 1, 984847, 55]
52	0	scNCF	[2, 1, 162, 2, 13, 45216, 2, 2, 1, 1, 11, 81]
53	0	scNCF	[13, 2, 1, 8, 1, 1, 3967, 1, 7, 1, 2, 1]
54	0	scNCF	[248, 224, 8, 2, 2, 1, 2, 2281734144, 2, 2, 2, 13]
55	0	scNCF	[2, 4, 1, 2, 4, 128, 248, 14, 69, 2, 1, 224]
56	0	scNCF	[8031, 1, 1, 1, 6196765617668183415, 1, 4294925789, 1, 1, 19, 19, 8746]
57	0	scNCF	[117, 1, 93, 7, 1, 241, 8, 1, 2, 1, 1, 2]
58	0	scNCF	[1, 2, 8, 248, 14, 2, 2, 2, 1, 2, 251, 2]
59	0	scNCF	[14, 2, 2, 2, 8, 168, 168, 3967, 14, 2, 14, 65448]
60	0	scNCF	[8, 2, 2, 200, 2, 254, 2, 1, 2, 14, 2, 1]
61	0	scNCF	[1, 1, 1, 21, 1, 1, 21, 1, 7, 1, 7, 7]
62	0	scNCF	[2, 51392, 224, 236, 2, 200, 14, 14, 14, 2, 14, 2]
63	0	scNCF	[1, 1, 1, 273, 1, 1, 1, 2, 7, 1, 1, 1]
64	0	scNCF	[1, 2, 1, 1, 2, 1, 1, 87, 1, 7, 61688, 1]
65	0	scNCF	[67108864, 186, 1, 65281, 2, 2, 4294926111, 3439185148, 1, 2, 1, 12249790989310885888]
66	0	scNCF	[1, 32, 241, 127, 1, 1, 1, 1, 14, 7, 2, 1]
67	0	scNCF	[4, 1, 76, 11, 15167, 81, 21847, 224, 13, 1, 2, 251]
68	0	scNCF	[1, 87, 1, 2031711, 1, 1, 1, 1, 1, 1, 1, 1]
69	0	scNCF	[2, 1, 2, 20685133251377947691140366458508267471, 1, 14, 11, 8, 62455, 2, 2047, 1]
70	0	scNCF	[8, 251, 2, 2, 2, 8, 2, 8, 60416, 236, 2, 2863311498]
71	0	scNCF	[2, 20239, 200, 13, 11, 46067, 8, 2, 8, 2, 14, 138]
72	0	scNCF	[2, 2, 13, 2, 2, 2, 2, 2, 248, 2, 2, 2]
73	0	scNCF	[162, 13, 1, 1, 8, 2, 1, 213, 7, 7, 2, 13]
74	0	scNCF	[1, 7, 322110259, 7, 1, 1, 261, 7, 1, 1, 7, 1]
75	0	scNCF	[1, 2, 14, 1, 2, 11, 2, 13058, 2, 8, 8, 8]
76	0	scNCF	[61691, 7, 1, 1, 2, 11, 1, 2, 2, 2, 1, 2]
77	0	scNCF	[1, 1, 1, 1, 1, 7, 63477, 1, 1, 1, 31, 31]
78	0	scNCF	[21, 21, 1, 46079, 1, 112, 1, 1, 1, 1, 1, 1]
79	0	scNCF	[13, 43552, 1, 84, 64, 2, 65364, 43648, 11, 2, 224, 13]
80	0	scNCF	[1, 1, 1, 127, 87, 1, 7, 1, 7, 1, 7, 1]
81	0	scNCF	[8, 2, 2, 2, 2, 2, 32, 2, 8, 43144, 224, 2]
82	0	scNCF	[1, 8, 13, 252694511, 2, 1, 32767, 13, 21, 1, 2, 2694885536]
83	0	scNCF	[1, 1, 1, 281470698782719, 32767, 1, 1, 7, 1, 1, 1, 1]
84	0	scNCF	[236, 8, 1, 2, 13, 2, 2, 8, 4, 44782, 3487550668, 2]
85	0	scNCF	[11, 1, 234, 11, 1, 248, 1, 2, 2, 205, 3328, 2]
86	0	scNCF	[8, 1, 1, 1, 13, 1, 9011, 1, 50, 21, 257892191, 1]
87	0	scNCF	[2, 49, 2, 8, 14, 2, 2, 2, 61936, 2, 43528, 253]
88	0	scNCF	[64, 353703185, 1, 2, 7, 1, 1, 1, 2, 2, 1, 13]
89	0	scNCF	[1, 14, 13, 1, 35, 1, 1, 15987178197217181183, 2, 14, 1, 4371]
90	0	scNCF	[65392, 2, 8746, 174, 171, 18446744071548698419, 14, 8, 13, 18446743304910405580, 2, 2]
91	0	scNCF	[11, 1, 14, 2, 14, 13, 8, 8, 14, 1, 2, 171]
92	0	scNCF	[1, 2, 7, 17361641481188930035, 205, 16, 1301, 1, 2, 1, 52300, 1]
93	0	scNCF	[13, 2, 35, 21, 2, 52684, 7, 31, 1, 1, 23903, 1]
94	0	scNCF	[1, 1, 7, 251, 1, 1, 1, 21, 1, 2, 1, 63487]
95	0	scNCF	[1, 1, 2, 14, 2, 242, 307, 1, 7, 47871, 8739, 1]
96	0	scNCF	[2, 2, 2, 64, 8, 1, 14, 2, 2, 2, 14, 2]
97	0	scNCF	[11, 2, 2829123583, 1, 14, 8, 2, 2, 4, 1, 338958311018563464745330146552072830754, 2]
98	0	scNCF	[2861214218, 2, 234, 176, 2, 1, 4294956288, 2, 1, 2, 2, 18446678107306804224]
99	0	scNCF	[1, 1, 7, 8, 1, 69, 21761, 7, 127, 191, 2, 1]
100	0	scNCF	[2, 2, 2, 14, 61688, 2, 2, 2, 1, 2, 2, 14]
101	0	scNCF	[50, 128, 4289265544, 2, 8, 2, 2, 224, 1, 234, 2, 254]
102	0	scNCF	[1, 1, 1, 2, 1, 3215654826, 1, 7, 1, 1431664511, 984847, 1]
103	0	scNCF	[19, 4, 7, 1, 13, 2, 7, 1, 1, 1, 1, 7]
104	0	scNCF	[2, 2, 14, 64234, 8, 2, 2, 2, 2, 8, 2, 236]
105	0	scNCF	[1, 2047, 2, 1, 32527, 65397, 2, 241, 13, 7, 1, 127]
106	0	scNCF	[11, 4029706288, 1, 1, 11, 13, 1, 2, 1, 1, 65485, 7]
107	0	scNCF	[1, 31, 7, 1, 13, 1, 13, 8, 1, 7, 208, 1]
108	0	scNCF	[2, 14, 11, 53215, 162, 2, 2, 7, 1, 4, 213, 4]
109	0	scNCF	[251, 13, 2, 1, 2, 14, 1, 8, 14, 3596, 235540239, 8]
110	0	scNCF	[1, 11, 1, 4, 2, 1, 220, 1, 17412, 14, 1, 1]
111	0	scNCF	[2, 1, 4, 14, 2, 3343, 1, 4, 1, 65451, 7, 2]
112	0	scNCF	[7, 3217031103, 1, 1, 1, 247, 1, 1, 1, 14199, 223, 242]
113	0	scNCF	[168, 2, 14, 43144, 2, 2, 14, 8, 2, 2, 18374774444880052224, 14]
114	0	scNCF	[4, 64, 2, 7, 56829, 220, 2, 79, 2, 14, 1, 50244]
115	0	scNCF	[4, 1, 7, 7, 205, 2, 159504763345760637322392604082052268031, 1, 49151, 127, 1, 12582911]
116	0	scNCF	[11, 206, 4, 234, 2, 1, 1, 8447, 14, 171, 44971, 2]
117	0	scNCF	[47, 1, 1, 1, 7, 87, 7, 7, 1, 1, 1, 1]
118	0	scNCF	[15291, 13, 206, 11, 1, 53503, 2, 11, 2130736896, 2, 2, 655371]
119	0	scNCF	[1, 13, 2698, 2, 1, 2, 4, 1, 1, 1, 13, 2]
120	0	scNCF	[3983, 7, 1, 176, 1, 2, 7, 1, 21, 322109491, 1, 208]
121	0	scNCF	[2, 2, 11, 60159, 8, 2, 13, 8, 1, 196, 162, 1]
122	0	scNCF	[8, 2, 2, 248, 2, 8, 2, 2, 8, 2, 2, 65448]
123	0	scNCF	[42, 42, 11, 247, 17723342345261413873, 1, 1, 1, 55, 87, 1, 32]
124	0	scNCF	[224, 2, 1, 2, 2, 140, 2, 14, 268372991, 4293525504, 2, 2]
125	0	scNCF	[2, 8736, 18446742978492878336, 2, 2, 8, 2, 2, 2829099168, 2, 1, 1]
126	0	scNCF	[2, 2, 2, 234, 2, 2, 14, 2, 2, 2, 2, 14]
127	0	scNCF	[49, 1, 1, 127, 2, 1, 55, 1, 1, 2, 19, 11]
128	0	scNCF	[11, 1, 1, 1, 1, 57343, 7, 5177359, 11, 7, 1, 5461]
129	0	scNCF	[254, 2, 4287299498, 4294967279, 2, 2, 1, 1, 18379189048491048719, 4294955200, 248, 14]
130	0	scNCF	[1, 1432311167, 7087593359992080608881800786698655061, 1, 1, 87, 140, 7, 1, 1, 241, 1]
131	0	scNCF	[65527, 2, 1, 1, 1, 1280068812, 21, 1, 1, 1, 2, 72340241557557521]
132	0	scNCF	[11, 68056473447477377201139988040571368243, 2, 2, 14, 1, 2, 2, 248, 2, 14, 2]
133	0	scNCF	[1, 2, 4181, 16, 2, 223, 7, 1, 3583, 4, 2, 171]
134	0	scNCF	[1, 127, 1, 4, 87, 1, 1, 1, 13183, 21887, 1, 55]
135	0	scNCF	[11, 84, 79, 4, 1, 1, 11, 2, 234, 14, 4079, 6701356249822199808]
136	0	scNCF	[76, 19, 1, 2, 61939, 1, 2047, 16625818410783, 1, 7, 1, 2]
137	0	scNCF	[8, 3435187328, 234, 2, 2, 2, 2, 2, 21572, 2, 2, 248]
138	0	scNCF	[14, 2, 200, 4, 2, 14, 2, 234, 1, 2, 60620, 14]
139	0	scNCF	[8, 235802382, 14, 2, 14, 14, 1, 2, 2, 55, 256, 2]
140	0	scNCF	[8, 2, 4, 2, 2, 196, 208, 2, 11, 18446744073709551356, 2, 2]
141	0	scNCF	[1, 1, 11, 4059165171, 13, 2, 7, 138, 2, 11, 581107711, 14]
142	0	scNCF	[14, 14, 1, 2, 64760, 8, 2, 3435972800, 2, 14, 2, 8]
143	0	scNCF	[84, 176, 205, 64748, 8, 1, 2, 52352, 65459, 248, 64251, 13]
144	0	scNCF	[4, 13, 2, 61664, 236, 1, 2, 4, 2, 13, 2, 2]
145	0	scNCF	[11, 14, 1, 55, 11, 1, 2, 2, 81, 21847, 936765279843651343, 24413]
146	0	scNCF	[224, 8, 128, 7, 8, 176, 1, 2, 2, 2, 2, 14]
147	0	scNCF	[2, 2, 2, 2, 2, 128, 1, 200, 1, 128, 65330, 8]
148	0	scNCF	[1, 205, 1, 42, 208, 1, 18085047607632789242, 62933, 1, 4, 7, 2]
149	0	scNCF	[2, 8, 234, 8, 64506, 64, 14, 2, 8, 93, 14, 2]
150	0	scNCF	[15167, 24407, 1080880403444663296, 62192, 89457989, 56799, 11, 51315467, 64248, 1, 2, 4401]
151	0	scNCF	[14, 13, 20239, 2, 7, 65276, 128, 14, 2, 8, 2, 8]
152	0	scNCF	[251, 1, 13, 1, 1, 2, 21973, 1, 721420287, 1, 1, 1602191231]
153	0	scNCF	[2, 168, 1, 7, 239, 13, 127, 4, 1, 4, 7, 2]
154	0	scNCF	[1, 247, 7, 1, 138, 2, 32, 242, 1, 65423, 1, 2]
155	0	scNCF	[4, 1, 1, 47, 22527, 69, 7, 1, 8, 16723967, 1, 223]
156	0	scNCF	[57599, 224, 14, 3435972800, 11, 1, 1, 2, 2, 14, 43682, 1]
157	0	scNCF	[7, 1, 1, 55, 7, 1208907372870555583643647, 1, 19, 1, 13, 307, 241]
158	0	scNCF	[2, 2, 2, 2, 254, 2, 8, 2, 1, 2, 2, 2]
159	0	scNCF	[223, 1, 1, 1, 1, 1, 76, 2, 21761, 2, 1, 1]
160	0	scNCF	[2, 2, 8, 2, 2, 1, 2, 41642, 13, 1, 1, 1]
161	0	scNCF	[14, 14, 2, 128, 2, 8, 16, 2, 4, 65420, 2, 43774]
162	0	scNCF	[239, 14, 2, 14, 11, 84, 47, 11, 14, 14, 1, 128]
163	0	scNCF	[1, 76, 767, 1, 2826, 9240575, 4, 1, 11, 1, 1, 28927]
164	0	scNCF	[14, 171, 1, 13, 1, 14, 1, 241, 248, 1, 2, 1]
165	0	scNCF	[1, 19, 14, 4, 1, 60671, 8, 2, 1, 244, 13106, 2]
166	0	scNCF	[7, 7, 1, 1, 7, 2, 1, 7, 1287, 7, 1085173304912773119, 64]
167	0	scNCF	[1, 3839, 174, 13, 4, 1, 1, 143, 4, 259, 1, 59]
168	0	scNCF	[200, 224, 2, 2, 1, 2, 14, 1, 236, 49352, 234, 4243377356]
169	0	scNCF	[4041211904, 4210752234, 200, 186, 2, 8, 4291362752, 2, 2, 2, 14, 8]
170	0	scNCF	[1, 1, 1301, 7, 1, 1, 1, 127, 259, 7999, 1, 1]
171	0	scNCF	[1, 1, 7, 1, 55, 1, 251, 1, 1, 2, 1, 1]
172	0	scNCF	[24399, 2, 13, 93, 2, 4, 162, 3689331016397435699, 2, 2, 1, 1566399829]
173	0	scNCF	[14, 18082226217610703088, 248, 2, 14, 8, 32928, 65408, 8, 65228, 14, 2]
174	0	scNCF	[24447, 87, 1, 87, 1, 1, 49, 2, 1, 7, 1, 1]
175	0	scNCF	[1, 1, 1, 1, 7, 76, 4, 1, 1, 7, 1, 1]
176	0	scNCF	[2, 7, 31, 1, 1, 52300, 2, 16, 7, 1, 2, 1]
177	0	scNCF	[8, 87, 7, 1, 1, 2, 72005916739760383, 79, 2, 1, 1, 1]
178	0	scNCF	[2, 24447, 7, 2, 1, 1, 1, 2, 1, 1, 87, 1]
179	0	scNCF	[200, 79, 1, 1, 1, 1, 2, 11, 186, 1, 1, 2]
180	0	scNCF	[1, 1, 127, 241, 1, 1, 3689362334439964672, 1, 1, 1, 1, 1]
181	0	scNCF	[1, 10752, 2, 4, 11, 13, 4, 2, 61199, 4260364288, 2, 2]
182	0	scNCF	[2047, 7, 1, 1, 31, 1, 84346631, 21, 1, 1, 14199, 13]
183	0	scNCF	[59, 13, 1, 1301, 1, 4, 19, 69, 858994551, 1, 1, 1]
184	0	scNCF	[2, 31, 1, 3204513791, 2, 253, 61199, 8, 2, 8, 2, 253]
185	0	scNCF	[2, 52940, 14, 4, 2, 2, 8, 224, 2, 242, 2, 13]
186	0	scNCF	[16624, 2, 13, 213, 8, 49280, 2, 128, 8, 13, 32, 4]
187	0	scNCF	[248, 2, 1, 1, 8, 4294922079, 49280, 2, 3773825264, 2, 4278124282, 13]
188	0	scNCF	[162, 2, 2, 2, 2, 2, 2, 64756, 2, 2, 51336, 11]
189	0	scNCF	[1, 1, 13, 14, 3675274851154735875, 21, 87, 2602, 7, 1, 2, 1]
190	0	scNCF	[32, 176, 13, 8, 2, 14, 8, 2, 2, 2, 1, 168]
191	0	scNCF	[1, 1, 35, 65020, 1, 84870407, 220, 208, 1, 1, 2, 8]
192	0	scNCF	[2, 4261281276, 8, 62719, 2, 2, 2, 13, 14, 8, 4, 64248]
193	0	scNCF	[2, 2, 4, 1, 8, 1, 7, 42, 1, 4, 1, 1]
194	0	scNCF	[7, 1, 2, 1, 47, 7, 22367, 2, 1, 7, 7, 1]
195	0	scNCF	[1, 16557098927109, 1, 1608474623, 1, 7, 112, 1, 7, 77885641318594587540529259790401599, 2, 1]
196	0	scNCF	[4, 1, 1, 1, 128, 2, 2, 32, 2, 42, 8, 1]
197	0	scNCF	[273, 13, 7, 8, 2, 4, 1, 50528258, 1, 340282366846370781114369813526487171855, 17477, 1]
198	0	scNCF	[14, 13, 11, 206, 2, 2, 4, 140, 14, 16, 2, 11]
199	0	scNCF	[8, 2, 34944, 2, 1, 2, 2, 2, 1, 2, 84, 2]
200	0	scNCF	[84, 2, 2, 13, 2, 9847833655725688968, 1, 11, 1, 2, 8, 2]
201	0	scNCF	[2, 1095216713983, 117, 2, 50, 2, 117, 7, 2, 1, 1, 186]
202	0	scNCF	[1, 1, 1, 55, 7, 4, 1, 1, 63232, 87, 7, 1]
203	0	scNCF	[13, 2, 1, 1, 1, 3674938396304945971, 47851841273921791, 11, 20479, 1, 7, 76]
204	0	scNCF	[1, 1, 205, 13, 32767, 2, 1, 1, 2602, 1, 53215, 1]
205	0	scNCF	[11, 174, 248, 84, 2, 21584, 2, 8, 2, 18360331036762374092, 2, 2]
206	0	scNCF	[1, 1, 127, 1, 1, 1, 117, 49, 1, 1, 14, 239]
207	0	scNCF	[1, 4371, 2, 50, 7951, 7, 1, 1, 1, 2, 13, 2184]
208	0	scNCF	[32768, 2, 234, 234, 2, 2, 2, 239, 65262, 1, 2, 14]
209	0	scNCF	[247, 2, 1, 206, 2, 2, 2, 2, 1, 117, 5119, 2]
210	0	scNCF	[2, 2, 2, 2, 17357049572941103104, 248, 2, 2, 14, 8, 64, 7]
211	0	scNCF	[1, 30207, 1, 13, 22413311, 1, 1, 1771304029743821652939605220022101, 7, 2, 7, 7]
212	0	scNCF	[7, 4, 2, 2, 11, 2, 1, 2, 11, 1, 2, 61691]
213	0	scNCF	[1, 1, 81, 7, 2, 1, 2, 1, 7, 79, 1, 55]
214	0	scNCF	[2, 7, 234, 2, 14, 1, 8, 2, 1, 8, 4, 10752]
215	0	scNCF	[17509981057481437951, 14, 1, 223, 1, 1, 8, 1, 2, 1, 1, 7]
216	0	scNCF	[2, 48911, 171, 11, 1, 1, 63232, 1, 1, 1, 1, 21]
217	0	scNCF	[16255, 2, 511, 1, 7, 1, 71777214646911231, 55, 1, 7, 14199, 1]
218	0	scNCF	[1, 55, 1, 127, 1, 7, 7, 1, 268373791, 1, 1, 13]
219	0	scNCF	[2, 2, 14, 8, 174, 8, 2, 8, 1, 2, 1, 1]
220	0	scNCF	[1, 1, 364517860141170687, 7, 1, 1, 1, 4, 7, 1, 11, 1]
221	0	scNCF	[1, 2, 2, 2, 128, 1085367506427707391, 253714271, 1, 239, 4371, 1, 1]
222	0	scNCF	[1, 7, 1, 55, 1, 7, 13, 1, 7, 1, 2, 30711]
223	0	scNCF	[2, 179, 174, 11, 2, 2, 1, 1, 16775423, 11, 2, 117]
224	0	scNCF	[2, 2, 14, 8, 2, 1, 2, 1, 13, 2, 1, 2]
225	0	scNCF	[224, 1, 13, 2, 4, 1, 1, 8, 19, 220, 7, 2]
226	0	scNCF	[1157902402737471097179295049007300693, 2, 253, 4, 9799982325021837312, 2, 2728534690, 4, 2, 1, 1, 1]
227	0	scNCF	[11, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 21]
228	0	scNCF	[21, 2, 7, 1, 281470684561407, 1, 7, 247, 1, 1, 1, 1036]
229	0	scNCF	[14, 11, 2, 2, 8, 8, 13, 4, 241, 11, 248, 13]
230	0	scNCF	[1, 1, 4294918348, 1, 1, 2, 176, 2, 1, 1, 1, 1]
231	0	scNCF	[24447, 2, 1, 5119, 7, 14757395469421038847, 7, 1, 1, 1, 1029, 1]
232	0	scNCF	[1, 1, 307, 1, 4, 273, 87, 1, 1, 2, 1, 1]
233	0	scNCF	[1, 87, 7, 1, 1, 1, 11, 1, 3755991039, 1, 55, 2013233151]
234	0	scNCF	[2, 2, 236, 1, 14, 1, 236, 2, 8, 14, 8, 1]
235	0	scNCF	[841102114, 236, 2, 13, 1, 14, 1, 14, 2, 2, 254, 13]
236	0	scNCF	[84, 14, 2, 14, 2, 234, 213, 572695074, 1, 236, 140, 236]
237	0	scNCF	[1, 2, 1, 1, 1, 21, 251989767, 2, 1, 1, 7, 87]
238	0	scNCF	[234, 14, 2, 248, 61391, 248, 61164, 2, 14, 14, 2, 8]
239	0	scNCF	[1, 11, 1, 1, 1, 11, 7, 1, 2233889873075372031, 1, 2, 7]
240	0	scNCF	[1, 7, 31, 7, 162, 1, 7, 47, 1, 11, 4, 1]
241	0	scNCF	[2, 13, 1, 21, 1293, 43522, 2, 1, 1, 1, 20016304394312231211149983264139052303, 13]
242	0	scNCF	[35747867510898815, 1, 1, 1, 1, 1, 1, 2, 24029, 1, 43711, 7]
243	0	scNCF	[138, 2593849084993339391, 1, 81, 65294, 1, 2, 4, 2, 2, 24399, 11]
244	0	scNCF	[1301, 1, 3347251, 2, 21887, 52478, 2947219456, 1, 1, 1, 4, 1]
245	0	scNCF	[2, 2, 2, 2, 2, 200, 1, 1, 14, 2, 2, 14]
246	0	scNCF	[1, 55, 1, 7, 55, 1, 2, 1, 11, 1, 1, 2]
247	0	scNCF	[7, 1, 1, 1, 526344031, 1, 47, 1, 1, 7, 1, 1]
248	0	scNCF	[2, 2, 13, 2, 213, 16319, 35, 1, 2, 1, 2, 1]
249	0	scNCF	[1, 47, 21829, 4, 115, 1, 1, 112, 186, 2, 1, 65493]
250	0	scNCF	[2, 138, 8, 1, 2, 2, 14, 200, 2, 2, 65516, 2]
251	0	scNCF	[14, 2, 2, 4209699562, 234, 2, 49280, 2, 2, 2, 14, 2]
252	0	scNCF	[2, 1, 1, 14, 247, 43691, 2, 32527, 13, 1, 8, 4456524]
253	0	scNCF	[234, 2, 2, 14, 248, 2, 2, 2, 4210622463, 1, 2, 176]
254	0	scNCF	[1, 1, 1, 59, 1, 1, 55, 47, 7, 1, 179, 1]
255	0	scNCF	[2, 1, 1, 253, 11, 2, 2, 205, 13, 213, 1, 8]
256	0	scNCF	[2, 14, 2, 8, 200, 2, 14, 168, 234, 2, 2, 2]
257	0	scNCF	[14, 14, 32575, 11, 2, 224, 14, 11, 42, 1, 7, 6341068275337658367]
258	0	scNCF	[224, 1, 2, 11, 2, 14, 52424, 50, 2, 2, 1, 8]
259	0	scNCF	[21887, 71777214814748671, 536809471, 11, 1, 11, 1, 19, 1, 1, 1, 1]
260	0	scNCF	[174, 14, 2, 19, 8, 8, 14, 2, 13, 8, 2, 14]
261	0	scNCF	[44714, 32928, 2, 65330, 200, 4006408140, 41088, 14, 1, 1, 208, 41088]
262	0	scNCF	[11, 1092, 1431638033, 1, 2, 2602, 1, 1, 1, 4, 1, 7]
263	0	scNCF	[2, 14, 8, 206, 14, 2, 2, 128, 14, 2, 2, 168]
264	0	scNCF	[2, 2, 8, 2, 2, 2, 128, 168, 2, 200, 2, 2]
265	0	scNCF	[1, 21504, 2, 11, 2, 16515308, 1, 1, 1, 8, 234, 13]
266	0	scNCF	[4, 81, 8, 2, 2, 2, 1, 2, 62450, 2, 11, 2]
267	0	scNCF	[4, 1, 1, 2031871, 1, 2, 2, 8031, 1, 1085102592572219231, 1, 7]
268	0	scNCF	[11, 208, 2, 1107604033613266944, 7, 1, 6148914689871971332, 2, 115, 1, 62323, 3758030848]
269	0	scNCF	[79, 1, 4093637627, 2, 13, 2, 205, 2, 1, 7, 14, 19]
270	0	scNCF	[2, 2, 34824, 234, 2, 2, 208, 1, 2, 2, 2, 12297791815825752064]
271	0	scNCF	[176, 84, 224, 8, 35, 254, 2, 65459, 2, 8, 1, 4]
272	0	scNCF	[55, 1, 1, 1, 55, 1, 1, 322174975, 55, 7, 5119, 1]
273	0	scNCF	[2, 3439316207, 2, 205, 2, 4, 14, 8, 224, 14, 14, 8]
274	0	scNCF	[1, 2, 2, 242, 2, 2, 2, 8, 168, 2, 168, 69]
275	0	scNCF	[1, 8, 65024, 200, 2, 18444492278189785088, 52352, 8, 200, 2160853196, 8, 14]
276	0	scNCF	[21, 117, 1, 1, 1, 1, 19, 7, 1, 7, 17760256, 1]
277	0	scNCF	[30551, 7, 2, 2, 191, 1, 21781, 2, 11, 69, 11, 17105153]
278	0	scNCF	[13303, 14, 239, 2, 14, 767, 49352, 251, 11, 4292869973, 52687, 196]
279	0	scNCF	[2, 115, 93, 49071, 200, 2816, 16, 2, 65504, 4, 2, 11]
