network_number	fro	to	sign
15	8	10	a
15	3	10	a
15	3	11	a
15	8	11	a
15	1	11	a
15	2	11	a
15	4	12	a
15	6	12	i
16	4	1	a
16	12	1	a
16	3	2	a
16	2	2	a
16	4	3	a
16	7	4	a
16	2	4	a
16	7	5	a
16	12	5	a
16	6	5	a
16	10	5	a
16	5	6	a
16	6	6	a
16	3	7	a
16	1	7	i
16	9	8	a
16	11	9	i
16	5	9	a
16	1	9	a
16	2	9	a
16	7	10	a
16	12	10	a
16	9	10	a
16	4	10	a
16	8	11	a
16	6	11	a
16	12	11	i
16	7	11	a
16	3	11	a
16	1	11	a
16	9	11	a
16	12	12	a
16	6	12	a
16	2	12	a
17	12	1	a
17	2	1	i
17	3	2	a
17	9	2	a
17	1	3	a
17	7	3	i
17	11	4	a
17	8	4	a
17	12	4	a
17	4	5	a
17	9	5	a
17	8	5	a
17	11	6	a
17	9	7	i
17	2	8	a
17	3	8	i
17	7	8	a
17	12	9	a
17	10	9	a
17	11	10	a
17	3	10	a
17	12	10	a
17	1	10	a
17	2	11	a
17	11	12	a
17	5	12	i
17	12	12	a
18	12	1	i
18	2	1	i
18	6	1	i
18	5	1	a
18	11	1	a
18	1	1	a
18	10	1	a
18	1	2	a
18	6	3	a
18	8	3	a
18	3	3	i
18	9	3	a
18	10	4	a
18	9	5	i
18	12	5	i
18	11	6	a
18	2	6	a
18	7	7	a
18	5	7	i
18	12	7	i
18	1	7	i
18	11	7	a
18	4	8	a
18	2	8	i
18	1	8	i
18	10	8	i
18	10	9	i
18	7	10	a
18	1	11	i
18	8	11	a
18	3	11	a
18	5	11	i
18	11	11	a
18	5	12	i
19	11	1	a
19	3	2	a
19	9	3	a
19	11	3	a
19	8	3	a
19	8	4	a
19	4	4	a
19	11	5	a
19	5	6	a
19	3	6	a
19	9	6	a
19	4	6	i
19	6	6	a
19	3	7	i
19	8	7	i
19	9	8	a
19	4	8	a
19	6	8	a
19	3	8	a
19	12	9	a
19	5	9	a
19	4	9	a
19	10	9	a
19	7	9	a
19	6	9	a
19	2	9	a
19	10	10	a
19	2	10	a
19	3	11	i
19	12	11	i
19	11	11	a
19	8	11	a
19	4	12	a
19	9	12	i
20	2	1	i
20	11	2	i
20	5	2	i
20	7	2	a
20	2	3	a
20	11	3	a
20	12	4	i
20	10	4	i
20	3	5	i
20	9	5	i
20	2	5	i
20	1	5	a
20	5	5	a
20	5	6	i
20	7	6	i
20	3	6	a
20	12	6	i
20	10	6	i
20	4	6	i
20	2	6	a
20	4	7	a
20	8	7	a
20	3	7	a
20	10	8	i
20	7	8	a
20	3	8	a
20	12	9	a
20	10	9	i
20	9	9	a
20	7	9	a
20	1	10	a
20	6	10	a
20	10	10	a
20	11	10	i
20	8	11	a
20	9	12	a
20	5	12	a
20	4	12	a
20	8	12	i
20	2	12	a
21	12	1	i
21	7	1	i
21	4	1	i
21	8	2	i
21	6	2	i
21	4	3	i
21	1	4	i
21	6	4	i
21	6	5	i
21	9	6	i
21	2	7	i
21	1	7	i
21	10	7	i
21	5	7	i
21	6	8	i
21	11	8	a
21	5	8	a
21	10	8	i
21	3	9	i
21	7	9	i
21	8	9	i
21	6	10	i
21	10	10	i
21	12	10	i
21	8	10	i
21	9	11	i
21	12	11	i
21	7	11	i
21	8	12	i
21	9	12	i
21	6	12	a
22	2	1	i
22	6	1	i
22	12	1	i
22	4	1	i
22	5	1	i
22	5	2	i
22	1	2	i
22	10	2	a
22	12	3	a
22	10	3	i
22	7	4	a
22	10	4	i
22	2	4	i
22	8	5	a
22	12	5	i
22	1	5	a
22	2	5	i
22	5	5	a
22	7	5	i
22	4	5	i
22	9	6	i
22	1	7	i
22	8	7	i
22	3	7	i
22	6	7	i
22	7	7	a
22	11	7	i
22	10	7	i
22	8	8	i
22	3	8	i
22	11	8	i
22	2	9	i
22	7	10	i
22	6	10	i
22	4	11	a
22	5	12	i
23	6	1	a
23	2	1	i
23	1	1	i
23	3	2	i
23	1	3	i
23	6	3	a
23	10	3	i
23	11	3	i
23	4	3	i
23	2	3	i
23	7	3	i
23	6	4	i
23	3	4	a
23	5	4	a
23	6	5	a
23	1	5	i
23	11	5	i
23	3	5	i
23	1	6	i
23	6	7	i
23	6	8	i
23	6	9	a
23	10	10	i
23	11	11	i
23	5	12	i
23	9	12	a
23	12	12	a
24	9	1	i
24	3	1	i
24	5	2	i
24	7	3	i
24	5	3	i
24	1	3	i
24	4	3	i
24	12	3	i
24	11	4	i
24	1	4	i
24	1	5	i
24	7	6	i
24	1	7	i
24	6	7	i
24	3	8	i
24	11	8	i
24	6	8	i
24	4	8	i
24	7	9	i
24	4	9	i
24	5	9	i
24	12	9	i
24	10	9	i
24	3	10	i
24	4	10	a
24	4	11	i
24	11	11	i
24	6	12	i
24	4	12	a
24	11	12	i
24	1	12	i
24	5	12	i
25	2	1	i
25	3	1	a
25	4	1	i
25	12	2	i
25	2	2	a
25	11	2	a
25	7	2	i
25	4	2	i
25	10	3	a
25	2	4	a
25	5	4	i
25	10	4	a
25	1	5	i
25	5	6	i
25	2	6	i
25	12	6	a
25	9	6	a
25	7	6	a
25	8	6	a
25	4	7	i
25	5	8	a
25	10	8	i
25	7	8	i
25	6	8	a
25	9	8	a
25	12	9	a
25	2	9	i
25	12	10	i
25	1	11	a
25	11	11	i
25	10	11	a
25	6	11	i
25	4	11	a
25	8	12	i
25	7	12	i
25	10	12	a
25	3	12	i
25	1	12	a
26	9	1	i
26	4	1	a
26	12	1	a
26	7	1	a
26	6	1	i
26	7	2	a
26	7	3	a
26	9	3	i
26	3	4	a
26	1	4	a
26	6	4	i
26	5	4	a
26	3	5	a
26	9	5	a
26	12	5	a
26	9	6	i
26	3	6	a
26	1	6	a
26	8	7	a
26	12	7	a
26	11	7	a
26	6	7	i
26	3	7	a
26	6	8	a
26	3	8	a
26	2	8	a
26	6	9	a
26	10	9	a
26	2	10	a
26	8	10	a
26	11	10	a
26	9	10	a
26	6	11	i
26	12	11	a
26	4	11	i
26	8	11	a
26	10	11	a
26	7	11	a
26	5	11	a
26	6	12	i
27	8	1	i
27	5	1	a
27	9	1	a
27	7	1	a
27	8	2	a
27	3	3	i
27	3	4	a
27	1	4	a
27	7	4	a
27	4	4	i
27	9	4	a
27	4	5	a
27	6	5	a
27	8	6	a
27	10	6	i
27	7	6	a
27	2	6	a
27	11	6	a
27	9	6	a
27	1	7	a
27	10	7	a
27	6	8	a
27	7	8	i
27	11	8	a
27	12	8	a
27	5	8	i
27	12	9	a
27	8	9	i
27	10	9	a
27	1	9	a
27	11	9	a
27	9	9	i
27	5	9	i
27	2	10	i
27	11	10	a
27	6	10	i
27	4	10	a
27	4	11	i
27	3	12	i
27	11	12	a
28	12	1	a
28	3	2	i
28	4	3	a
28	1	3	a
28	3	3	a
28	5	3	a
28	9	3	a
28	12	4	a
28	11	4	a
28	1	5	a
28	9	6	a
28	10	7	a
28	6	7	i
28	2	8	a
28	4	8	a
28	1	8	a
28	5	9	a
28	6	9	a
28	4	9	a
28	11	10	a
28	4	11	i
28	5	12	a
28	4	12	i
29	8	1	i
29	4	1	i
29	6	1	a
29	5	2	a
29	10	2	i
29	3	3	a
29	5	3	a
29	11	3	a
29	6	3	a
29	7	4	a
29	5	4	a
29	7	5	a
29	11	5	a
29	10	5	a
29	1	5	a
29	6	5	i
29	6	6	i
29	4	6	a
29	1	6	a
29	11	7	a
29	10	7	a
29	2	7	a
29	12	8	i
29	6	9	a
29	5	9	i
29	11	9	i
29	10	9	a
29	2	9	i
29	5	10	a
29	4	10	i
29	3	11	a
29	5	11	i
29	8	11	a
29	11	11	a
29	8	12	a
30	8	1	i
30	2	1	i
30	10	1	i
30	1	2	i
30	6	2	i
30	12	2	i
30	8	3	a
30	12	3	a
30	11	3	i
30	2	3	i
30	11	4	a
30	3	4	i
30	4	4	i
30	5	4	i
30	11	5	a
30	3	5	i
30	7	5	a
30	8	5	i
30	5	6	i
30	9	6	i
30	1	6	i
30	10	6	i
30	3	6	i
30	8	6	i
30	6	7	i
30	12	7	i
30	10	7	i
30	2	8	i
30	6	8	i
30	3	8	i
30	11	8	i
30	4	9	i
30	10	9	i
30	6	9	a
30	2	9	i
30	7	9	i
30	5	10	i
30	6	11	i
30	11	11	i
30	6	12	i
30	2	12	i
30	4	12	i
31	2	1	a
31	12	1	a
31	4	1	a
31	2	2	a
31	5	2	a
31	3	2	a
31	7	2	a
31	6	2	a
31	4	3	a
31	6	3	a
31	11	3	a
31	5	3	a
31	9	3	a
31	12	3	a
31	3	3	a
31	12	4	a
31	3	4	a
31	6	5	i
31	9	6	a
31	3	7	a
31	5	7	a
31	8	7	a
31	9	7	a
31	7	8	a
31	4	9	a
31	5	9	a
31	5	10	a
31	11	10	a
31	11	11	a
31	8	11	a
31	7	11	a
31	1	12	i
31	8	12	a
32	7	1	i
32	4	1	i
32	8	1	i
32	4	2	i
32	3	2	i
32	3	3	a
32	7	3	i
32	1	3	i
32	8	3	i
32	5	3	i
32	4	4	a
32	1	4	i
32	6	4	i
32	2	5	i
32	1	5	i
32	5	5	i
32	11	5	i
32	9	5	i
32	4	5	i
32	10	6	i
32	9	6	i
32	5	6	i
32	1	6	i
32	7	7	i
32	11	8	a
32	2	8	a
32	3	8	i
32	5	8	i
32	7	8	i
32	6	9	i
32	8	9	i
32	10	9	a
32	10	10	i
32	12	10	a
32	1	10	i
32	2	10	i
32	11	10	i
32	12	11	i
32	1	11	i
32	2	11	i
32	8	11	i
32	2	12	i
32	1	12	i
32	3	12	i
33	7	1	i
33	9	1	i
33	5	1	a
33	11	1	a
33	7	2	a
33	3	2	a
33	8	2	a
33	8	3	a
33	8	4	a
33	12	4	a
33	2	4	a
33	6	4	a
33	5	4	i
33	11	4	i
33	3	5	a
33	11	5	a
33	10	5	a
33	2	6	a
33	7	6	a
33	9	6	i
33	4	7	a
33	12	8	a
33	10	8	a
33	8	8	a
33	12	9	a
33	6	9	a
33	11	9	a
33	9	9	a
33	2	9	a
33	5	9	a
33	4	10	a
33	11	10	a
33	12	10	a
33	5	10	a
33	6	10	a
33	8	11	a
33	1	11	i
33	4	11	a
33	12	11	a
33	2	11	i
33	3	12	a
33	6	12	a
33	10	12	a
34	7	1	i
34	12	1	a
34	9	2	a
34	7	2	a
34	4	3	a
34	12	3	a
34	8	3	a
34	7	3	i
34	10	4	i
34	5	4	i
34	1	4	i
34	6	4	i
34	4	4	i
34	1	5	i
34	2	5	i
34	6	5	a
34	5	5	a
34	9	5	i
34	10	5	a
34	12	5	a
34	9	6	a
34	7	6	a
34	8	7	i
34	5	7	a
34	5	8	a
34	5	9	i
34	6	9	a
34	8	10	a
34	5	10	a
34	1	10	a
34	11	10	i
34	12	11	a
34	6	11	a
34	10	11	a
34	8	11	i
34	1	11	i
34	2	11	i
34	2	12	a
34	7	12	a
35	4	1	a
35	10	2	a
35	9	2	a
35	5	2	a
35	4	2	a
35	6	2	a
35	7	2	i
35	8	3	a
35	7	3	a
35	12	3	a
35	4	4	a
35	10	4	a
35	3	4	a
35	2	4	a
35	3	5	a
35	11	5	a
35	8	6	a
35	11	7	a
35	6	7	a
35	2	7	a
35	12	7	a
35	7	8	a
35	1	8	a
35	8	8	a
35	10	8	a
35	6	9	a
35	5	9	i
35	8	9	a
35	11	9	a
35	7	9	a
35	1	9	a
35	4	9	a
35	12	10	a
35	3	10	a
35	5	10	a
35	9	10	a
35	11	11	a
35	3	11	a
35	9	11	a
35	10	11	a
35	8	11	a
35	9	12	a
35	11	12	a
36	8	1	a
36	6	1	a
36	1	1	i
36	8	2	i
36	5	2	a
36	10	2	a
36	7	2	i
36	11	2	a
36	5	3	i
36	9	4	i
36	3	4	i
36	6	5	a
36	4	6	i
36	9	6	i
36	12	6	i
36	1	6	i
36	6	7	a
36	5	7	a
36	8	7	i
36	3	7	a
36	7	7	i
36	10	8	a
36	12	8	a
36	9	9	a
36	9	10	a
36	1	11	a
36	8	11	a
36	11	11	a
36	10	11	a
36	2	11	i
36	9	11	i
36	2	12	i
37	12	1	i
37	6	2	a
37	8	2	a
37	3	2	i
37	12	2	i
37	10	2	i
37	5	2	a
37	7	2	a
37	7	3	a
37	3	3	i
37	9	3	a
37	6	3	a
37	11	3	i
37	9	4	a
37	12	4	i
37	1	5	i
37	2	5	i
37	10	5	i
37	7	5	a
37	6	6	i
37	10	6	i
37	7	6	i
37	4	7	a
37	10	7	a
37	1	8	a
37	11	8	a
37	7	8	a
37	8	8	i
37	3	8	a
37	10	8	a
37	3	9	i
37	1	9	a
37	4	9	i
37	12	10	i
37	12	11	a
37	4	11	a
37	2	11	i
37	7	11	a
37	6	12	a
38	8	1	a
38	5	1	i
38	4	1	a
38	5	2	a
38	5	3	a
38	11	3	a
38	10	3	a
38	6	3	a
38	4	3	a
38	1	3	a
38	10	4	a
38	12	4	a
38	5	4	a
38	11	4	a
38	4	4	a
38	4	5	a
38	12	5	a
38	9	6	a
38	12	6	a
38	12	7	a
38	5	7	a
38	6	7	a
38	2	7	i
38	3	8	a
38	10	8	a
38	11	8	a
38	7	8	a
38	9	8	i
38	6	9	a
38	11	9	a
38	11	10	a
38	4	10	a
38	9	10	a
38	2	10	a
38	4	11	a
38	8	11	a
38	5	11	a
38	8	12	a
38	6	12	a
38	5	12	a
39	1	1	i
39	6	2	a
39	4	2	a
39	8	3	a
39	9	3	a
39	6	3	a
39	4	3	a
39	5	4	a
39	11	4	a
39	1	5	i
39	4	6	a
39	10	6	a
39	8	6	a
39	2	6	i
39	6	7	a
39	7	8	a
39	8	8	a
39	12	9	a
39	5	9	a
39	1	9	i
39	11	10	a
39	6	11	i
39	3	11	i
39	7	11	i
39	11	12	a
39	2	12	i
39	5	12	a
39	12	12	a
40	1	1	a
40	10	1	a
40	3	1	a
40	11	1	i
40	8	1	a
40	9	1	a
40	4	1	a
40	5	2	a
40	4	2	a
40	3	2	a
40	3	3	a
40	1	4	a
40	2	4	a
40	11	5	a
40	6	5	a
40	8	5	a
40	2	6	i
40	3	6	a
40	10	6	a
40	5	6	i
40	6	7	a
40	8	7	a
40	4	7	a
40	2	7	a
40	10	7	a
40	1	7	i
40	5	7	a
40	3	8	a
40	10	8	a
40	1	9	a
40	7	9	a
40	11	10	i
40	1	10	a
40	2	10	a
40	1	11	a
40	7	12	a
40	10	12	a
40	1	12	a
41	7	1	i
41	2	2	i
41	7	2	i
41	11	2	i
41	12	2	i
41	1	3	i
41	5	3	i
41	3	4	i
41	10	4	i
41	6	4	i
41	5	4	i
41	5	5	i
41	2	6	i
41	1	6	i
41	5	6	i
41	10	6	i
41	8	7	i
41	6	7	i
41	5	7	i
41	2	7	i
41	9	8	i
41	5	8	i
41	4	8	i
41	4	9	i
41	2	10	i
41	4	11	i
41	8	11	i
41	11	11	i
41	12	11	i
41	9	11	i
41	6	11	i
41	5	11	i
41	3	12	i
41	9	12	a
41	10	12	i
41	11	12	i
41	2	12	i
42	12	1	i
42	5	2	i
42	12	2	i
42	4	2	i
42	11	3	i
42	7	3	a
42	9	3	a
42	11	4	a
42	10	5	a
42	1	5	i
42	9	5	a
42	6	5	i
42	5	6	a
42	6	7	i
42	4	7	a
42	2	8	a
42	9	8	i
42	10	8	i
42	11	8	a
42	11	9	i
42	1	9	i
42	5	9	i
42	2	10	i
42	3	10	i
42	11	10	a
42	6	11	i
42	3	12	i
42	6	12	a
42	11	12	i
42	2	12	i
43	10	1	a
43	8	1	a
43	3	1	a
43	1	2	a
43	10	2	a
43	9	2	a
43	5	2	a
43	12	3	a
43	9	3	a
43	4	3	a
43	8	3	a
43	11	3	a
43	10	3	a
43	1	3	a
43	3	4	a
43	9	4	a
43	10	5	a
43	6	5	a
43	11	5	a
43	2	6	a
43	11	7	a
43	3	8	i
43	10	8	a
43	1	8	a
43	6	8	i
43	7	8	a
43	11	9	a
43	3	9	i
43	2	9	a
43	5	9	a
43	4	9	a
43	10	9	a
43	11	10	a
43	7	10	a
43	1	10	a
43	12	10	i
43	10	10	a
43	5	11	a
43	11	11	a
43	6	11	a
43	8	12	a
44	10	1	i
44	5	2	i
44	2	3	i
44	10	3	a
44	4	3	i
44	11	3	i
44	1	3	i
44	8	4	i
44	5	4	i
44	9	4	i
44	11	4	i
44	1	4	a
44	3	5	i
44	7	5	i
44	12	5	i
44	6	5	i
44	5	5	i
44	2	6	i
44	10	6	i
44	1	6	i
44	3	6	i
44	7	7	a
44	12	7	i
44	4	7	i
44	2	7	i
44	12	8	i
44	3	8	i
44	1	9	i
44	12	9	i
44	7	9	i
44	10	9	i
44	4	9	i
44	3	9	i
44	1	10	i
44	8	11	i
44	5	11	i
44	12	11	i
44	2	12	i
45	11	1	a
45	5	1	a
45	12	1	a
45	11	2	a
45	3	2	a
45	10	2	a
45	1	2	a
45	9	2	a
45	5	2	a
45	7	2	a
45	4	3	a
45	1	3	a
45	3	3	a
45	6	4	a
45	10	4	a
45	12	4	a
45	11	5	a
45	10	5	a
45	6	6	i
45	9	6	a
45	7	7	a
45	4	7	a
45	1	7	a
45	2	7	a
45	5	8	a
45	8	8	a
45	4	8	i
45	9	8	a
45	7	8	a
45	3	9	a
45	11	9	a
45	3	10	a
45	10	10	i
45	12	10	a
45	5	10	a
45	1	10	a
45	11	10	a
45	1	11	a
45	11	11	a
45	5	11	a
45	5	12	a
45	11	12	a
45	10	12	a
45	2	12	a
45	3	12	a
46	6	1	i
46	10	1	i
46	11	2	a
46	12	2	a
46	5	3	a
46	8	3	a
46	11	3	a
46	6	3	a
46	4	3	a
46	3	4	a
46	5	4	a
46	4	5	a
46	10	6	a
46	7	6	a
46	2	6	a
46	12	6	i
46	8	6	i
46	9	7	a
46	6	7	a
46	12	8	a
46	5	8	a
46	8	9	a
46	2	9	i
46	10	9	a
46	3	9	a
46	7	9	a
46	1	9	a
46	3	10	i
46	6	11	a
46	4	12	a
46	1	12	i
47	1	1	a
47	7	1	a
47	9	1	a
47	1	2	a
47	7	2	a
47	10	2	a
47	11	3	a
47	8	4	a
47	9	5	a
47	10	5	a
47	1	5	a
47	4	5	a
47	1	6	a
47	10	6	a
47	4	6	a
47	3	6	a
47	6	6	a
47	10	7	a
47	11	7	a
47	10	8	a
47	1	9	a
47	4	9	a
47	8	9	a
47	5	10	a
47	4	10	a
47	6	10	a
47	3	11	a
47	2	11	a
47	11	11	a
47	8	11	a
47	9	11	a
47	11	12	a
47	5	12	a
47	8	12	a
47	10	12	a
48	1	1	a
48	6	1	a
48	4	1	a
48	10	1	a
48	7	2	a
48	9	2	a
48	1	2	a
48	11	2	a
48	5	3	a
48	4	4	a
48	6	4	a
48	2	5	a
48	8	5	a
48	6	5	a
48	5	5	i
48	6	6	a
48	2	7	a
48	3	7	a
48	4	7	a
48	9	7	a
48	9	8	a
48	8	8	a
48	3	8	a
48	1	8	a
48	6	9	a
48	7	10	a
48	3	10	a
48	9	10	a
48	8	10	a
48	1	11	a
48	12	11	a
48	5	11	i
48	4	12	a
49	7	1	a
49	11	1	a
49	2	1	a
49	9	1	a
49	1	1	i
49	12	2	a
49	4	2	a
49	11	2	a
49	8	2	a
49	7	2	a
49	1	2	a
49	12	3	a
49	4	3	i
49	1	3	a
49	5	3	a
49	9	4	a
49	5	4	i
49	8	4	a
49	6	4	i
49	11	5	i
49	4	5	a
49	5	5	i
49	11	6	a
49	5	6	i
49	12	6	i
49	8	6	a
49	6	6	a
